,root:Elder,root:Young
S320,0.03112137,0.96887857
S290,0.06202038,0.93797964
SRR5602345,0.35783625,0.64216375
S330,0.15142512,0.8485749
SRR5602125,0.031198986,0.968801
SRR5602220,0.42227465,0.57772535
S050,0.074748985,0.925251
S080,0.028620576,0.9713794
SRR5602155,0.5483103,0.45168972
SRR5602193,0.4210285,0.57897156
SRR5602335,0.53808916,0.46191084
SRR5602119,0.26010162,0.7398984
S150,0.029097613,0.9709024
SRR5602179,0.45336714,0.5466328
SRR3679961,0.52486306,0.47513694
SRR5602134,0.53539485,0.4646052
S130,0.04332964,0.95667034
S200,0.3733324,0.6266676
S210,0.030191235,0.96980876
SRR5602290,0.11687704,0.8831229
SRR5602138,0.26080424,0.73919576
C052,0.5029695,0.4970305
C012,0.07349427,0.92650574
SRR5602168,0.037461977,0.962538
SRR5602159,0.305882,0.69411796
SRR5602160,0.515778,0.48422197
SRR5602010,0.55857015,0.4414298
C010,0.042355344,0.95764464
S240,0.02971859,0.9702814
S030,0.24655211,0.7534479
SRR5602324,0.24852316,0.7514768
SRR3679980,0.028620576,0.9713794
SRR5602349,0.51126003,0.48874003
S110,0.46175167,0.53824836
SRR5602182,0.5014091,0.49859083
S100,0.0680496,0.93195045
C042,0.041510653,0.95848936
SRR5602351,0.5431665,0.45683345
SRR5602333,0.04076797,0.95923203
S220,0.34131363,0.65868634
SRR5602092,0.25420254,0.74579746
S120,0.406252,0.593748
SRR5602260,0.5032116,0.49678835
SRR5602284,0.5165619,0.48343804
C021,0.55907565,0.4409244
SRR5602256,0.37820008,0.6217999
SRR5602234,0.37247673,0.62752324
SRR5602210,0.5014091,0.49859083
S010,0.043338004,0.95666194
S280,0.5014091,0.49859083
S260,0.07837845,0.92162156
S020,0.5133261,0.48667392
SRR5602016,0.5296723,0.47032768
S180,0.5014091,0.49859083
SRR5602145,0.13609596,0.863904
