,root:Elder,root:Young
K106,0.7725924,0.22740753
SRR3680072,0.7755221,0.22447784
SRR5602008,0.90022075,0.09977927
SRR5602233,0.8240532,0.1759468
SRR3679985,0.8192674,0.18073265
SRR5602262,0.79723704,0.20276292
SRR5602296,0.19667043,0.8033295
SRR5602140,0.44457382,0.5554262
SRR3679990,0.76890516,0.23109475
SRR3680045,0.48494884,0.5150511
SRR5602060,0.8129688,0.18703124
SRR5602202,0.8346067,0.16539325
SRR5602117,0.8754432,0.12455676
SRR5602255,0.80256873,0.19743128
SRR5602196,0.8480486,0.15195136
C024,0.8130815,0.18691853
SRR5602137,0.8130803,0.18691966
SRR5601942,0.26128528,0.7387147
SRR5602170,0.90191686,0.098083116
SRR5610011,0.8658472,0.13415281
SRR5602116,0.8130803,0.18691966
SRR5602199,0.79077697,0.20922297
SRR5602293,0.5719986,0.42800143
SRR5602185,0.8997498,0.100250125
SRR3680079,0.872522,0.12747799
SRR5602336,0.8950306,0.10496936
SRR5602122,0.1471927,0.8528073
SRR3679940,0.35742214,0.6425778
K309,0.8938197,0.10618031
SRR5602118,0.5146417,0.48535836
SRR5602026,0.23289801,0.76710194
SRR3680044,0.8130803,0.18691966
SRR5602153,0.15424508,0.84575486
SRR3680080,0.90147316,0.09852679
SRR5602115,0.81613564,0.18386438
SRR5601983,0.8859254,0.11407455
SRR5602225,0.8130803,0.18691966
SRR5602175,0.8130803,0.18691966
SRR3680063,0.80703247,0.19296749
SRR5602096,0.43203494,0.56796503
SRR5602194,0.8130803,0.18691966
SRR3680046,0.8130803,0.18691966
SRR3679945,0.8273626,0.1726374
SRR5602263,0.57242155,0.42757842
SRR5602271,0.8130803,0.18691966
SRR3680058,0.81308115,0.18691884
SRR5602032,0.6791204,0.32087958
SRR5602142,0.89714116,0.10285887
SRR5602257,0.8390401,0.1609599
SRR5602279,0.5069833,0.4930167
SRR5602258,0.14134645,0.85865355
SRR5602299,0.18600088,0.81399906
SRR5602318,0.8196209,0.18037903
SRR5602315,0.26272646,0.7372735
SRR5602264,0.8821946,0.11780544
