,root:Elder,root:Young
S320,0.6122795,0.3877205
S290,0.5719609,0.42803904
SRR5602345,0.63307035,0.36692968
S330,0.1744903,0.82550967
SRR5602125,0.10343056,0.8965695
SRR5602220,0.6393279,0.3606722
S050,0.11772407,0.88227594
S080,0.10871622,0.8912838
SRR5602155,0.6294103,0.37058967
SRR5602193,0.3314976,0.66850233
SRR5602335,0.64316684,0.3568331
SRR5602119,0.32769343,0.6723066
S150,0.6307107,0.36928922
SRR5602179,0.104045875,0.89595413
SRR3679961,0.13946463,0.8605354
SRR5602134,0.6330998,0.3669002
S130,0.53521013,0.46478987
S200,0.63286716,0.36713284
S210,0.051204126,0.94879586
SRR5602290,0.6332806,0.36671942
SRR5602138,0.2753031,0.724697
C052,0.6331627,0.36683732
C012,0.6332701,0.3667299
SRR5602168,0.49293587,0.5070641
SRR5602159,0.61387885,0.38612112
SRR5602160,0.52715003,0.47285
SRR5602010,0.63002706,0.36997294
C010,0.47418833,0.5258117
S240,0.55883163,0.44116843
S030,0.105231926,0.89476806
SRR5602324,0.5816419,0.41835818
SRR3679980,0.6332806,0.36671942
SRR5602349,0.13841248,0.8615875
S110,0.6332312,0.36676878
SRR5602182,0.6313116,0.36868837
S100,0.632966,0.36703402
C042,0.03514399,0.964856
SRR5602351,0.6311115,0.36888847
SRR5602333,0.63038635,0.3696136
S220,0.6332793,0.36672068
SRR5602092,0.62154853,0.37845144
S120,0.49452692,0.5054731
SRR5602260,0.6332806,0.36671945
SRR5602284,0.6329046,0.3670954
C021,0.6332806,0.36671942
SRR5602256,0.12467734,0.87532264
SRR5602234,0.22572133,0.7742787
SRR5602210,0.20051697,0.79948306
S010,0.065417774,0.93458223
S280,0.6192522,0.3807478
S260,0.36415392,0.6358461
S020,0.63319814,0.36680186
SRR5602016,0.6382981,0.36170194
S180,0.63124734,0.3687527
SRR5602145,0.12865835,0.87134165
