,root:Elder,root:Young
SRR5602329,0.5577652,0.4422348
SRR5602306,0.071972996,0.92802703
SRR3680072,0.06787098,0.93212897
SRR5602195,0.5685607,0.43143928
SRR5602171,0.56951135,0.4304887
K119,0.52041906,0.47958094
SRR3680055,0.5700325,0.42996755
SRR3680084,0.094879486,0.9051205
SRR5602342,0.5682809,0.43171915
SRR5601990,0.56947577,0.43052426
SRR5602158,0.1434386,0.85656136
SRR3679931,0.069995426,0.9300046
SRR5602273,0.17560287,0.82439715
SRR5602098,0.0705692,0.9294308
SRR5602310,0.18798967,0.8120103
SRR5601992,0.21617427,0.78382576
SRR5602181,0.56881964,0.43118036
C007,0.20143452,0.7985655
SRR5602011,0.0690288,0.9309712
SRR5602170,0.56949186,0.43050817
SRR5610011,0.5694883,0.43051174
SRR5602207,0.52674556,0.4732545
SRR5602057,0.17857093,0.8214291
SRR5602054,0.5722609,0.42773908
SRR5602180,0.5695127,0.43048728
SRR5602354,0.5689515,0.43104857
SRR5602101,0.43270534,0.56729466
SRR5602304,0.08221556,0.9177844
SRR5602139,0.5691316,0.43086836
SRR5602034,0.079359025,0.92064095
SRR3679962,0.5695128,0.43048716
SRR5602093,0.08475288,0.91524714
SRR5602212,0.5500735,0.4499265
SRR5601983,0.5695128,0.4304872
SRR5602248,0.38631815,0.61368185
SRR3679969,0.10668681,0.8933132
SRR5602353,0.56892526,0.4310747
SRR3679988,0.5694726,0.43052736
SRR5602194,0.5695128,0.43048716
SRR3680046,0.5703635,0.42963648
SRR3679945,0.070276536,0.92972344
SRR3680024,0.43270534,0.56729466
SRR5602066,0.08714928,0.91285074
SRR5602231,0.5695012,0.4304988
C018,0.53124815,0.46875188
SRR5602123,0.5710929,0.42890707
SRR5602148,0.5225221,0.47747788
SRR5602252,0.07854191,0.92145807
SRR5601989,0.568327,0.43167305
SRR5602279,0.038261954,0.96173805
SRR5602246,0.56894153,0.4310585
SRR5602285,0.36625147,0.6337486
SRR5602214,0.5715133,0.42848665
SRR5602012,0.5723922,0.42760783
SRR3680048,0.07062624,0.9293738
