,root:Elder,root:Young
S320,0.13312285,0.86687714
S290,0.12707457,0.8729254
SRR5602345,0.5827144,0.41728562
S330,0.5827434,0.41725656
SRR5602125,0.5773722,0.42262784
SRR5602220,0.57205784,0.4279421
S050,0.4191512,0.5808488
S080,0.57748926,0.4225107
SRR5602155,0.58188885,0.41811115
SRR5602193,0.5347487,0.46525136
SRR5602335,0.5808251,0.41917494
SRR5602119,0.08429526,0.9157047
S150,0.03154907,0.96845096
SRR5602179,0.5412257,0.4587743
SRR3679961,0.57082134,0.42917863
SRR5602134,0.5825395,0.4174606
S130,0.52628344,0.47371656
S200,0.5805254,0.41947457
S210,0.032845233,0.96715474
SRR5602290,0.43304268,0.5669573
SRR5602138,0.3125839,0.6874161
C052,0.5645072,0.43549278
C012,0.5774693,0.42253068
SRR5602168,0.30258286,0.69741714
SRR5602159,0.51407754,0.48592246
SRR5602160,0.57471573,0.4252843
SRR5602010,0.5774039,0.42259613
C010,0.5105464,0.48945358
S240,0.045962505,0.9540374
S030,0.5599426,0.44005743
SRR5602324,0.12479336,0.87520665
SRR3679980,0.57748926,0.4225107
SRR5602349,0.5342666,0.4657334
S110,0.5826339,0.41736615
SRR5602182,0.57636195,0.423638
S100,0.32128295,0.67871696
C042,0.5785211,0.42147896
SRR5602351,0.5764544,0.42354557
SRR5602333,0.083981656,0.9160183
S220,0.57117736,0.42882267
SRR5602092,0.11332802,0.8866719
S120,0.5826185,0.41738153
SRR5602260,0.58232534,0.41767466
SRR5602284,0.5770636,0.4229364
C021,0.57748926,0.4225107
SRR5602256,0.53016055,0.46983954
SRR5602234,0.34464434,0.6553557
SRR5602210,0.5568085,0.44319153
S010,0.098415084,0.90158486
S280,0.5785432,0.42145678
S260,0.34970573,0.6502942
S020,0.5794502,0.42054978
SRR5602016,0.58127415,0.41872585
S180,0.57636404,0.42363596
SRR5602145,0.18799934,0.81200063
