,root:Elder,root:Young
SRR3680016,0.12008413,0.8799159
SRR5602195,0.6898257,0.3101743
SRR5602233,0.65380937,0.34619063
SRR3680055,0.66728026,0.33271977
SRR3679990,0.673931,0.326069
SRR5602226,0.68485135,0.31514862
SRR5602202,0.6853795,0.3146205
SRR5602281,0.5639052,0.43609488
SRR3679977,0.65602297,0.34397706
SRR5602117,0.6706432,0.32935682
SRR3679946,0.16882946,0.83117056
SRR5602080,0.67565477,0.32434523
SRR5602158,0.6310447,0.3689553
SRR5602273,0.12132599,0.87867403
SRR5602255,0.6624485,0.33755144
SRR5602198,0.6854556,0.31454438
SRR5602196,0.6769754,0.32302466
SRR5601942,0.64220726,0.3577927
SRR5602005,0.66728055,0.3327195
SRR5602116,0.11950758,0.8804924
SRR5602186,0.11893233,0.88106763
K304,0.12882356,0.87117636
SRR5602122,0.5517726,0.44822744
SRR5602289,0.68186253,0.3181375
SRR3680085,0.68155026,0.31844974
SRR5610014,0.669995,0.33000502
SRR5602317,0.68416154,0.31583843
SRR3679994,0.64927405,0.3507259
SRR3680074,0.65041006,0.3495899
SRR5602153,0.4279055,0.5720945
SRR5602323,0.66799814,0.3320019
SRR5602286,0.6895928,0.31040725
SRR3679996,0.68301284,0.31698716
SRR5602267,0.5974135,0.40258652
SRR5602151,0.6819348,0.31806517
SRR5602096,0.5438654,0.45613462
K316,0.14156048,0.85843956
SRR3679945,0.6544487,0.34555128
SRR5601996,0.66728055,0.3327195
SRR5602231,0.67061144,0.32938856
SRR5602203,0.66735077,0.3326492
SRR3680017,0.62551504,0.374485
C002,0.12983619,0.8701638
SRR5602258,0.11944563,0.8805543
SRR5602299,0.13394478,0.8660552
SRR3679975,0.6678843,0.33211568
SRR5602297,0.66728055,0.3327195
SRR3680007,0.66728055,0.3327195
SRR5602305,0.6033083,0.39669165
SRR5602079,0.66506654,0.33493346
SRR5602020,0.66728014,0.33271986
SRR3680028,0.13685687,0.8631431
K125,0.11890256,0.88109744
SRR3680002,0.62804323,0.37195677
SRR3680039,0.12933972,0.87066025
