,root:Elder,root:Young
S320,0.665277,0.33472303
S290,0.52509147,0.4749086
SRR5602345,0.6776881,0.3223119
S330,0.17503533,0.8249647
SRR5602125,0.12258621,0.8774138
SRR5602220,0.6473671,0.35263294
S050,0.123780005,0.87622
S080,0.6788309,0.32116905
SRR5602155,0.67169863,0.3283013
SRR5602193,0.19178353,0.80821645
SRR5602335,0.67718315,0.32281688
SRR5602119,0.65249085,0.34750915
S150,0.12301549,0.87698454
SRR5602179,0.6574506,0.34254947
SRR3679961,0.67677116,0.3232288
SRR5602134,0.6775853,0.3224147
S130,0.17679359,0.8232065
S200,0.6785145,0.32148552
S210,0.5991714,0.40082857
SRR5602290,0.6788309,0.32116905
SRR5602138,0.6383806,0.36161938
C052,0.6784554,0.3215446
C012,0.6788308,0.3211692
SRR5602168,0.124161236,0.8758387
SRR5602159,0.6515389,0.34846106
SRR5602160,0.6729017,0.32709834
SRR5602010,0.6783393,0.32166073
C010,0.17279632,0.8272037
S240,0.66459495,0.33540508
S030,0.122634634,0.8773654
SRR5602324,0.6632067,0.3367933
SRR3679980,0.6788309,0.32116905
SRR5602349,0.14834942,0.85165054
S110,0.6786981,0.32130182
SRR5602182,0.6775537,0.32244632
S100,0.6784347,0.32156524
C042,0.67777234,0.32222763
SRR5602351,0.6780391,0.32196093
SRR5602333,0.6075222,0.39247778
S220,0.6788303,0.3211696
SRR5602092,0.668187,0.331813
S120,0.64212334,0.35787672
SRR5602260,0.6788309,0.32116905
SRR5602284,0.67874646,0.3212535
C021,0.6788309,0.32116905
SRR5602256,0.13171114,0.8682889
SRR5602234,0.6387551,0.36124498
SRR5602210,0.43307087,0.56692916
S010,0.123979464,0.87602055
S280,0.67341083,0.3265892
S260,0.33123687,0.66876316
S020,0.67806524,0.32193482
SRR5602016,0.6761285,0.32387152
S180,0.6780711,0.3219289
SRR5602145,0.30338684,0.69661313
