,root:Elder,root:Young
S320,0.2669083,0.7330917
S290,0.39927667,0.6007233
SRR5602345,0.6774035,0.3225965
S330,0.6656065,0.3343935
SRR5602125,0.12229038,0.8777096
SRR5602220,0.68785346,0.31214657
S050,0.1231175,0.8768825
S080,0.6787961,0.3212039
SRR5602155,0.68469805,0.31530198
SRR5602193,0.6523501,0.34764984
SRR5602335,0.6584071,0.34159288
SRR5602119,0.5683369,0.43166307
S150,0.12275939,0.8772406
SRR5602179,0.6785489,0.32145107
SRR3679961,0.57385683,0.4261431
SRR5602134,0.68950784,0.31049222
S130,0.14606829,0.8539318
S200,0.6786927,0.32130733
S210,0.42040023,0.57959974
SRR5602290,0.12273152,0.8772685
SRR5602138,0.31753284,0.68246716
C052,0.67835057,0.32164943
C012,0.10826367,0.8917363
SRR5602168,0.13035809,0.86964196
SRR5602159,0.64777654,0.35222346
SRR5602160,0.6888329,0.3111671
SRR5602010,0.6895825,0.31041747
C010,0.48352772,0.5164723
S240,0.13180421,0.8681958
S030,0.15110588,0.8488941
SRR5602324,0.5819259,0.4180741
SRR3679980,0.6787961,0.3212039
SRR5602349,0.27657628,0.7234237
S110,0.1186996,0.88130045
SRR5602182,0.6934768,0.30652323
S100,0.6313099,0.36869004
C042,0.034593653,0.96540636
SRR5602351,0.6917431,0.30825686
SRR5602333,0.51878667,0.48121333
S220,0.67716885,0.32283115
SRR5602092,0.6712435,0.32875645
S120,0.663175,0.33682495
SRR5602260,0.67879593,0.32120407
SRR5602284,0.6789897,0.3210103
C021,0.6787961,0.3212039
SRR5602256,0.14713068,0.85286933
SRR5602234,0.61356527,0.38643467
SRR5602210,0.59711313,0.4028869
S010,0.19090924,0.8090908
S280,0.6722379,0.3277621
S260,0.40620193,0.5937981
S020,0.6773431,0.32265693
SRR5602016,0.6936879,0.30631205
S180,0.69332296,0.30667704
SRR5602145,0.40339136,0.5966086
