,root:Elder,root:Young
S320,0.49238953,0.5076105
S290,0.61086303,0.38913703
SRR5602345,0.6473547,0.3526452
S330,0.25628975,0.7437102
SRR5602125,0.11326433,0.8867357
SRR5602220,0.6144309,0.38556913
S050,0.13761519,0.86238474
S080,0.6475706,0.3524294
SRR5602155,0.6415555,0.3584445
SRR5602193,0.46098495,0.5390151
SRR5602335,0.6490659,0.35093412
SRR5602119,0.6273319,0.37266806
S150,0.11386651,0.88613343
SRR5602179,0.64602655,0.35397348
SRR3679961,0.64397365,0.3560264
SRR5602134,0.6464345,0.3535656
S130,0.64157134,0.35842863
S200,0.64528114,0.35471883
S210,0.11387123,0.8861288
SRR5602290,0.6475173,0.3524826
SRR5602138,0.47775507,0.522245
C052,0.6474325,0.35256755
C012,0.5566183,0.44338176
SRR5602168,0.11442468,0.88557535
SRR5602159,0.61394083,0.38605908
SRR5602160,0.6284178,0.3715823
SRR5602010,0.6465511,0.3534489
C010,0.296716,0.70328397
S240,0.11329552,0.88670456
S030,0.113662556,0.88633746
SRR5602324,0.6057036,0.39429638
SRR3679980,0.6475706,0.3524294
SRR5602349,0.17294756,0.8270525
S110,0.11384843,0.8861516
SRR5602182,0.64702743,0.35297254
S100,0.6409891,0.35901085
C042,0.11299347,0.8870065
SRR5602351,0.6469063,0.3530937
SRR5602333,0.3871354,0.6128646
S220,0.646059,0.35394102
SRR5602092,0.6366506,0.3633494
S120,0.64418083,0.3558192
SRR5602260,0.64757025,0.35242978
SRR5602284,0.6472289,0.35277107
C021,0.6475706,0.3524294
SRR5602256,0.4143191,0.5856809
SRR5602234,0.5841453,0.41585472
SRR5602210,0.569081,0.430919
S010,0.1135993,0.8864007
S280,0.6431136,0.35688636
S260,0.51518583,0.48481414
S020,0.6466027,0.35339737
SRR5602016,0.6416337,0.35836628
S180,0.64724255,0.35275742
SRR5602145,0.4959589,0.50404114
