,root:Elder,root:Young
SRR3680059,0.6335219,0.36647815
SRR5602038,0.6290842,0.37091577
SRR5602278,0.6231353,0.3768646
SRR5602201,0.6116344,0.3883656
SRR5601932,0.6306035,0.36939648
SRR5602217,0.4194734,0.5805266
SRR5602147,0.6016015,0.3983985
SRR3680072,0.61164737,0.3883526
SRR5602262,0.5204939,0.4795061
SRR5602280,0.108081214,0.89191884
SRR5602343,0.11701616,0.88298386
SRR5602135,0.13566507,0.8643349
SRR5602143,0.1080578,0.89194226
SRR5602196,0.3949576,0.6050424
SRR5602184,0.6178973,0.38210273
SRR5602130,0.29676363,0.70323634
C007,0.11511061,0.88488936
K301,0.25531998,0.74468
K100,0.6292299,0.3707701
SRR3680079,0.64124507,0.35875496
SRR3679929,0.2136042,0.7863958
SRR5602124,0.52542293,0.47457713
SRR5602172,0.53980535,0.46019456
SRR3679989,0.62458813,0.37541196
SRR5601985,0.5571653,0.4428346
SRR5602141,0.62938005,0.37061998
SRR3680085,0.6409299,0.35907018
SRR5601982,0.62250453,0.37749544
SRR5602311,0.6295195,0.37048048
SRR3680093,0.11435396,0.88564605
C003,0.5209496,0.4790504
K309,0.64134175,0.35865825
SRR5602153,0.11316772,0.8868323
SRR5602232,0.380232,0.61976796
SRR5609970,0.6373976,0.3626024
SRR3679973,0.10339079,0.89660925
SRR5601983,0.63485706,0.36514297
K124,0.10791882,0.8920812
SRR5602095,0.6295195,0.37048048
SRR3680083,0.6245321,0.37546787
SRR3680067,0.1157428,0.88425714
SRR5602223,0.11781669,0.8821833
SRR3679983,0.639572,0.36042798
SRR5602353,0.6414323,0.35856768
SRR5601927,0.6259079,0.3740921
SRR5602267,0.59816223,0.40183774
SRR3679971,0.6246091,0.37539083
SRR3679945,0.6200729,0.37992704
SRR5601924,0.3270598,0.6729402
SRR5602318,0.6259309,0.37406918
SRR5602187,0.10836909,0.8916309
SRR3680007,0.6295195,0.37048054
SRR3680048,0.6244909,0.37550902
SRR5602332,0.6371548,0.36284518
SRR5602264,0.6391705,0.36082947
