,root:Elder,root:Young
SRR5602230,0.72662604,0.2733739
SRR3680016,0.17052928,0.8294707
SRR5602306,0.33407572,0.66592425
SRR3679985,0.032878395,0.96712166
SRR5602226,0.7514791,0.24852087
SRR5602202,0.75381726,0.2461828
SRR5602183,0.72399396,0.27600604
SRR3679946,0.23411094,0.76588905
SRR5602143,0.13574106,0.86425894
SRR5602080,0.7340915,0.26590848
SRR5602098,0.3394988,0.66050124
SRR3679987,0.18872567,0.8112744
SRR5602310,0.22137874,0.7786212
SRR5602347,0.73746973,0.2625303
SRR3680043,0.75746393,0.24253602
SRR5602005,0.7235306,0.27646944
K100,0.7424293,0.2575707
SRR5602186,0.141178,0.858822
SRR5602180,0.73250604,0.2674939
SRR5602154,0.7344317,0.26556835
SRR5602031,0.68538857,0.31461138
SRR3679989,0.7062452,0.29375476
SRR5602275,0.5509299,0.4490701
SRR3680085,0.74807453,0.25192544
C011,0.32773188,0.6722681
SRR5602023,0.76055247,0.23944755
K108,0.74687237,0.2531277
SRR3679962,0.7235306,0.27646944
SRR5602245,0.52873224,0.47126773
SRR3679994,0.710494,0.289506
SRR3680074,0.70175534,0.29824468
SRR5602323,0.7566783,0.24332178
SRR5602232,0.57270306,0.42729694
SRR5602166,0.7034229,0.29657704
SRR5602320,0.16514996,0.83485
SRR5602223,0.1875702,0.8124298
SRR5602175,0.7207308,0.27926922
SRR3680063,0.7127374,0.2872626
SRR3679991,0.6662817,0.33371833
SRR3679971,0.70600283,0.29399717
SRR5601996,0.7235306,0.27646944
SRR5602247,0.20087053,0.7991294
SRR5602270,0.17272706,0.82727295
SRR5602203,0.7287885,0.2712115
SRR3680017,0.6652211,0.33477893
SRR5602123,0.7255113,0.2744887
SRR5602142,0.7486921,0.251308
SRR5602148,0.16492681,0.83507323
SRR5602279,0.17077497,0.82922506
SRR5602318,0.717737,0.28226298
SRR5602285,0.7314225,0.26857746
SRR5602214,0.7243646,0.27563548
SRR5602012,0.032906856,0.9670931
SRR5602157,0.7160282,0.28397173
SRR5601941,0.052410454,0.9475896
