,root:Elder,root:Young
S320,0.0342178,0.96578217
S290,0.06695574,0.93304425
SRR5602345,0.52329034,0.47670966
S330,0.046961024,0.953039
SRR5602125,0.1782712,0.8217288
SRR5602220,0.26629275,0.7337072
S050,0.096308075,0.90369195
S080,0.028621664,0.9713784
SRR5602155,0.5571175,0.44288248
SRR5602193,0.3897422,0.6102578
SRR5602335,0.5290206,0.47097936
SRR5602119,0.3897334,0.6102666
S150,0.030243173,0.96975684
SRR5602179,0.028621664,0.9713784
SRR3679961,0.5330639,0.46693605
SRR5602134,0.55538225,0.44461778
S130,0.07915185,0.92084813
S200,0.5087542,0.49124578
S210,0.031692117,0.96830785
SRR5602290,0.055555705,0.9444443
SRR5602138,0.33528265,0.6647174
C052,0.41939196,0.58060807
C012,0.0522053,0.94779474
SRR5602168,0.054887924,0.9451121
SRR5602159,0.3801514,0.6198486
SRR5602160,0.53786826,0.46213183
SRR5602010,0.5703338,0.42966628
C010,0.054142516,0.9458575
S240,0.031019121,0.9689809
S030,0.3814069,0.6185931
SRR5602324,0.32026517,0.6797349
SRR3679980,0.028621664,0.9713784
SRR5602349,0.49393228,0.50606775
S110,0.4814415,0.5185585
SRR5602182,0.5685269,0.43147308
S100,0.07996473,0.92003536
C042,0.26818338,0.7318166
SRR5602351,0.5699945,0.43000552
SRR5602333,0.04178451,0.9582154
S220,0.52848417,0.47151586
SRR5602092,0.39059123,0.6094088
S120,0.5108197,0.48918033
SRR5602260,0.5014091,0.49859083
SRR5602284,0.56507754,0.4349225
C021,0.5687136,0.4312863
SRR5602256,0.16690286,0.8330971
SRR5602234,0.38114107,0.61885893
SRR5602210,0.45017827,0.54982173
S010,0.044619028,0.955381
S280,0.56442505,0.4355749
S260,0.051660392,0.9483396
S020,0.50503993,0.49496004
SRR5602016,0.5245634,0.47543663
S180,0.55998635,0.44001365
SRR5602145,0.18945183,0.8105482
