,root:Elder,root:Young
SRR3680016,0.14762834,0.85237163
SRR5602136,0.7610424,0.23895761
SRR3680065,0.7349633,0.26503673
K119,0.14774467,0.85225534
SRR5602233,0.75574136,0.2442587
SRR5601965,0.74374986,0.25625014
SRR5602140,0.7076465,0.2923535
SRR5601994,0.71747935,0.28252065
SRR5602261,0.3299058,0.6700942
SRR5602302,0.7515047,0.24849527
SRR5602196,0.33081222,0.66918784
C007,0.14625879,0.85374117
SRR5602287,0.14905228,0.85094774
SRR3679992,0.6861312,0.31386885
SRR5601984,0.65956795,0.34043208
SRR5602186,0.14905228,0.85094774
SRR5602249,0.14905228,0.85094774
SRR5602063,0.75932056,0.24067947
SRR3679929,0.4634503,0.5365496
SRR5602124,0.45754886,0.54245114
SRR5602205,0.14717719,0.8528228
SRR5602031,0.5370647,0.46293533
SRR5602275,0.17717825,0.8228217
SRR5602141,0.75943923,0.24056078
SRR5602101,0.76574725,0.23425272
K108,0.76150566,0.23849435
SRR5602292,0.69796926,0.3020307
SRR5602035,0.74055994,0.25944006
SRR3679940,0.69215155,0.30784848
SRR3680036,0.72619236,0.27380764
SRR5602212,0.7651779,0.23482208
SRR3679973,0.14905228,0.85094774
SRR5602225,0.76574725,0.23425272
SRR5602166,0.70551276,0.29448727
SRR5602353,0.76069456,0.2393054
SRR3680086,0.737826,0.26217398
SRR5602114,0.726131,0.27386907
SRR5602194,0.14905228,0.85094774
SRR3680035,0.1632733,0.83672667
SRR3680024,0.76574725,0.23425272
SRR5602313,0.7657279,0.23427212
SRR5602123,0.76489836,0.23510168
SRR5601959,0.14905228,0.85094774
SRR5602148,0.14923224,0.85076773
SRR5602299,0.1749915,0.8250085
SRR3679975,0.76570356,0.23429646
SRR5602157,0.6358256,0.3641744
SRR5602174,0.7555731,0.24442689
SRR3680048,0.7466719,0.25332808
SRR5602079,0.7430762,0.2569238
SRR5601986,0.1494347,0.8505654
SRR5610008,0.7518616,0.24813846
SRR5602121,0.73733675,0.26266328
K125,0.1445435,0.8554565
SRR5602253,0.6695632,0.33043683
