,root:Elder,root:Young
S320,0.12448045,0.8755195
S290,0.5855529,0.41444707
SRR5602345,0.684767,0.315233
S330,0.68173,0.31827006
SRR5602125,0.12432422,0.8756758
SRR5602220,0.6851117,0.3148882
S050,0.16850092,0.83149904
S080,0.68484193,0.31515807
SRR5602155,0.68377155,0.31622845
SRR5602193,0.55624044,0.4437595
SRR5602335,0.6781732,0.32182685
SRR5602119,0.59622425,0.40377575
S150,0.12365456,0.8763454
SRR5602179,0.5459822,0.45401788
SRR3679961,0.12423105,0.87576896
SRR5602134,0.68383455,0.31616548
S130,0.54546577,0.4545343
S200,0.20947546,0.7905245
S210,0.11931301,0.880687
SRR5602290,0.6848333,0.3151667
SRR5602138,0.3690279,0.6309721
C052,0.68470985,0.31529018
C012,0.124686524,0.8753135
SRR5602168,0.12377559,0.8762244
SRR5602159,0.6548205,0.34517956
SRR5602160,0.6851102,0.3148898
SRR5602010,0.6846602,0.3153398
C010,0.13607597,0.863924
S240,0.14928398,0.85071605
S030,0.28588527,0.7141147
SRR5602324,0.6573899,0.3426101
SRR3679980,0.68484193,0.31515807
SRR5602349,0.21523717,0.78476286
S110,0.12435354,0.8756465
SRR5602182,0.68482894,0.3151711
S100,0.17748976,0.8225102
C042,0.09254131,0.90745866
SRR5602351,0.68476886,0.31523117
SRR5602333,0.5335131,0.46648684
S220,0.12480561,0.87519443
SRR5602092,0.64948106,0.3505189
S120,0.6590125,0.34098756
SRR5602260,0.68484074,0.31515926
SRR5602284,0.6848148,0.31518525
C021,0.68484193,0.31515807
SRR5602256,0.3995203,0.60047966
SRR5602234,0.32911038,0.67088956
SRR5602210,0.24156412,0.7584359
S010,0.12826443,0.8717355
S280,0.6842788,0.31572118
S260,0.37932998,0.62067
S020,0.68191004,0.31808987
SRR5602016,0.68436116,0.3156389
S180,0.68477917,0.3152208
SRR5602145,0.22817934,0.7718206
