,root:Elder,root:Young
SRR3680059,0.7128609,0.28713915
SRR5601925,0.71309084,0.28690913
SRR5602136,0.7270642,0.27293584
SRR5602008,0.7237757,0.2762243
SRR5602140,0.3808039,0.61919606
SRR3679990,0.7096061,0.2903939
SRR5602343,0.15636869,0.8436314
SRR5602183,0.7215509,0.27844912
SRR5601990,0.72443485,0.27556518
SRR5602158,0.69455594,0.305444
SRR5602341,0.73163295,0.26836708
SRR5602178,0.70062304,0.29937696
SRR5602184,0.67450815,0.32549188
SRR5602215,0.1395501,0.8604499
SRR5601992,0.1382978,0.8617022
SRR5601984,0.6812112,0.31878883
SRR5602293,0.33055276,0.6694472
SRR5602186,0.30185091,0.69814914
SRR5602057,0.6595724,0.34042758
SRR3680079,0.72112775,0.27887228
SRR3680085,0.73126465,0.26873535
SRR5602304,0.73163295,0.26836708
SRR3679930,0.7031,0.2968999
SRR5602035,0.6443189,0.35568115
C048,0.73109484,0.26890513
SRR5602022,0.643906,0.35609397
SRR5602118,0.70153576,0.2984643
SRR5602026,0.30033487,0.69966507
SRR3679994,0.6209393,0.3790607
SRR5609970,0.72842354,0.27157646
SRR5602014,0.52901125,0.47098875
SRR3680080,0.73047006,0.26952994
SRR3679976,0.36162996,0.63837
SRR5602248,0.5549504,0.44504955
SRR3680083,0.72901475,0.27098525
SRR3679971,0.6700122,0.32998785
K316,0.5731001,0.42689985
SRR5802183,0.638692,0.361308
SRR3680046,0.73163295,0.26836708
SRR5602066,0.56622154,0.43377852
C018,0.7262938,0.2737061
C002,0.15191609,0.84808385
SRR5601934,0.73163295,0.26836708
SRR5602204,0.7032311,0.2967689
SRR5601924,0.33545458,0.6645454
SRR3679968,0.72882587,0.27117413
SRR5602285,0.6498803,0.3501197
SRR5602012,0.1380903,0.8619096
SRR5601986,0.13809784,0.8619022
SRR5602332,0.7286043,0.27139574
SRR5602121,0.14150031,0.85849965
SRR5602315,0.21070899,0.789291
SRR5602025,0.6320696,0.36793044
SRR3680039,0.14190988,0.8580901
SRR5602253,0.19587186,0.80412817
