,root:Elder,root:Young
S320,0.10721236,0.8927877
S290,0.33871984,0.66128016
SRR5602345,0.63011575,0.36988425
S330,0.20926464,0.79073536
SRR5602125,0.10784047,0.8921596
SRR5602220,0.56122303,0.43877697
S050,0.20063028,0.7993697
S080,0.63029873,0.3697013
SRR5602155,0.6385856,0.36141437
SRR5602193,0.16943006,0.83057
SRR5602335,0.60506225,0.39493784
SRR5602119,0.59052545,0.40947452
S150,0.1015015,0.8984985
SRR5602179,0.6328205,0.36717948
SRR3679961,0.10817832,0.8918216
SRR5602134,0.6410331,0.35896686
S130,0.111143604,0.8888564
S200,0.12160961,0.8783904
S210,0.043029897,0.95697016
SRR5602290,0.63029873,0.3697013
SRR5602138,0.4641548,0.5358452
C052,0.6302118,0.36978817
C012,0.10761326,0.8923867
SRR5602168,0.10956385,0.8904361
SRR5602159,0.6110111,0.38898894
SRR5602160,0.6243002,0.37569985
SRR5602010,0.64131904,0.35868096
C010,0.230003,0.76999694
S240,0.285824,0.71417594
S030,0.11361779,0.8863822
SRR5602324,0.5153652,0.48463482
SRR3679980,0.63029873,0.3697013
SRR5602349,0.15387402,0.84612596
S110,0.107861705,0.8921383
SRR5602182,0.6380184,0.3619816
S100,0.37933213,0.6206679
C042,0.039103676,0.9608964
SRR5602351,0.64113915,0.35886085
SRR5602333,0.622756,0.377244
S220,0.13977851,0.8602215
SRR5602092,0.6285927,0.3714072
S120,0.6283932,0.37160683
SRR5602260,0.63022304,0.36977693
SRR5602284,0.6380743,0.36192575
C021,0.63029873,0.3697013
SRR5602256,0.16915369,0.8308463
SRR5602234,0.60364705,0.39635292
SRR5602210,0.17788649,0.8221135
S010,0.17042263,0.8295773
S280,0.61211336,0.38788664
S260,0.3086672,0.6913328
S020,0.6300946,0.3699054
SRR5602016,0.63563406,0.3643659
S180,0.6414076,0.3585924
SRR5602145,0.29531166,0.7046884
