,root:Elder,root:Young
S320,0.1256444,0.8743556
S290,0.6664476,0.33355245
SRR5602345,0.6805599,0.31944016
S330,0.6784127,0.32158732
SRR5602125,0.035347026,0.964653
SRR5602220,0.65650153,0.34349844
S050,0.1259979,0.87400204
S080,0.68066746,0.3193325
SRR5602155,0.6799439,0.32005608
SRR5602193,0.5283992,0.47160083
SRR5602335,0.5773027,0.42269722
SRR5602119,0.6430832,0.35691682
S150,0.124668956,0.87533104
SRR5602179,0.033534035,0.966466
SRR3679961,0.05301655,0.9469835
SRR5602134,0.6798202,0.3201798
S130,0.20654683,0.7934532
S200,0.15316984,0.8468301
S210,0.033926014,0.966074
SRR5602290,0.6806565,0.31934354
SRR5602138,0.557242,0.44275805
C052,0.6803674,0.31963256
C012,0.105967015,0.894033
SRR5602168,0.12466645,0.8753335
SRR5602159,0.62751615,0.37248382
SRR5602160,0.6548752,0.34512475
SRR5602010,0.6800135,0.31998652
C010,0.5181585,0.48184144
S240,0.118045166,0.8819549
S030,0.03388274,0.96611726
SRR5602324,0.6488301,0.35116982
SRR3679980,0.68066746,0.3193325
SRR5602349,0.2080659,0.79193413
S110,0.04528612,0.9547139
SRR5602182,0.680409,0.31959105
S100,0.63840616,0.3615938
C042,0.034840353,0.96515965
SRR5602351,0.68020034,0.31979966
SRR5602333,0.56518227,0.4348178
S220,0.124478556,0.8755214
SRR5602092,0.67840195,0.32159802
S120,0.6311534,0.36884665
SRR5602260,0.68066734,0.31933266
SRR5602284,0.68060976,0.31939018
C021,0.68066746,0.3193325
SRR5602256,0.353587,0.646413
SRR5602234,0.21202618,0.7879738
SRR5602210,0.2448868,0.75511324
S010,0.049154297,0.9508457
S280,0.63179666,0.3682033
S260,0.21454868,0.78545135
S020,0.67944866,0.32055128
SRR5602016,0.6804472,0.31955272
S180,0.6803035,0.31969643
SRR5602145,0.33633816,0.6636618
