,root:Elder,root:Young
S320,0.02972634,0.9702737
S290,0.049932323,0.95006764
SRR5602345,0.5702089,0.42979115
S330,0.5685662,0.43143383
SRR5602125,0.5694599,0.43054006
SRR5602220,0.52226305,0.47773692
S050,0.04574941,0.9542506
S080,0.50278324,0.4972167
SRR5602155,0.56473136,0.43526867
SRR5602193,0.3460742,0.65392584
SRR5602335,0.572906,0.427094
SRR5602119,0.3307846,0.66921544
S150,0.028839985,0.97116
SRR5602179,0.4818494,0.51815057
SRR3679961,0.5607673,0.4392327
SRR5602134,0.57144594,0.428554
S130,0.04625885,0.95374113
S200,0.5544864,0.44551358
S210,0.028992282,0.97100776
SRR5602290,0.10375226,0.89624774
SRR5602138,0.36172575,0.63827425
C052,0.565468,0.43453205
C012,0.5687755,0.4312245
SRR5602168,0.03278803,0.96721196
SRR5602159,0.3207821,0.6792178
SRR5602160,0.54698193,0.45301807
SRR5602010,0.56905663,0.4309434
C010,0.040813018,0.959187
S240,0.029116467,0.9708836
S030,0.5721634,0.42783657
SRR5602324,0.37728047,0.62271947
SRR3679980,0.02876073,0.97123927
SRR5602349,0.42798316,0.57201684
S110,0.55403733,0.4459627
SRR5602182,0.5729117,0.4270883
S100,0.05932494,0.940675
C042,0.5721096,0.4278904
SRR5602351,0.5711658,0.42883426
SRR5602333,0.03358928,0.9664107
S220,0.48840725,0.51159275
SRR5602092,0.3164088,0.6835912
S120,0.5672515,0.4327485
SRR5602260,0.5712441,0.42875585
SRR5602284,0.5682624,0.43173763
C021,0.03001589,0.9699841
SRR5602256,0.44220784,0.5577922
SRR5602234,0.29079208,0.70920795
SRR5602210,0.52961946,0.4703805
S010,0.13652411,0.8634759
S280,0.57277256,0.42722738
S260,0.17031632,0.82968366
S020,0.2963255,0.7036745
SRR5602016,0.5435417,0.4564583
S180,0.5726598,0.42734024
SRR5602145,0.21135649,0.78864354
