,root:Elder,root:Young
S320,0.13746575,0.8625343
S290,0.16327411,0.8367259
SRR5602345,0.6306645,0.36933547
S330,0.5236896,0.4763104
SRR5602125,0.107922524,0.8920775
SRR5602220,0.63912666,0.36087337
S050,0.12697607,0.873024
S080,0.62932444,0.3706755
SRR5602155,0.63002455,0.36997545
SRR5602193,0.5033256,0.49667448
SRR5602335,0.6235674,0.37643257
SRR5602119,0.5949673,0.40503272
S150,0.03603669,0.96396327
SRR5602179,0.5894615,0.41053855
SRR3679961,0.6235017,0.37649837
SRR5602134,0.6391575,0.3608426
S130,0.13728605,0.862714
S200,0.5444536,0.4555464
S210,0.03384808,0.9661519
SRR5602290,0.6348093,0.36519065
SRR5602138,0.1976346,0.80236536
C052,0.6289132,0.37108678
C012,0.108762845,0.89123714
SRR5602168,0.11412992,0.88587004
SRR5602159,0.61968017,0.38031986
SRR5602160,0.59881455,0.40118545
SRR5602010,0.6373608,0.36263913
C010,0.29365915,0.7063408
S240,0.5788482,0.42115185
S030,0.039026324,0.9609736
SRR5602324,0.516943,0.48305705
SRR3679980,0.62932444,0.3706755
SRR5602349,0.46237552,0.53762454
S110,0.108495936,0.8915041
SRR5602182,0.6372496,0.36275044
S100,0.5704513,0.42954862
C042,0.039917912,0.9600821
SRR5602351,0.63889515,0.36110485
SRR5602333,0.30708686,0.6929131
S220,0.109458946,0.890541
SRR5602092,0.6238605,0.37613955
S120,0.63075143,0.36924854
SRR5602260,0.629324,0.37067595
SRR5602284,0.6325697,0.36743033
C021,0.62932444,0.3706755
SRR5602256,0.5234203,0.4765797
SRR5602234,0.600896,0.399104
SRR5602210,0.1500303,0.84996974
S010,0.077171445,0.9228286
S280,0.5743899,0.42561013
S260,0.22348991,0.77651006
S020,0.633168,0.36683205
SRR5602016,0.61737484,0.38262516
S180,0.63867813,0.36132184
SRR5602145,0.24773669,0.75226325
