,root:Elder,root:Young
K106,0.50212675,0.49787322
SRR5601925,0.44621086,0.5537891
SRR5602136,0.52459866,0.47540134
SRR5602217,0.42697102,0.573029
SRR5602132,0.5165448,0.48345515
SRR5602233,0.42626908,0.5737309
SRR5601965,0.28640327,0.71359676
SRR5601967,0.037749514,0.9622505
SRR5602224,0.41569638,0.5843036
SRR5602143,0.06500987,0.9349901
SRR5602017,0.56799155,0.43200848
SRR5602316,0.27445626,0.7255438
C024,0.034800965,0.9651991
SRR5602215,0.03713336,0.96286666
SRR5602130,0.38061097,0.619389
SRR5602181,0.5564634,0.44353652
C007,0.34553498,0.654465
SRR5601942,0.5154551,0.4845449
SRR5602057,0.51344156,0.4865585
SRR5602304,0.48020953,0.5197905
SRR5602191,0.24115121,0.7588488
SRR5602035,0.44169608,0.55830395
SRR3679936,0.38208362,0.6179164
SRR5602022,0.4467896,0.5532104
SRR5602169,0.4321705,0.56782943
SRR5602153,0.5150694,0.4849306
SRR3679973,0.028621571,0.9713784
SRR3680080,0.5676762,0.4323238
SRR3679976,0.42856294,0.57143706
SRR5602286,0.560176,0.439824
SRR5602115,0.4689933,0.53100663
SRR5602166,0.5078431,0.49215692
SRR3680067,0.37554938,0.6244507
SRR5602223,0.4037843,0.59621567
SRR3679983,0.5702477,0.42975235
SRR5602175,0.5168378,0.48316228
SRR3680063,0.41988283,0.58011717
SRR5602213,0.07527593,0.9247241
SRR5602312,0.56426257,0.43573743
SRR5602247,0.51390576,0.48609424
SRR5602313,0.50026006,0.49973997
SRR5602270,0.40680864,0.5931914
C002,0.3647061,0.6352939
SRR5602123,0.53888315,0.46111685
SRR5602218,0.523571,0.47642896
SRR5602189,0.46392903,0.536071
SRR5602177,0.43413392,0.56586605
SRR5601989,0.5544997,0.44550025
SRR5602285,0.08357323,0.9164268
SRR5602214,0.5480779,0.4519221
SRR5602157,0.4202527,0.57974726
SRR5602029,0.31245637,0.6875436
SRR3680028,0.48603436,0.51396567
K125,0.033814188,0.9661858
SRR5602165,0.32094604,0.679054
