,root:Elder,root:Young
K113,0.38183868,0.6181614
SRR5602329,0.55262357,0.44737643
K306,0.036006644,0.9639933
SRR3680016,0.36583766,0.6341623
SRR5602136,0.5551348,0.44486526
SRR5602147,0.1286232,0.87137675
SRR3680055,0.060446404,0.9395536
SRR3680045,0.5468627,0.4531373
SRR5602280,0.033720765,0.9662792
SRR5602226,0.55467606,0.4453239
SRR5602173,0.5287851,0.4712149
SRR5602342,0.5694515,0.43054846
SRR5602338,0.5049959,0.49500415
SRR5602302,0.52405465,0.4759453
SRR5602017,0.5684205,0.43157947
SRR3679987,0.102421455,0.8975786
SRR5602196,0.046561625,0.95343834
SRR5602030,0.5704145,0.42958546
SRR5602265,0.20950069,0.7904993
SRR5602207,0.5439949,0.45600507
SRR5602185,0.07904497,0.920955
SRR5602057,0.5336733,0.46632665
SRR5602249,0.028620716,0.9713793
SRR3679929,0.53476983,0.46523023
SRR5602124,0.5462472,0.4537528
SRR5601985,0.54756904,0.45243087
SRR5602141,0.5321159,0.46788412
SRR5602289,0.5014091,0.49859083
SRR5610014,0.5692812,0.43071884
C011,0.5006986,0.49930137
SRR5602191,0.35915223,0.6408478
K108,0.16820744,0.83179253
SRR3680011,0.5697885,0.4302115
SRR5602311,0.028620716,0.9713793
SRR5602035,0.54085815,0.4591419
SRR5602022,0.551403,0.448597
SRR5602014,0.5445016,0.4554984
SRR5601983,0.55547947,0.44452044
K124,0.02937923,0.9706207
SRR5602225,0.028620716,0.9713793
SRR5601927,0.5497862,0.45021382
SRR3679998,0.5393407,0.46065935
SRR3679971,0.54862696,0.4513731
SRR5602027,0.54884315,0.4511568
SRR5602231,0.5688605,0.43113953
SRR3680017,0.5379241,0.4620759
SRR5602318,0.5471644,0.4528356
SRR3679975,0.57017606,0.429824
K105,0.35406017,0.6459398
SRR5602036,0.53773457,0.46226546
SRR3680007,0.42805877,0.5719412
SRR5601986,0.028620716,0.9713793
SRR5610008,0.109368764,0.89063126
SRR5602100,0.56483114,0.43516886
SRR5609969,0.32087365,0.6791263
