,root:Elder,root:Young
SRR5602038,0.60986155,0.39013848
SRR3679963,0.5941918,0.40580824
SRR5601932,0.604922,0.39507803
SRR5601929,0.560468,0.43953198
SRR5602136,0.60868704,0.391313
SRR5602147,0.60491663,0.3950833
SRR5602321,0.609969,0.39003098
SRR5601967,0.4736096,0.5263905
SRR5602133,0.60914576,0.3908542
SRR5602060,0.6099687,0.39003125
SRR5602343,0.16178173,0.8382182
SRR3679946,0.14583245,0.8541676
SRR3680084,0.12643959,0.87356037
SRR5610010,0.6086523,0.3913477
SRR5602224,0.10355627,0.8964438
SRR5601990,0.60777676,0.39222324
SRR5610012,0.6097972,0.3902028
SRR5602021,0.2521552,0.7478448
SRR5602098,0.22539468,0.7746053
SRR5602130,0.13338967,0.86661035
SRR5602011,0.5344528,0.46554714
SRR5602005,0.6099928,0.39000714
SRR5601993,0.58820236,0.41179764
SRR5602265,0.17284574,0.8271543
SRR5602185,0.60956174,0.39043823
SRR5602054,0.60999274,0.39000726
SRR5602124,0.3615759,0.6384241
SRR5602093,0.5848496,0.41515037
SRR3679940,0.231704,0.76829606
K309,0.60853183,0.39146808
SRR5609970,0.6087893,0.3912107
SRR5602212,0.609132,0.39086804
K124,0.1033939,0.8966061
SRR5602248,0.24248105,0.75751895
SRR5602166,0.6164486,0.38355145
SRR3680063,0.5940495,0.4059504
SRR3679971,0.5970039,0.40299612
SRR5602096,0.31652758,0.6834724
SRR5602194,0.6099928,0.39000714
SRR3680046,0.6099928,0.39000714
SRR3679945,0.5967703,0.40322974
SRR5601996,0.6099928,0.39000714
SRR5602231,0.60942817,0.39057183
SRR5602247,0.54276466,0.45723537
SRR5602142,0.6093962,0.39060375
SRR5602176,0.6095016,0.39049843
SRR5601924,0.27597696,0.72402304
SRR5601989,0.60217255,0.39782745
SRR5602258,0.10339437,0.8966056
SRR5602331,0.6099523,0.39004776
SRR5602157,0.60076517,0.39923477
SRR3679967,0.5816984,0.41830152
SRR5602305,0.26642787,0.7335721
SRR3680002,0.5945701,0.40542993
SRR5602100,0.6099053,0.39009473
