,root:Elder,root:Young
SRR5602038,0.5343347,0.46566537
SRR5602262,0.16248627,0.83751374
SRR5602296,0.094983906,0.9050161
SRR5602140,0.32849103,0.67150897
SRR3680045,0.12470373,0.87529624
SRR3679977,0.10348978,0.89651024
SRR3679946,0.0376081,0.96239185
SRR3680084,0.15062611,0.84937394
SRR5602135,0.19361956,0.80638045
SRR5601990,0.5692296,0.43077037
SRR5610012,0.5693214,0.43067858
SRR5602273,0.04886648,0.95113355
SRR5602302,0.1391656,0.8608345
SRR5602017,0.5693185,0.43068156
SRR5602021,0.111668855,0.8883312
SRR3680064,0.21638812,0.78361195
SRR5602316,0.06620495,0.9337951
SRR5602184,0.3673658,0.6326342
SRR5602287,0.56809354,0.4319064
SRR3679992,0.1976898,0.80231017
SRR5602170,0.5692431,0.430757
SRR5602328,0.5316759,0.46832412
SRR3679929,0.084116586,0.91588336
SRR5602180,0.56933933,0.4306607
SRR5602205,0.095392086,0.9046079
SRR5602289,0.5693391,0.43066087
SRR5602101,0.53554153,0.46445847
SRR5602023,0.568897,0.43110296
SRR3679930,0.11814518,0.88185483
K108,0.24855845,0.75144154
SRR5601982,0.14121647,0.85878354
SRR5602139,0.56831974,0.43168026
SRR5602340,0.43273884,0.5672612
SRR3680053,0.56887627,0.43112373
K309,0.5693269,0.43067315
SRR5602026,0.22324333,0.7767567
SRR3680036,0.097701065,0.9022989
SRR5602212,0.541377,0.458623
SRR3679976,0.25405747,0.74594253
C054,0.08394686,0.9160531
SRR3679996,0.5686783,0.43132168
SRR3680067,0.25521067,0.7447893
K316,0.09052769,0.90947235
SRR5602114,0.16600794,0.83399206
SRR5601988,0.5690226,0.4309774
SRR5602263,0.5727087,0.42729127
SRR3680070,0.16707447,0.83292556
SRR5602257,0.21675473,0.7832452
SRR5602279,0.030331256,0.96966875
SRR5602036,0.11941451,0.8805855
SRR3680048,0.11062705,0.8893729
SRR5601986,0.56934154,0.43065843
SRR5602332,0.56926656,0.43073353
SRR5602264,0.5694732,0.43052682
SRR5609969,0.5680812,0.4319188
