,root:Elder,root:Young
K113,0.19513363,0.8048664
SRR5602201,0.73719037,0.26280963
SRR5602147,0.74572223,0.25427777
SRR3680065,0.6504044,0.34959564
SRR5602296,0.19516385,0.8048362
SRR5602280,0.14748868,0.8525113
SRR5602173,0.74887735,0.25112265
SRR5602281,0.71876836,0.2812317
SRR5602343,0.1598922,0.84010786
SRR5602266,0.72016287,0.27983716
SRR3679946,0.24831393,0.7516861
SRR5602302,0.7302243,0.26977575
SRR5602255,0.5577934,0.4422066
SRR5602017,0.7491131,0.25088695
SRR5602196,0.5795371,0.42046285
SRR5602015,0.748758,0.25124198
SRR3680043,0.73722535,0.26277465
SRR3680031,0.7403783,0.2596217
SRR5602170,0.74808246,0.25191754
K100,0.7488421,0.2511579
SRR5610011,0.74411416,0.25588584
SRR5601984,0.72041494,0.27958506
SRR5602186,0.14770944,0.8522905
SRR5602057,0.7376757,0.26232427
SRR5602249,0.14770944,0.8522905
SRR5602124,0.36797652,0.6320234
SRR5602205,0.18458869,0.81541127
SRR5610014,0.74913996,0.25086
SRR5602101,0.7491481,0.25085187
SRR3679962,0.7491481,0.25085187
SRR5602340,0.7491481,0.25085187
SRR3679979,0.74911046,0.2508895
SRR5602286,0.74797827,0.25202173
SRR3680083,0.7484826,0.25151742
SRR5602223,0.1573961,0.8426039
SRR3679969,0.7304616,0.2695384
SRR5602194,0.7491481,0.25085187
SRR5602231,0.7490416,0.25095832
SRR3680058,0.7491481,0.25085187
SRR3680049,0.14770944,0.8522905
C002,0.14702947,0.85297054
SRR5601934,0.7491481,0.25085187
SRR5602177,0.7491481,0.25085187
SRR5601989,0.7455822,0.25441784
SRR5602318,0.7353048,0.2646953
SRR3679975,0.74914783,0.25085226
SRR5602285,0.58504623,0.4149537
K105,0.65278965,0.3472104
SRR5602094,0.7490865,0.2509134
SRR5602079,0.7475208,0.25247923
SRR5601926,0.7240389,0.2759611
SRR5602332,0.74730307,0.25269693
SRR5602020,0.7491481,0.25085187
SRR5601941,0.14720501,0.85279495
SRR5602253,0.59025896,0.409741
