SampleID,Env,Contribution
R38,root:Elder,0.02995406
R16,root:Elder,0.08530408
R183,root:Elder,0.01006031
R214,root:Elder,0.04420858
R39,root:Elder,0.095872834
R58,root:Elder,0.0097939
R201,root:Elder,0.16648778
R140,root:Elder,0.05764134
R28,root:Elder,0.31492803
R126,root:Elder,0.03294538
R144,root:Elder,0.015082345
R143,root:Elder,0.12584305
R149,root:Elder,0.011091706000000002
R221,root:Elder,0.009794362
R175,root:Elder,0.05172629
R250,root:Elder,0.023078885
R83,root:Elder,0.041456092
R88,root:Elder,0.009684507
R223,root:Elder,0.029182483
R178,root:Elder,0.030948315
R212,root:Elder,0.031203086
R148,root:Elder,0.114928246
R96,root:Elder,0.031267982
R82,root:Elder,0.04252718
R161,root:Elder,0.11283485
R257,root:Elder,0.026693032999999998
R137,root:Elder,0.09151631
R150,root:Elder,0.010607878000000001
R238,root:Elder,0.015484389
R177,root:Elder,0.1764206
R130,root:Elder,0.07657048
R179,root:Elder,0.15418276
R68,root:Elder,0.031768586
R202,root:Elder,0.060052022000000004
R77,root:Elder,0.048289306
R86,root:Elder,0.023074746
R106,root:Elder,0.28818002
R190,root:Elder,0.026547843999999998
R243,root:Elder,0.044249322
R216,root:Elder,0.018784666000000002
R70,root:Elder,0.019288371999999998
R127,root:Elder,0.013032113
R45,root:Elder,0.13861649
R229,root:Elder,0.31329957
R224,root:Elder,0.051983647
R114,root:Elder,0.02831912
R111,root:Elder,0.040041924
R170,root:Elder,0.026106026
R26,root:Elder,0.046558358
R240,root:Elder,0.012964567
R113,root:Elder,0.009794362
R108,root:Elder,0.012128393999999999
R66,root:Elder,0.17378429999999997
R185,root:Elder,0.03606087
R119,root:Elder,0.009559105
R220,root:Elder,0.07488402
R71,root:Elder,0.04833224
R207,root:Elder,0.009794362
R87,root:Elder,0.097037025
R110,root:Elder,0.009534465
R159,root:Elder,0.011131627
R157,root:Elder,0.029242308999999998
R215,root:Elder,0.032249987
R10,root:Elder,0.061129324000000006
R194,root:Elder,0.023074891
R184,root:Elder,0.025240222000000003
R239,root:Elder,0.03875996
R85,root:Elder,0.10510215
R213,root:Elder,0.016825166000000003
R218,root:Elder,0.08578912
R153,root:Elder,0.15237512
R62,root:Elder,0.02908049
R21,root:Elder,0.024996286
R160,root:Elder,0.0437169
R134,root:Elder,0.020823374
R237,root:Elder,0.010106733
R204,root:Elder,0.027782852
R12,root:Elder,0.027606547000000002
R217,root:Elder,0.018260946
R89,root:Elder,0.009797435
R168,root:Elder,0.018332493999999998
R131,root:Elder,0.009794362
R155,root:Elder,0.02307651
R35,root:Elder,0.047113206
R209,root:Elder,0.10955538599999999
R187,root:Elder,0.021055106
R37,root:Elder,0.23799779
R244,root:Elder,0.01364572
R128,root:Elder,0.009626979
R94,root:Elder,0.009794362
R118,root:Elder,0.033184722
R25,root:Elder,0.0830218
R234,root:Elder,0.025478497000000003
R231,root:Elder,0.010167782
R167,root:Elder,0.22667456
R245,root:Elder,0.04794048
R121,root:Elder,0.009794357
R75,root:Elder,0.07550511
R117,root:Elder,0.009792583
R186,root:Elder,0.009794362
R188,root:Elder,0.29332522
R17,root:Elder,0.009794362
R181,root:Elder,0.123741105
R236,root:Elder,0.009794362
R219,root:Elder,0.056167465
R196,root:Elder,0.026686507999999998
R205,root:Elder,0.053805914
R23,root:Elder,0.0335696
R65,root:Elder,0.09555925
R147,root:Elder,0.009852088
R256,root:Elder,0.033132117
R129,root:Elder,0.13670334
R226,root:Elder,0.05756030000000001
R120,root:Elder,0.058482334000000004
R136,root:Elder,0.026586642
R164,root:Elder,0.009674176999999999
R189,root:Elder,0.033423156
R92,root:Elder,0.054623198
R78,root:Elder,0.035550847999999996
R252,root:Elder,0.11177194
R235,root:Elder,0.03673841
R145,root:Elder,0.023074139
R163,root:Elder,0.010079165
R27,root:Elder,0.033974547
R254,root:Elder,0.029305134
R79,root:Elder,0.08892169
R191,root:Elder,0.07167699
R115,root:Elder,0.16107915
R227,root:Elder,0.010633102
R154,root:Elder,0.106876716
R101,root:Elder,0.29252659999999997
R255,root:Elder,0.013810963
R46,root:Elder,0.057224505
R222,root:Elder,0.023069356000000003
R97,root:Elder,0.041175492
R105,root:Elder,0.021786476000000003
R242,root:Elder,0.08809338
R180,root:Elder,0.009794362
R102,root:Elder,0.023074746
R172,root:Elder,0.042370528
R230,root:Elder,0.059185155
R171,root:Elder,0.034445602
R233,root:Elder,0.009794362
R55,root:Elder,0.09743942
R228,root:Elder,0.009794362
R151,root:Elder,0.03434076
