,mean,std
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0006920840824022889,0.003542332910001278
4,0.0006920840824022889,0.003542332910001278
5,0.0006847287877462804,0.003516890574246645
6,0.0006920840824022889,0.003542332910001278
7,0.0,0.0
8,0.0,0.0
9,0.0006920840824022889,0.003542332910001278
10,0.0,0.0
11,0.0,0.0
12,0.0006920840824022889,0.003542332910001278
13,0.0,0.0
14,0.0,0.0
15,0.005834242329001427,0.020374933257699013
16,0.005834242329001427,0.020374933257699013
17,0.005834242329001427,0.020374933257699013
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,7.508587174243075e-08,5.6232119050037e-07
22,0.0,0.0
23,0.0,0.0
24,7.508587174243075e-08,5.6232119050037e-07
25,0.0,0.0
26,0.0,0.0
27,7.508587174243075e-08,5.6232119050037e-07
28,0.0,0.0
29,0.0,0.0
30,7.508587174243075e-08,5.6232119050037e-07
31,0.0,0.0
32,0.0,0.0
33,7.508587174243075e-08,5.6232119050037e-07
34,0.0,0.0
35,0.0,0.0
36,7.508587174243075e-08,5.6232119050037e-07
37,0.0,0.0
38,0.0,0.0
39,7.508587174243075e-08,5.6232119050037e-07
40,0.0,0.0
41,0.0,0.0
42,7.508587174243075e-08,5.6232119050037e-07
43,7.508587174243075e-08,5.6232119050037e-07
44,0.0,0.0
45,0.024957234039902687,0.05117572098970413
46,0.0,0.0
47,0.0,0.0
48,0.024957234039902687,0.05117572098970413
49,0.0,0.0
50,0.0,0.0
51,0.024957234039902687,0.05117572098970413
52,0.0,0.0
53,0.0,0.0
54,0.024957234039902687,0.05117572098970413
55,0.0,0.0
56,0.0,0.0
57,0.024957234039902687,0.05117572098970413
58,0.0,0.0
59,0.0,0.0
60,0.024957234039902687,0.05117572098970413
61,0.0,0.0
62,0.0,0.0
63,0.024957234039902687,0.05117572098970413
64,0.0,0.0
65,0.0,0.0
66,0.024957234039902687,0.05117572098970413
67,0.0,0.0
68,0.0,0.0
69,0.024957234039902687,0.05117572098970413
70,0.0,0.0
71,0.0,0.0
72,0.024957234039902687,0.05117572098970413
73,0.0,0.0
74,0.0,0.0
75,0.024957234039902687,0.05117572098970413
76,0.0,0.0
77,0.0,0.0
78,0.024957234039902687,0.05117572098970413
79,0.0,0.0
80,0.0,0.0
81,0.024957234039902687,0.05117572098970413
82,0.0,0.0
83,0.0,0.0
84,0.024957234039902687,0.05117572098970413
85,0.0,0.0
86,0.0,0.0
87,0.024957234039902687,0.05117572098970413
88,0.0,0.0
89,0.0,0.0
90,0.024957234039902687,0.05117572098970413
91,0.0,0.0
92,0.0,0.0
93,0.024957234039902687,0.05117572098970413
94,0.0,0.0
95,0.0,0.0
96,0.024957234039902687,0.05117572098970413
97,0.0,0.0
98,0.0,0.0
99,0.024957234039902687,0.05117572098970413
100,0.0,0.0
101,0.0,0.0
102,0.024957234039902687,0.05117572098970413
103,0.0,0.0
104,0.0,0.0
105,0.024957234039902687,0.05117572098970413
106,0.0,0.0
107,0.0,0.0
108,0.024957234039902687,0.05117572098970413
109,0.0,0.0
110,0.0,0.0
111,0.024957234039902687,0.05117572098970413
112,0.0,0.0
113,0.0,0.0
114,0.024957234039902687,0.05117572098970413
115,0.0,0.0
116,0.0,0.0
117,0.024957234039902687,0.05117572098970413
118,0.0,0.0
119,0.0,0.0
120,0.024957234039902687,0.05117572098970413
121,0.0,0.0
122,0.0,0.0
123,3.6236004234524444e-05,0.00010095498873852193
124,3.594276859075762e-05,0.00010078434570459649
125,3.594276859075762e-05,0.00010078434570459649
126,0.024957234039902687,0.05117572098970413
127,0.0,0.0
128,0.0,0.0
129,0.024957234039902687,0.05117572098970413
130,0.0,0.0
131,0.0,0.0
132,0.024957234039902687,0.05117572098970413
133,0.0,0.0
134,0.0,0.0
135,0.024957234039902687,0.05117572098970413
136,0.0,0.0
137,0.0,0.0
138,0.024957234039902687,0.05117572098970413
139,0.0,0.0
140,0.0,0.0
141,0.024957234039902687,0.05117572098970413
142,0.0,0.0
143,0.0,0.0
144,0.024957234039902687,0.05117572098970413
145,0.0,0.0
146,0.0,0.0
147,0.024957234039902687,0.05117572098970413
148,0.0,0.0
149,0.0,0.0
150,0.024957234039902687,0.05117572098970413
151,0.0,0.0
152,0.0,0.0
153,0.024957234039902687,0.05117572098970413
154,0.0242686215788126,0.05068666860461235
155,0.0,0.0
156,0.024957234039902687,0.05117572098970413
157,0.0242686215788126,0.05068666860461235
158,5.2438721468206495e-05,0.0008579947170801461
159,0.024957234039902687,0.05117572098970413
160,0.0242686215788126,0.05068666860461235
161,0.0221244003623724,0.04875633120536804
162,0.024957234039902687,0.05117572098970413
163,0.0006886121118441224,0.0016627575969323516
164,0.0,0.0
165,0.024957234039902687,0.05117572098970413
166,0.0006886121118441224,0.0016627575969323516
167,0.0003575310984160751,0.0011426103301346302
168,0.024957234039902687,0.05117572098970413
169,0.0,0.0
170,0.0,0.0
171,0.024957234039902687,0.05117572098970413
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.784640371799469,0.22434116899967194
178,1.2675942343776114e-05,6.136012234492227e-05
179,1.2675942343776114e-05,6.136012234492227e-05
180,0.784640371799469,0.22434116899967194
181,0.7806633710861206,0.22422699630260468
182,0.0,0.0
183,0.784640371799469,0.22434116899967194
184,0.7806633710861206,0.22422699630260468
185,0.5934269428253174,0.26913607120513916
186,0.784640371799469,0.22434116899967194
187,0.7806633710861206,0.22422699630260468
188,0.0009981009643524885,0.001678234082646668
189,0.784640371799469,0.22434116899967194
190,0.7806633710861206,0.22422699630260468
191,0.0,0.0
192,0.784640371799469,0.22434116899967194
193,0.7806633710861206,0.22422699630260468
194,0.0,0.0
195,0.784640371799469,0.22434116899967194
196,0.7806633710861206,0.22422699630260468
197,0.0,0.0
198,0.784640371799469,0.22434116899967194
199,0.7806633710861206,0.22422699630260468
200,0.0,0.0
201,0.784640371799469,0.22434116899967194
202,0.7806633710861206,0.22422699630260468
203,0.0003593027067836374,0.0005346914404071867
204,0.784640371799469,0.22434116899967194
205,0.7806633710861206,0.22422699630260468
206,0.0,0.0
207,0.784640371799469,0.22434116899967194
208,0.7806633710861206,0.22422699630260468
209,0.0,0.0
210,0.784640371799469,0.22434116899967194
211,0.7806633710861206,0.22422699630260468
212,0.00013646771549247205,0.0008345941896550357
213,0.784640371799469,0.22434116899967194
214,0.7806633710861206,0.22422699630260468
215,0.0011864483822137117,0.004503236617892981
216,0.784640371799469,0.22434116899967194
217,0.7806633710861206,0.22422699630260468
218,0.001111211022362113,0.0026631143409758806
219,0.784640371799469,0.22434116899967194
220,0.7806633710861206,0.22422699630260468
221,0.1491333395242691,0.2318369597196579
222,0.784640371799469,0.22434116899967194
223,0.7806633710861206,0.22422699630260468
224,7.507524423999712e-05,0.000824323040433228
225,0.784640371799469,0.22434116899967194
226,0.7806633710861206,0.22422699630260468
227,0.02084394358098507,0.021213574334979057
228,0.784640371799469,0.22434116899967194
229,0.7806633710861206,0.22422699630260468
230,0.0,0.0
231,0.784640371799469,0.22434116899967194
232,0.7806633710861206,0.22422699630260468
233,0.012837857939302921,0.013353352434933186
234,0.784640371799469,0.22434116899967194
235,0.0,0.0
236,0.0,0.0
237,0.784640371799469,0.22434116899967194
238,0.0,0.0
239,0.0,0.0
240,0.784640371799469,0.22434116899967194
241,7.754902071610559e-07,2.475898781995056e-06
242,0.0,0.0
243,0.784640371799469,0.22434116899967194
244,7.754902071610559e-07,2.475898781995056e-06
245,0.0,0.0
246,0.784640371799469,0.22434116899967194
247,7.754902071610559e-07,2.475898781995056e-06
248,0.0,0.0
249,0.784640371799469,0.22434116899967194
250,7.754902071610559e-07,2.475898781995056e-06
251,0.0,0.0
252,0.784640371799469,0.22434116899967194
253,7.754902071610559e-07,2.475898781995056e-06
254,0.0,0.0
255,0.784640371799469,0.22434116899967194
256,7.754902071610559e-07,2.475898781995056e-06
257,0.0,0.0
258,0.784640371799469,0.22434116899967194
259,7.754902071610559e-07,2.475898781995056e-06
260,0.0,0.0
261,0.784640371799469,0.22434116899967194
262,7.754902071610559e-07,2.475898781995056e-06
263,7.754902071610559e-07,2.475898781995056e-06
264,0.784640371799469,0.22434116899967194
265,7.754902071610559e-07,2.475898781995056e-06
266,0.0,0.0
267,0.784640371799469,0.22434116899967194
268,0.0,0.0
269,0.0,0.0
270,0.784640371799469,0.22434116899967194
271,0.0,0.0
272,0.0,0.0
273,0.784640371799469,0.22434116899967194
