,root:Elder,root:Young
SRR5602329,0.67559886,0.3244011
SRR5602278,0.6645264,0.33547357
SRR3679963,0.6666238,0.33337623
SRR5602230,0.67591465,0.32408527
SRR5602147,0.66306096,0.33693907
SRR5602132,0.5983321,0.40166786
SRR3680065,0.5925373,0.4074627
SRR5601994,0.3676956,0.63230443
SRR5602060,0.6727499,0.32725012
SRR5602281,0.43658605,0.5634139
SRR5602183,0.6044786,0.3955214
SRR5602341,0.6773345,0.32266554
SRR5602338,0.26900622,0.73099375
SRR5602192,0.2713635,0.72863644
SRR3679987,0.19053148,0.8094685
SRR3680064,0.6013299,0.39867005
SRR5602316,0.58701944,0.4129806
SRR3680043,0.6641848,0.3358151
SRR5602130,0.19165476,0.80834526
SRR5601993,0.4966259,0.50337404
SRR5610011,0.6632534,0.33674654
SRR5601984,0.6208946,0.37910536
SRR5602328,0.6627754,0.33722457
SRR5602031,0.30166298,0.69833696
SRR3679989,0.66820997,0.33178997
SRR3680085,0.6753997,0.32460022
SRR3679930,0.666172,0.33382797
SRR3679936,0.15346688,0.8465331
SRR5602245,0.24288455,0.7571154
SRR3679940,0.56813717,0.43186277
SRR5602022,0.6476079,0.3523921
SRR3680074,0.6526836,0.34731638
SRR5609970,0.6625693,0.33743075
SRR5602212,0.67617786,0.32382214
SRR3680080,0.6745835,0.3254165
SRR5602286,0.66681045,0.33318958
SRR3679996,0.6338734,0.36612663
SRR5602175,0.58850014,0.4114999
SRR5602267,0.29554123,0.7044588
SRR3680063,0.66042763,0.33957234
K316,0.6558215,0.34417853
SRR5601988,0.64802724,0.35197273
SRR5602062,0.65343505,0.34656492
SRR3680024,0.1220479,0.87795204
SRR5602203,0.67733103,0.322669
C002,0.14035158,0.8596484
SRR5602032,0.47318122,0.52681875
SRR5602176,0.6763293,0.3236707
SRR5601924,0.27522886,0.7247711
SRR3679968,0.66195345,0.33804652
SRR5602246,0.13496032,0.86503965
K105,0.6701713,0.32982865
SRR3680048,0.62722504,0.37277496
SRR5601926,0.6441016,0.35589844
SRR5602337,0.6776566,0.32234338
