,root:Elder,root:Young
S320,0.036061015,0.963939
S290,0.0689777,0.93102235
SRR5602345,0.25358847,0.74641156
S330,0.04067235,0.9593276
SRR5602125,0.030037263,0.9699627
SRR5602220,0.11400185,0.88599813
S050,0.09493363,0.90506643
S080,0.02862187,0.97137815
SRR5602155,0.5237405,0.47625944
SRR5602193,0.5141979,0.48580205
SRR5602335,0.5422009,0.45779917
SRR5602119,0.41364783,0.5863521
S150,0.030178461,0.9698215
SRR5602179,0.5169919,0.48300815
SRR3679961,0.50042224,0.4995778
SRR5602134,0.5014091,0.49859086
S130,0.24963832,0.7503616
S200,0.50425917,0.4957409
S210,0.029383292,0.9706167
SRR5602290,0.028621843,0.97137815
SRR5602138,0.50491565,0.49508432
C052,0.072614156,0.9273858
C012,0.09385193,0.9061481
SRR5602168,0.14253059,0.85746944
SRR5602159,0.50780547,0.49219447
SRR5602160,0.47460756,0.52539253
SRR5602010,0.5014091,0.49859086
C010,0.12638299,0.87361705
S240,0.030194063,0.96980596
S030,0.1111239,0.8888761
SRR5602324,0.4214285,0.5785715
SRR3679980,0.028621843,0.97137815
SRR5602349,0.3853623,0.61463773
S110,0.3242642,0.67573583
SRR5602182,0.08881703,0.91118294
S100,0.09083442,0.90916556
C042,0.1428054,0.85719466
SRR5602351,0.41530943,0.5846906
SRR5602333,0.057897724,0.9421023
S220,0.537065,0.462935
SRR5602092,0.48739925,0.5126008
S120,0.2700728,0.7299272
SRR5602260,0.24018769,0.75981236
SRR5602284,0.50588584,0.4941142
C021,0.5447515,0.45524848
SRR5602256,0.1291472,0.87085277
SRR5602234,0.48714322,0.5128567
SRR5602210,0.37925604,0.620744
S010,0.047194265,0.9528057
S280,0.23702829,0.7629717
S260,0.10683375,0.8931663
S020,0.5090687,0.4909312
SRR5602016,0.51858515,0.48141494
S180,0.08870952,0.91129047
SRR5602145,0.43231156,0.5676885
