,root:Elder,root:Young
S320,0.119169526,0.8808304
S290,0.6168866,0.38311335
SRR5602345,0.66039044,0.3396096
S330,0.28731707,0.7126829
SRR5602125,0.11793288,0.8820671
SRR5602220,0.65259504,0.34740496
S050,0.11761881,0.88238114
S080,0.66070336,0.33929667
SRR5602155,0.6557392,0.34426075
SRR5602193,0.33197212,0.6680279
SRR5602335,0.6565358,0.34346417
SRR5602119,0.65111595,0.3488841
S150,0.118371755,0.8816282
SRR5602179,0.66070336,0.33929667
SRR3679961,0.66012114,0.33987886
SRR5602134,0.66012174,0.3398783
S130,0.11952583,0.8804742
S200,0.659906,0.34009394
S210,0.11833907,0.88166094
SRR5602290,0.66056675,0.33943322
SRR5602138,0.5694011,0.4305989
C052,0.66047746,0.33952257
C012,0.13000198,0.86999804
SRR5602168,0.11835832,0.8816417
SRR5602159,0.62704474,0.37295532
SRR5602160,0.6448637,0.35513622
SRR5602010,0.6591069,0.34089312
C010,0.15039384,0.8496061
S240,0.11910864,0.8808914
S030,0.11803937,0.88196063
SRR5602324,0.6276692,0.37233078
SRR3679980,0.66070336,0.33929667
SRR5602349,0.16309239,0.8369076
S110,0.118291125,0.88170886
SRR5602182,0.6595579,0.3404421
S100,0.6089317,0.39106828
C042,0.10916554,0.8908345
SRR5602351,0.65948683,0.34051314
SRR5602333,0.17567769,0.8243223
S220,0.6432409,0.3567591
SRR5602092,0.6551018,0.34489828
S120,0.63908625,0.36091378
SRR5602260,0.66070324,0.33929682
SRR5602284,0.6606976,0.33930245
C021,0.66070336,0.33929667
SRR5602256,0.1819328,0.8180672
SRR5602234,0.65572536,0.34427464
SRR5602210,0.13873376,0.8612662
S010,0.11914757,0.88085246
S280,0.65136427,0.34863567
S260,0.13570887,0.8642911
S020,0.6602544,0.3397456
SRR5602016,0.65732455,0.34267545
S180,0.6601041,0.33989587
SRR5602145,0.30571267,0.69428736
