,root:Elder,root:Young
K106,0.5206382,0.47936177
SRR3679963,0.37114567,0.6288543
SRR3680042,0.5475078,0.45249218
SRR3680016,0.35062334,0.6493767
SRR5601967,0.03714499,0.96285504
SRR5602280,0.034915816,0.96508414
SRR5602133,0.18108746,0.81891257
SRR5602173,0.54372656,0.45627347
SRR5602117,0.53408605,0.4659139
SRR5602183,0.56270826,0.4372918
SRR5602327,0.529495,0.47050497
SRR5602261,0.40285507,0.59714496
SRR5602338,0.36993572,0.6300643
SRR5602302,0.39350268,0.6064973
SRR5602255,0.26478347,0.7352165
SRR5602192,0.40086973,0.5991303
SRR5602347,0.5205637,0.47943628
SRR5602184,0.17454939,0.8254506
SRR5602097,0.041498467,0.9585015
SRR5602215,0.03888856,0.9611115
SRR3680031,0.52234954,0.47765037
K100,0.42324367,0.5767563
SRR5602199,0.094065964,0.9059341
SRR5602186,0.052243087,0.94775695
SRR5602249,0.028620949,0.97137904
SRR3680079,0.5671545,0.4328455
SRR3679929,0.36723444,0.63276553
SRR5602354,0.5640321,0.43596792
SRR5602154,0.5522347,0.4477652
SRR5602172,0.55340135,0.44659868
SRR3679974,0.5585321,0.44146785
SRR3679989,0.36206436,0.63793564
SRR5601985,0.38341224,0.6165878
SRR5602304,0.4220713,0.57792866
SRR5602317,0.033935696,0.96606433
SRR3680093,0.23917858,0.7608214
SRR5602169,0.56780773,0.43219227
SRR5602232,0.5068222,0.49317783
SRR5601928,0.5604368,0.43956324
SRR5602286,0.5664299,0.43357006
SRR3680067,0.4866899,0.51331013
SRR5602267,0.37951645,0.6204835
SRR3679988,0.5512399,0.44876012
SRR5602312,0.568244,0.43175602
SRR5602123,0.028620949,0.97137904
SRR5602285,0.17638561,0.82361436
SRR5602214,0.40697137,0.5930287
SRR5602012,0.5686445,0.4313554
SRR5602187,0.03536631,0.9646337
SRR5602331,0.028620949,0.97137904
SRR5602157,0.40070516,0.59929484
SRR5602174,0.46815586,0.5318442
SRR3679967,0.36575475,0.6342452
SRR5602337,0.5575579,0.44244215
SRR5602025,0.37487164,0.6251283
