,root:Elder,root:Young
SRR5602329,0.5436628,0.4563372
SRR3680078,0.5314577,0.4685423
K306,0.036404412,0.96359557
SRR3680059,0.5327393,0.4672607
SRR5602201,0.5376555,0.46234456
SRR5601967,0.03704708,0.96295285
SRR5602080,0.5667046,0.43329546
SRR5602192,0.517933,0.482067
SRR5602005,0.028620778,0.9713793
SRR3679992,0.5384063,0.4615937
SRR5602170,0.5701292,0.4298707
K100,0.512047,0.48795304
SRR5610011,0.12280232,0.8771977
SRR5602207,0.53075427,0.46924582
SRR5602328,0.5322682,0.4677318
SRR5602131,0.47577915,0.5242208
SRR3680079,0.568936,0.43106404
SRR5602354,0.5639835,0.43601656
SRR5602122,0.53033555,0.46966448
SRR5602172,0.5607477,0.4392523
SRR3679974,0.56180835,0.43819168
SRR5602058,0.53208125,0.4679187
K108,0.24028534,0.75971466
SRR5602311,0.028620778,0.9713793
SRR5602034,0.5306536,0.46934643
C048,0.56785196,0.4321481
SRR5602245,0.039902717,0.96009725
SRR5602022,0.5359802,0.46401978
K309,0.46003273,0.5399673
SRR5602212,0.041866295,0.9581337
C054,0.07660649,0.9233935
SRR5601983,0.5664347,0.43356523
SRR5602166,0.55147487,0.44852516
SRR3679996,0.5695606,0.43043944
SRR5602320,0.29036474,0.70963526
SRR5602175,0.52789325,0.47210675
SRR5602213,0.053224467,0.9467755
SRR5602096,0.5322355,0.4677645
SRR5602114,0.5281469,0.4718531
SRR5602312,0.5703789,0.4296211
SRR5601988,0.512205,0.48779497
SRR5602203,0.54346836,0.4565316
C018,0.5254312,0.4745688
SRR5602123,0.56166315,0.43833688
SRR5602218,0.53671026,0.46328974
SRR5602189,0.085283555,0.9147164
SRR5602176,0.56643844,0.4335616
SRR5601924,0.52980995,0.47019002
SRR5602279,0.029047221,0.9709528
SRR5610085,0.08068497,0.91931504
SRR5602299,0.5131131,0.48688695
SRR3679967,0.5311064,0.4688936
SRR5602337,0.53855366,0.46144632
SRR5602025,0.53381944,0.46618062
SRR5602253,0.5279388,0.4720612
