,root:Elder,root:Young
SRR3680059,0.52186733,0.47813267
SRR5602038,0.50897866,0.49102134
SRR5602278,0.030982133,0.9690178
SRR5602201,0.54696673,0.45303327
SRR5601932,0.52109563,0.47890437
SRR5602217,0.52993584,0.47006413
SRR5602147,0.52242315,0.47757685
SRR3680072,0.28317693,0.71682304
SRR5602262,0.35276628,0.6472338
SRR5602280,0.033762857,0.9662371
SRR5602343,0.32272393,0.6772761
SRR5602135,0.15800935,0.84199065
SRR5602143,0.043656405,0.9563436
SRR5602196,0.046303015,0.95369697
SRR5602184,0.12609844,0.87390155
SRR5602130,0.2842291,0.71577096
C007,0.09029751,0.90970254
K301,0.31642365,0.68357635
K100,0.43320498,0.566795
SRR3680079,0.56843466,0.43156534
SRR3679929,0.26663673,0.7333633
SRR5602124,0.46267802,0.537322
SRR5602172,0.53583556,0.46416438
SRR3679989,0.2970842,0.7029158
SRR5601985,0.30067196,0.69932806
SRR5602141,0.3841456,0.6158545
SRR3680085,0.56691384,0.4330862
SRR5601982,0.30510327,0.69489676
SRR5602311,0.028620498,0.9713795
SRR3680093,0.18981592,0.81018406
C003,0.17978285,0.8202171
K309,0.5665751,0.43342486
SRR5602153,0.31749535,0.68250465
SRR5602232,0.50820637,0.49179357
SRR5609970,0.5657392,0.4342608
SRR3679973,0.028620498,0.9713795
SRR5601983,0.56704223,0.43295786
K124,0.029376786,0.9706232
SRR5602095,0.028620498,0.9713795
SRR3680083,0.56915647,0.43084356
SRR3680067,0.36034632,0.6396537
SRR5602223,0.14945197,0.850548
SRR3679983,0.5695331,0.43046692
SRR5602353,0.5702588,0.4297413
SRR5601927,0.30006516,0.69993484
SRR5602267,0.29802316,0.70197684
SRR3679971,0.34851372,0.6514863
SRR3679945,0.31355438,0.6864456
SRR5601924,0.38539383,0.6146062
SRR5602318,0.30104944,0.6989506
SRR5602187,0.03301202,0.96698797
SRR3680007,0.50455236,0.49544764
SRR3680048,0.30606982,0.69393015
SRR5602332,0.56673175,0.43326825
SRR5602264,0.56238115,0.4376188
