,SampleID,Env,Region,Contribution
C010,,Senior,Italy,0.35475218
C010,,Young,Italy,0.6452479
C012,,Senior,Italy,0.29237044
C012,,Young,Italy,0.70762956
C021,,Senior,Italy,0.6680028
C021,,Young,Italy,0.3319972
C042,,Senior,Italy,0.14239642
C042,,Young,Italy,0.85760355
C052,,Senior,Italy,0.66793066
C052,,Young,Italy,0.3320693
S010,,Senior,Italy,0.12573291
S010,,Young,Italy,0.87426704
S020,,Senior,Italy,0.66762125
S020,,Young,Italy,0.33237875
S030,,Senior,Italy,0.12025756
S030,,Young,Italy,0.87974244
S050,,Senior,Italy,0.12394894
S050,,Young,Italy,0.87605107
S080,,Senior,Italy,0.6680028
S080,,Young,Italy,0.3319972
S100,,Senior,Italy,0.43351004
S100,,Young,Italy,0.56649
S110,,Senior,Italy,0.12016358
S110,,Young,Italy,0.87983644
S120,,Senior,Italy,0.67687434
S120,,Young,Italy,0.3231256
S130,,Senior,Italy,0.13862254
S130,,Young,Italy,0.8613775
S150,,Senior,Italy,0.12004772
S150,,Young,Italy,0.8799523
S180,,Senior,Italy,0.67556
S180,,Young,Italy,0.32444003
S200,,Senior,Italy,0.12283118
S200,,Young,Italy,0.8771688
S210,,Senior,Italy,0.13395569
S210,,Young,Italy,0.8660443
S220,,Senior,Italy,0.12058058
S220,,Young,Italy,0.87941945
S240,,Senior,Italy,0.120944925
S240,,Young,Italy,0.8790551
S260,,Senior,Italy,0.29121715
S260,,Young,Italy,0.70878285
S280,,Senior,Italy,0.6678085
S280,,Young,Italy,0.33219156
S290,,Senior,Italy,0.6401267
S290,,Young,Italy,0.35987324
S320,,Senior,Italy,0.2706187
S320,,Young,Italy,0.72938126
S330,,Senior,Italy,0.6676663
S330,,Young,Italy,0.33233368
SRR3679961,,Senior,Sichuan,0.17848565
SRR3679961,,Young,Sichuan,0.82151437
SRR3679980,,Senior,Sichuan,0.6680028
SRR3679980,,Young,Sichuan,0.3319972
SRR5602010,,Senior,Jiangsu,0.67994404
SRR5602010,,Young,Jiangsu,0.32005596
SRR5602016,,Senior,Jiangsu,0.65990126
SRR5602016,,Young,Jiangsu,0.3400988
SRR5602092,,Senior,Jiangsu,0.6495513
SRR5602092,,Young,Jiangsu,0.3504487
SRR5602119,,Senior,Jiangsu,0.50156415
SRR5602119,,Young,Jiangsu,0.49843583
SRR5602125,,Senior,Jiangsu,0.118130326
SRR5602125,,Young,Jiangsu,0.8818697
SRR5602134,,Senior,Jiangsu,0.68174684
SRR5602134,,Young,Jiangsu,0.31825316
SRR5602138,,Senior,Jiangsu,0.61723906
SRR5602138,,Young,Jiangsu,0.38276094
SRR5602145,,Senior,Jiangsu,0.56205064
SRR5602145,,Young,Jiangsu,0.43794933
SRR5602155,,Senior,Jiangsu,0.6796548
SRR5602155,,Young,Jiangsu,0.32034525
SRR5602159,,Senior,Jiangsu,0.6112211
SRR5602159,,Young,Jiangsu,0.38877895
SRR5602160,,Senior,Jiangsu,0.6744331
SRR5602160,,Young,Jiangsu,0.32556686
SRR5602168,,Senior,Jiangsu,0.1200594
SRR5602168,,Young,Jiangsu,0.87994057
SRR5602179,,Senior,Jiangsu,0.5454998
SRR5602179,,Young,Jiangsu,0.4545002
SRR5602182,,Senior,Jiangsu,0.67546207
SRR5602182,,Young,Jiangsu,0.3245379
SRR5602193,,Senior,Jiangsu,0.62988865
SRR5602193,,Young,Jiangsu,0.37011138
SRR5602210,,Senior,Jiangsu,0.5091614
SRR5602210,,Young,Jiangsu,0.49083862
SRR5602220,,Senior,Jiangsu,0.66784227
SRR5602220,,Young,Jiangsu,0.3321577
SRR5602234,,Senior,Jiangsu,0.61171186
SRR5602234,,Young,Jiangsu,0.3882881
SRR5602256,,Senior,Jiangsu,0.66160274
SRR5602256,,Young,Jiangsu,0.3383973
SRR5602260,,Senior,Jiangsu,0.66794527
SRR5602260,,Young,Jiangsu,0.33205476
SRR5602284,,Senior,Jiangsu,0.6693073
SRR5602284,,Young,Jiangsu,0.33069274
SRR5602290,,Senior,Jiangsu,0.66702086
SRR5602290,,Young,Jiangsu,0.33297914
SRR5602324,,Senior,Jiangsu,0.64419013
SRR5602324,,Young,Jiangsu,0.3558099
SRR5602333,,Senior,Jiangsu,0.37524503
SRR5602333,,Young,Jiangsu,0.62475497
SRR5602335,,Senior,Jiangsu,0.67604125
SRR5602335,,Young,Jiangsu,0.32395872
SRR5602345,,Senior,Jiangsu,0.66792005
SRR5602345,,Young,Jiangsu,0.33207992
SRR5602349,,Senior,Jiangsu,0.20177254
SRR5602349,,Young,Jiangsu,0.7982274
SRR5602351,,Senior,Jiangsu,0.6783703
SRR5602351,,Young,Jiangsu,0.3216296
C010,,Senior,Italy,0.29365915
C010,,Young,Italy,0.7063408
C012,,Senior,Italy,0.108762845
C012,,Young,Italy,0.89123714
C021,,Senior,Italy,0.62932444
C021,,Young,Italy,0.3706755
C042,,Senior,Italy,0.039917912
C042,,Young,Italy,0.9600821
C052,,Senior,Italy,0.6289132
C052,,Young,Italy,0.37108678
S010,,Senior,Italy,0.077171445
S010,,Young,Italy,0.9228286
S020,,Senior,Italy,0.633168
S020,,Young,Italy,0.36683205
S030,,Senior,Italy,0.039026324
S030,,Young,Italy,0.9609736
S050,,Senior,Italy,0.12697607
S050,,Young,Italy,0.873024
S080,,Senior,Italy,0.62932444
S080,,Young,Italy,0.3706755
S100,,Senior,Italy,0.5704513
S100,,Young,Italy,0.42954862
S110,,Senior,Italy,0.108495936
S110,,Young,Italy,0.8915041
S120,,Senior,Italy,0.63075143
S120,,Young,Italy,0.36924854
S130,,Senior,Italy,0.13728605
S130,,Young,Italy,0.862714
S150,,Senior,Italy,0.03603669
S150,,Young,Italy,0.96396327
S180,,Senior,Italy,0.63867813
S180,,Young,Italy,0.36132184
S200,,Senior,Italy,0.5444536
S200,,Young,Italy,0.4555464
S210,,Senior,Italy,0.03384808
S210,,Young,Italy,0.9661519
S220,,Senior,Italy,0.109458946
S220,,Young,Italy,0.890541
S240,,Senior,Italy,0.5788482
S240,,Young,Italy,0.42115185
S260,,Senior,Italy,0.22348991
S260,,Young,Italy,0.77651006
S280,,Senior,Italy,0.5743899
S280,,Young,Italy,0.42561013
S290,,Senior,Italy,0.16327411
S290,,Young,Italy,0.8367259
S320,,Senior,Italy,0.13746575
S320,,Young,Italy,0.8625343
S330,,Senior,Italy,0.5236896
S330,,Young,Italy,0.4763104
SRR3679961,,Senior,Sichuan,0.6235017
SRR3679961,,Young,Sichuan,0.37649837
SRR3679980,,Senior,Sichuan,0.62932444
SRR3679980,,Young,Sichuan,0.3706755
SRR5602010,,Senior,Jiangsu,0.6373608
SRR5602010,,Young,Jiangsu,0.36263913
SRR5602016,,Senior,Jiangsu,0.61737484
SRR5602016,,Young,Jiangsu,0.38262516
SRR5602092,,Senior,Jiangsu,0.6238605
SRR5602092,,Young,Jiangsu,0.37613955
SRR5602119,,Senior,Jiangsu,0.5949673
SRR5602119,,Young,Jiangsu,0.40503272
SRR5602125,,Senior,Jiangsu,0.107922524
SRR5602125,,Young,Jiangsu,0.8920775
SRR5602134,,Senior,Jiangsu,0.6391575
SRR5602134,,Young,Jiangsu,0.3608426
SRR5602138,,Senior,Jiangsu,0.1976346
SRR5602138,,Young,Jiangsu,0.80236536
SRR5602145,,Senior,Jiangsu,0.24773669
SRR5602145,,Young,Jiangsu,0.75226325
SRR5602155,,Senior,Jiangsu,0.63002455
SRR5602155,,Young,Jiangsu,0.36997545
SRR5602159,,Senior,Jiangsu,0.61968017
SRR5602159,,Young,Jiangsu,0.38031986
SRR5602160,,Senior,Jiangsu,0.59881455
SRR5602160,,Young,Jiangsu,0.40118545
SRR5602168,,Senior,Jiangsu,0.11412992
SRR5602168,,Young,Jiangsu,0.88587004
SRR5602179,,Senior,Jiangsu,0.5894615
SRR5602179,,Young,Jiangsu,0.41053855
SRR5602182,,Senior,Jiangsu,0.6372496
SRR5602182,,Young,Jiangsu,0.36275044
SRR5602193,,Senior,Jiangsu,0.5033256
SRR5602193,,Young,Jiangsu,0.49667448
SRR5602210,,Senior,Jiangsu,0.1500303
SRR5602210,,Young,Jiangsu,0.84996974
SRR5602220,,Senior,Jiangsu,0.63912666
SRR5602220,,Young,Jiangsu,0.36087337
SRR5602234,,Senior,Jiangsu,0.600896
SRR5602234,,Young,Jiangsu,0.399104
SRR5602256,,Senior,Jiangsu,0.5234203
SRR5602256,,Young,Jiangsu,0.4765797
SRR5602260,,Senior,Jiangsu,0.629324
SRR5602260,,Young,Jiangsu,0.37067595
SRR5602284,,Senior,Jiangsu,0.6325697
SRR5602284,,Young,Jiangsu,0.36743033
SRR5602290,,Senior,Jiangsu,0.6348093
SRR5602290,,Young,Jiangsu,0.36519065
SRR5602324,,Senior,Jiangsu,0.516943
SRR5602324,,Young,Jiangsu,0.48305705
SRR5602333,,Senior,Jiangsu,0.30708686
SRR5602333,,Young,Jiangsu,0.6929131
SRR5602335,,Senior,Jiangsu,0.6235674
SRR5602335,,Young,Jiangsu,0.37643257
SRR5602345,,Senior,Jiangsu,0.6306645
SRR5602345,,Young,Jiangsu,0.36933547
SRR5602349,,Senior,Jiangsu,0.46237552
SRR5602349,,Young,Jiangsu,0.53762454
SRR5602351,,Senior,Jiangsu,0.63889515
SRR5602351,,Young,Jiangsu,0.36110485
C010,,Senior,Italy,0.15715379
C010,,Young,Italy,0.8428462
C012,,Senior,Italy,0.7695541
C012,,Young,Italy,0.2304459
C021,,Senior,Italy,0.76955414
C021,,Young,Italy,0.23044589
C042,,Senior,Italy,0.76638025
C042,,Young,Italy,0.2336198
C052,,Senior,Italy,0.76931745
C052,,Young,Italy,0.23068263
S010,,Senior,Italy,0.17005551
S010,,Young,Italy,0.82994455
S020,,Senior,Italy,0.76516515
S020,,Young,Italy,0.23483482
S030,,Senior,Italy,0.15041186
S030,,Young,Italy,0.8495881
S050,,Senior,Italy,0.1496124
S050,,Young,Italy,0.85038763
S080,,Senior,Italy,0.76955414
S080,,Young,Italy,0.23044589
S100,,Senior,Italy,0.7658155
S100,,Young,Italy,0.23418447
S110,,Senior,Italy,0.15067929
S110,,Young,Italy,0.8493207
S120,,Senior,Italy,0.7685282
S120,,Young,Italy,0.23147178
S130,,Senior,Italy,0.5497912
S130,,Young,Italy,0.45020875
S150,,Senior,Italy,0.15077497
S150,,Young,Italy,0.849225
S180,,Senior,Italy,0.7694361
S180,,Young,Italy,0.23056386
S200,,Senior,Italy,0.769062
S200,,Young,Italy,0.23093802
S210,,Senior,Italy,0.15077512
S210,,Young,Italy,0.8492249
S220,,Senior,Italy,0.7687983
S220,,Young,Italy,0.23120171
S240,,Senior,Italy,0.149416
S240,,Young,Italy,0.850584
S260,,Senior,Italy,0.74372196
S260,,Young,Italy,0.25627807
S280,,Senior,Italy,0.7684429
S280,,Young,Italy,0.23155709
S290,,Senior,Italy,0.7652612
S290,,Young,Italy,0.23473878
S320,,Senior,Italy,0.7627282
S320,,Young,Italy,0.23727173
S330,,Senior,Italy,0.15137193
S330,,Young,Italy,0.8486281
SRR3679961,,Senior,Sichuan,0.76591814
SRR3679961,,Young,Sichuan,0.23408192
SRR3679980,,Senior,Sichuan,0.76955414
SRR3679980,,Young,Sichuan,0.23044589
SRR5602010,,Senior,Jiangsu,0.7695541
SRR5602010,,Young,Jiangsu,0.23044595
SRR5602016,,Senior,Jiangsu,0.7681453
SRR5602016,,Young,Jiangsu,0.23185463
SRR5602092,,Senior,Jiangsu,0.71324944
SRR5602092,,Young,Jiangsu,0.2867506
SRR5602119,,Senior,Jiangsu,0.7488042
SRR5602119,,Young,Jiangsu,0.25119576
SRR5602125,,Senior,Jiangsu,0.15136765
SRR5602125,,Young,Jiangsu,0.8486323
SRR5602134,,Senior,Jiangsu,0.7684678
SRR5602134,,Young,Jiangsu,0.23153228
SRR5602138,,Senior,Jiangsu,0.60480547
SRR5602138,,Young,Jiangsu,0.39519453
SRR5602145,,Senior,Jiangsu,0.31686878
SRR5602145,,Young,Jiangsu,0.6831312
SRR5602155,,Senior,Jiangsu,0.762656
SRR5602155,,Young,Jiangsu,0.23734401
SRR5602159,,Senior,Jiangsu,0.6790548
SRR5602159,,Young,Jiangsu,0.3209453
SRR5602160,,Senior,Jiangsu,0.7532653
SRR5602160,,Young,Jiangsu,0.24673474
SRR5602168,,Senior,Jiangsu,0.20434222
SRR5602168,,Young,Jiangsu,0.79565775
SRR5602179,,Senior,Jiangsu,0.76955414
SRR5602179,,Young,Jiangsu,0.23044589
SRR5602182,,Senior,Jiangsu,0.7692387
SRR5602182,,Young,Jiangsu,0.2307613
SRR5602193,,Senior,Jiangsu,0.16636483
SRR5602193,,Young,Jiangsu,0.83363515
SRR5602210,,Senior,Jiangsu,0.15769398
SRR5602210,,Young,Jiangsu,0.842306
SRR5602220,,Senior,Jiangsu,0.5566229
SRR5602220,,Young,Jiangsu,0.4433771
SRR5602234,,Senior,Jiangsu,0.768507
SRR5602234,,Young,Jiangsu,0.23149303
SRR5602256,,Senior,Jiangsu,0.15305628
SRR5602256,,Young,Jiangsu,0.8469437
SRR5602260,,Senior,Jiangsu,0.7695541
SRR5602260,,Young,Jiangsu,0.23044595
SRR5602284,,Senior,Jiangsu,0.7694791
SRR5602284,,Young,Jiangsu,0.23052087
SRR5602290,,Senior,Jiangsu,0.7695285
SRR5602290,,Young,Jiangsu,0.23047149
SRR5602324,,Senior,Jiangsu,0.72657114
SRR5602324,,Young,Jiangsu,0.2734289
SRR5602333,,Senior,Jiangsu,0.73851216
SRR5602333,,Young,Jiangsu,0.2614879
SRR5602335,,Senior,Jiangsu,0.7696077
SRR5602335,,Young,Jiangsu,0.23039225
SRR5602345,,Senior,Jiangsu,0.76954883
SRR5602345,,Young,Jiangsu,0.23045115
SRR5602349,,Senior,Jiangsu,0.18984659
SRR5602349,,Young,Jiangsu,0.8101534
SRR5602351,,Senior,Jiangsu,0.76897556
SRR5602351,,Young,Jiangsu,0.23102443
C010,,Senior,Italy,0.22532265
C010,,Young,Italy,0.7746774
C012,,Senior,Italy,0.192881
C012,,Young,Italy,0.807119
C021,,Senior,Italy,0.7484981
C021,,Young,Italy,0.25150198
C042,,Senior,Italy,0.042924665
C042,,Young,Italy,0.9570753
C052,,Senior,Italy,0.7482485
C052,,Young,Italy,0.2517515
S010,,Senior,Italy,0.14993747
S010,,Young,Italy,0.8500626
S020,,Senior,Italy,0.7450117
S020,,Young,Italy,0.2549883
S030,,Senior,Italy,0.0586927
S030,,Young,Italy,0.9413073
S050,,Senior,Italy,0.18635984
S050,,Young,Italy,0.8136402
S080,,Senior,Italy,0.7484981
S080,,Young,Italy,0.25150198
S100,,Senior,Italy,0.40280804
S100,,Young,Italy,0.597192
S110,,Senior,Italy,0.085891336
S110,,Young,Italy,0.9141087
S120,,Senior,Italy,0.74450123
S120,,Young,Italy,0.25549874
S130,,Senior,Italy,0.15051325
S130,,Young,Italy,0.84948677
S150,,Senior,Italy,0.14493307
S150,,Young,Italy,0.8550669
S180,,Senior,Italy,0.74814117
S180,,Young,Italy,0.25185874
S200,,Senior,Italy,0.31150654
S200,,Young,Italy,0.6884935
S210,,Senior,Italy,0.52882266
S210,,Young,Italy,0.4711773
S220,,Senior,Italy,0.16041224
S220,,Young,Italy,0.8395877
S240,,Senior,Italy,0.15717266
S240,,Young,Italy,0.8428273
S260,,Senior,Italy,0.17476897
S260,,Young,Italy,0.825231
S280,,Senior,Italy,0.75148755
S280,,Young,Italy,0.24851246
S290,,Senior,Italy,0.726152
S290,,Young,Italy,0.27384797
S320,,Senior,Italy,0.13962956
S320,,Young,Italy,0.8603704
S330,,Senior,Italy,0.7337852
S330,,Young,Italy,0.26621485
SRR3679961,,Senior,Sichuan,0.143176
SRR3679961,,Young,Sichuan,0.8568239
SRR3679980,,Senior,Sichuan,0.7484981
SRR3679980,,Young,Sichuan,0.25150198
SRR5602010,,Senior,Jiangsu,0.748014
SRR5602010,,Young,Jiangsu,0.25198606
SRR5602016,,Senior,Jiangsu,0.7492401
SRR5602016,,Young,Jiangsu,0.25075996
SRR5602092,,Senior,Jiangsu,0.73722035
SRR5602092,,Young,Jiangsu,0.26277962
SRR5602119,,Senior,Jiangsu,0.7273303
SRR5602119,,Young,Jiangsu,0.2726697
SRR5602125,,Senior,Jiangsu,0.12319653
SRR5602125,,Young,Jiangsu,0.8768034
SRR5602134,,Senior,Jiangsu,0.7485476
SRR5602134,,Young,Jiangsu,0.25145242
SRR5602138,,Senior,Jiangsu,0.66047955
SRR5602138,,Young,Jiangsu,0.33952045
SRR5602145,,Senior,Jiangsu,0.6143925
SRR5602145,,Young,Jiangsu,0.3856075
SRR5602155,,Senior,Jiangsu,0.7485124
SRR5602155,,Young,Jiangsu,0.2514876
SRR5602159,,Senior,Jiangsu,0.6510762
SRR5602159,,Young,Jiangsu,0.34892383
SRR5602160,,Senior,Jiangsu,0.69934255
SRR5602160,,Young,Jiangsu,0.30065745
SRR5602168,,Senior,Jiangsu,0.14539757
SRR5602168,,Young,Jiangsu,0.8546024
SRR5602179,,Senior,Jiangsu,0.7447862
SRR5602179,,Young,Jiangsu,0.2552138
SRR5602182,,Senior,Jiangsu,0.7483472
SRR5602182,,Young,Jiangsu,0.25165275
SRR5602193,,Senior,Jiangsu,0.73539203
SRR5602193,,Young,Jiangsu,0.26460803
SRR5602210,,Senior,Jiangsu,0.46287957
SRR5602210,,Young,Jiangsu,0.5371204
SRR5602220,,Senior,Jiangsu,0.7262803
SRR5602220,,Young,Jiangsu,0.27371976
SRR5602234,,Senior,Jiangsu,0.70017564
SRR5602234,,Young,Jiangsu,0.29982436
SRR5602256,,Senior,Jiangsu,0.1913113
SRR5602256,,Young,Jiangsu,0.8086887
SRR5602260,,Senior,Jiangsu,0.748307
SRR5602260,,Young,Jiangsu,0.25169307
SRR5602284,,Senior,Jiangsu,0.7484439
SRR5602284,,Young,Jiangsu,0.25155607
SRR5602290,,Senior,Jiangsu,0.7484981
SRR5602290,,Young,Jiangsu,0.25150198
SRR5602324,,Senior,Jiangsu,0.71267724
SRR5602324,,Young,Jiangsu,0.28732276
SRR5602333,,Senior,Jiangsu,0.7233835
SRR5602333,,Young,Jiangsu,0.27661648
SRR5602335,,Senior,Jiangsu,0.7458037
SRR5602335,,Young,Jiangsu,0.25419623
SRR5602345,,Senior,Jiangsu,0.74833953
SRR5602345,,Young,Jiangsu,0.2516604
SRR5602349,,Senior,Jiangsu,0.27672043
SRR5602349,,Young,Jiangsu,0.7232796
SRR5602351,,Senior,Jiangsu,0.74808806
SRR5602351,,Young,Jiangsu,0.2519119
C010,,Senior,Italy,0.18506958
C010,,Young,Italy,0.81493044
C012,,Senior,Italy,0.097779535
C012,,Young,Italy,0.9022205
C021,,Senior,Italy,0.5999087
C021,,Young,Italy,0.4000913
C042,,Senior,Italy,0.03244876
C042,,Young,Italy,0.96755123
C052,,Senior,Italy,0.59890294
C052,,Young,Italy,0.40109706
S010,,Senior,Italy,0.040202748
S010,,Young,Italy,0.95979726
S020,,Senior,Italy,0.59884244
S020,,Young,Italy,0.40115756
S030,,Senior,Italy,0.03132213
S030,,Young,Italy,0.9686779
S050,,Senior,Italy,0.06417309
S050,,Young,Italy,0.9358269
S080,,Senior,Italy,0.5999087
S080,,Young,Italy,0.4000913
S100,,Senior,Italy,0.5394635
S100,,Young,Italy,0.46053648
S110,,Senior,Italy,0.09798492
S110,,Young,Italy,0.9020151
S120,,Senior,Italy,0.58996415
S120,,Young,Italy,0.41003588
S130,,Senior,Italy,0.48936996
S130,,Young,Italy,0.51063
S150,,Senior,Italy,0.03189284
S150,,Young,Italy,0.96810716
S180,,Senior,Italy,0.60961
S180,,Young,Italy,0.39038998
S200,,Senior,Italy,0.12944843
S200,,Young,Italy,0.8705516
S210,,Senior,Italy,0.03084365
S210,,Young,Italy,0.9691563
S220,,Senior,Italy,0.10447144
S220,,Young,Italy,0.8955286
S240,,Senior,Italy,0.09946406
S240,,Young,Italy,0.9005359
S260,,Senior,Italy,0.056196716
S260,,Young,Italy,0.9438033
S280,,Senior,Italy,0.58068955
S280,,Young,Italy,0.41931048
S290,,Senior,Italy,0.5865107
S290,,Young,Italy,0.41348925
S320,,Senior,Italy,0.456175
S320,,Young,Italy,0.543825
S330,,Senior,Italy,0.50138646
S330,,Young,Italy,0.49861357
SRR3679961,,Senior,Sichuan,0.031622306
SRR3679961,,Young,Sichuan,0.96837777
SRR3679980,,Senior,Sichuan,0.5999087
SRR3679980,,Young,Sichuan,0.4000913
SRR5602010,,Senior,Jiangsu,0.6095852
SRR5602010,,Young,Jiangsu,0.3904148
SRR5602016,,Senior,Jiangsu,0.5838435
SRR5602016,,Young,Jiangsu,0.41615647
SRR5602092,,Senior,Jiangsu,0.5947657
SRR5602092,,Young,Jiangsu,0.4052343
SRR5602119,,Senior,Jiangsu,0.5333843
SRR5602119,,Young,Jiangsu,0.4666157
SRR5602125,,Senior,Jiangsu,0.09620787
SRR5602125,,Young,Jiangsu,0.90379214
SRR5602134,,Senior,Jiangsu,0.6093957
SRR5602134,,Young,Jiangsu,0.39060438
SRR5602138,,Senior,Jiangsu,0.45689315
SRR5602138,,Young,Jiangsu,0.5431068
SRR5602145,,Senior,Jiangsu,0.31042916
SRR5602145,,Young,Jiangsu,0.68957084
SRR5602155,,Senior,Jiangsu,0.60290205
SRR5602155,,Young,Jiangsu,0.39709795
SRR5602159,,Senior,Jiangsu,0.55578977
SRR5602159,,Young,Jiangsu,0.44421026
SRR5602160,,Senior,Jiangsu,0.57990867
SRR5602160,,Young,Jiangsu,0.42009133
SRR5602168,,Senior,Jiangsu,0.11394174
SRR5602168,,Young,Jiangsu,0.8860583
SRR5602179,,Senior,Jiangsu,0.5406615
SRR5602179,,Young,Jiangsu,0.45933843
SRR5602182,,Senior,Jiangsu,0.6096548
SRR5602182,,Young,Jiangsu,0.3903453
SRR5602193,,Senior,Jiangsu,0.059953447
SRR5602193,,Young,Jiangsu,0.94004655
SRR5602210,,Senior,Jiangsu,0.06689175
SRR5602210,,Young,Jiangsu,0.93310827
SRR5602220,,Senior,Jiangsu,0.6070221
SRR5602220,,Young,Jiangsu,0.39297786
SRR5602234,,Senior,Jiangsu,0.5120143
SRR5602234,,Young,Jiangsu,0.4879857
SRR5602256,,Senior,Jiangsu,0.12348891
SRR5602256,,Young,Jiangsu,0.8765111
SRR5602260,,Senior,Jiangsu,0.5999048
SRR5602260,,Young,Jiangsu,0.40009525
SRR5602284,,Senior,Jiangsu,0.6038706
SRR5602284,,Young,Jiangsu,0.39612934
SRR5602290,,Senior,Jiangsu,0.59918374
SRR5602290,,Young,Jiangsu,0.40081626
SRR5602324,,Senior,Jiangsu,0.5172156
SRR5602324,,Young,Jiangsu,0.4827844
SRR5602333,,Senior,Jiangsu,0.41137168
SRR5602333,,Young,Jiangsu,0.5886283
SRR5602335,,Senior,Jiangsu,0.39905596
SRR5602335,,Young,Jiangsu,0.60094404
SRR5602345,,Senior,Jiangsu,0.5991691
SRR5602345,,Young,Jiangsu,0.40083092
SRR5602349,,Senior,Jiangsu,0.08124383
SRR5602349,,Young,Jiangsu,0.9187562
SRR5602351,,Senior,Jiangsu,0.6101107
SRR5602351,,Young,Jiangsu,0.38988927
C010,,Senior,Italy,0.16112721
C010,,Young,Italy,0.8388728
C012,,Senior,Italy,0.6810278
C012,,Young,Italy,0.31897217
C021,,Senior,Italy,0.69844675
C021,,Young,Italy,0.30155322
C042,,Senior,Italy,0.28589323
C042,,Young,Italy,0.7141068
C052,,Senior,Italy,0.69838905
C052,,Young,Italy,0.3016109
S010,,Senior,Italy,0.13425413
S010,,Young,Italy,0.86574584
S020,,Senior,Italy,0.6974225
S020,,Young,Italy,0.30257747
S030,,Senior,Italy,0.12806483
S030,,Young,Italy,0.8719351
S050,,Senior,Italy,0.18147726
S050,,Young,Italy,0.8185227
S080,,Senior,Italy,0.69844675
S080,,Young,Italy,0.30155322
S100,,Senior,Italy,0.58591086
S100,,Young,Italy,0.41408914
S110,,Senior,Italy,0.1269324
S110,,Young,Italy,0.8730676
S120,,Senior,Italy,0.710381
S120,,Young,Italy,0.28961906
S130,,Senior,Italy,0.1285485
S130,,Young,Italy,0.8714515
S150,,Senior,Italy,0.115217075
S150,,Young,Italy,0.8847829
S180,,Senior,Italy,0.70675
S180,,Young,Italy,0.29324996
S200,,Senior,Italy,0.70172083
S200,,Young,Italy,0.29827923
S210,,Senior,Italy,0.036478125
S210,,Young,Italy,0.96352184
S220,,Senior,Italy,0.7115859
S220,,Young,Italy,0.2884141
S240,,Senior,Italy,0.19311216
S240,,Young,Italy,0.80688787
S260,,Senior,Italy,0.47839773
S260,,Young,Italy,0.5216023
S280,,Senior,Italy,0.71901006
S280,,Young,Italy,0.28098997
S290,,Senior,Italy,0.6047751
S290,,Young,Italy,0.39522487
S320,,Senior,Italy,0.15080678
S320,,Young,Italy,0.8491932
S330,,Senior,Italy,0.701928
S330,,Young,Italy,0.29807195
SRR3679961,,Senior,Sichuan,0.6981287
SRR3679961,,Young,Sichuan,0.3018713
SRR3679980,,Senior,Sichuan,0.69844675
SRR3679980,,Young,Sichuan,0.30155322
SRR5602010,,Senior,Jiangsu,0.70657593
SRR5602010,,Young,Jiangsu,0.29342407
SRR5602016,,Senior,Jiangsu,0.696626
SRR5602016,,Young,Jiangsu,0.303374
SRR5602092,,Senior,Jiangsu,0.6788939
SRR5602092,,Young,Jiangsu,0.3211061
SRR5602119,,Senior,Jiangsu,0.6885122
SRR5602119,,Young,Jiangsu,0.3114878
SRR5602125,,Senior,Jiangsu,0.12659739
SRR5602125,,Young,Jiangsu,0.87340266
SRR5602134,,Senior,Jiangsu,0.7165948
SRR5602134,,Young,Jiangsu,0.28340518
SRR5602138,,Senior,Jiangsu,0.63482994
SRR5602138,,Young,Jiangsu,0.36517006
SRR5602145,,Senior,Jiangsu,0.5904371
SRR5602145,,Young,Jiangsu,0.40956292
SRR5602155,,Senior,Jiangsu,0.71867484
SRR5602155,,Young,Jiangsu,0.2813251
SRR5602159,,Senior,Jiangsu,0.6321249
SRR5602159,,Young,Jiangsu,0.36787507
SRR5602160,,Senior,Jiangsu,0.6949477
SRR5602160,,Young,Jiangsu,0.30505237
SRR5602168,,Senior,Jiangsu,0.12702356
SRR5602168,,Young,Jiangsu,0.8729765
SRR5602179,,Senior,Jiangsu,0.70625216
SRR5602179,,Young,Jiangsu,0.29374787
SRR5602182,,Senior,Jiangsu,0.7027961
SRR5602182,,Young,Jiangsu,0.29720393
SRR5602193,,Senior,Jiangsu,0.6772969
SRR5602193,,Young,Jiangsu,0.3227031
SRR5602210,,Senior,Jiangsu,0.5726176
SRR5602210,,Young,Jiangsu,0.42738244
SRR5602220,,Senior,Jiangsu,0.69773996
SRR5602220,,Young,Jiangsu,0.30226007
SRR5602234,,Senior,Jiangsu,0.68981254
SRR5602234,,Young,Jiangsu,0.3101875
SRR5602256,,Senior,Jiangsu,0.53026253
SRR5602256,,Young,Jiangsu,0.46973747
SRR5602260,,Senior,Jiangsu,0.6984467
SRR5602260,,Young,Jiangsu,0.3015533
SRR5602284,,Senior,Jiangsu,0.69883186
SRR5602284,,Young,Jiangsu,0.3011681
SRR5602290,,Senior,Jiangsu,0.6980005
SRR5602290,,Young,Jiangsu,0.30199954
SRR5602324,,Senior,Jiangsu,0.6722902
SRR5602324,,Young,Jiangsu,0.3277098
SRR5602333,,Senior,Jiangsu,0.57011974
SRR5602333,,Young,Jiangsu,0.42988023
SRR5602335,,Senior,Jiangsu,0.71171236
SRR5602335,,Young,Jiangsu,0.28828755
SRR5602345,,Senior,Jiangsu,0.69819283
SRR5602345,,Young,Jiangsu,0.30180717
SRR5602349,,Senior,Jiangsu,0.30139726
SRR5602349,,Young,Jiangsu,0.69860274
