,root:Elder,root:Young
S320,0.6276203,0.37237978
S290,0.6135911,0.38640893
SRR5602345,0.6291464,0.37085357
S330,0.13927862,0.8607214
SRR5602125,0.10778549,0.89221454
SRR5602220,0.60150886,0.39849105
S050,0.04924515,0.9507549
S080,0.6295195,0.37048048
SRR5602155,0.6396297,0.36037028
SRR5602193,0.14993677,0.85006326
SRR5602335,0.5915371,0.40846288
SRR5602119,0.4365541,0.5634459
S150,0.103647426,0.8963526
SRR5602179,0.6354835,0.36451647
SRR3679961,0.5768045,0.42319545
SRR5602134,0.64142907,0.3585709
S130,0.46921763,0.53078234
S200,0.64124507,0.35875496
S210,0.034905642,0.9650944
SRR5602290,0.6265544,0.3734456
SRR5602138,0.4770296,0.52297044
C052,0.6287405,0.37125954
C012,0.12578256,0.87421745
SRR5602168,0.108173765,0.89182615
SRR5602159,0.6004586,0.39954138
SRR5602160,0.61912465,0.38087535
SRR5602010,0.63619345,0.36380655
C010,0.12067737,0.87932265
S240,0.6204125,0.37958747
S030,0.08938805,0.9106119
SRR5602324,0.61680424,0.38319576
SRR3679980,0.6295195,0.37048048
SRR5602349,0.18892545,0.8110745
S110,0.10791889,0.8920811
SRR5602182,0.6393265,0.3606735
S100,0.6249587,0.37504128
C042,0.04261977,0.95738024
SRR5602351,0.6414657,0.35853428
SRR5602333,0.35531086,0.6446892
S220,0.2592757,0.7407243
SRR5602092,0.6178739,0.38212612
S120,0.62201494,0.377985
SRR5602260,0.6295182,0.37048176
SRR5602284,0.6394145,0.36058548
C021,0.6295195,0.37048048
SRR5602256,0.27162272,0.72837734
SRR5602234,0.569424,0.43057606
SRR5602210,0.15306386,0.84693617
S010,0.20405993,0.79594004
S280,0.63428783,0.3657122
S260,0.62098575,0.3790143
S020,0.62695223,0.3730478
SRR5602016,0.64146435,0.35853556
S180,0.6414627,0.35853723
SRR5602145,0.46223724,0.5377627
