,root:Elder,root:Young
S320,0.13962956,0.8603704
S290,0.726152,0.27384797
SRR5602345,0.74833953,0.2516604
S330,0.7337852,0.26621485
SRR5602125,0.12319653,0.8768034
SRR5602220,0.7262803,0.27371976
S050,0.18635984,0.8136402
S080,0.7484981,0.25150198
SRR5602155,0.7485124,0.2514876
SRR5602193,0.73539203,0.26460803
SRR5602335,0.7458037,0.25419623
SRR5602119,0.7273303,0.2726697
S150,0.14493307,0.8550669
SRR5602179,0.7447862,0.2552138
SRR3679961,0.143176,0.8568239
SRR5602134,0.7485476,0.25145242
S130,0.15051325,0.84948677
S200,0.31150654,0.6884935
S210,0.52882266,0.4711773
SRR5602290,0.7484981,0.25150198
SRR5602138,0.66047955,0.33952045
C052,0.7482485,0.2517515
C012,0.192881,0.807119
SRR5602168,0.14539757,0.8546024
SRR5602159,0.6510762,0.34892383
SRR5602160,0.69934255,0.30065745
SRR5602010,0.748014,0.25198606
C010,0.22532265,0.7746774
S240,0.15717266,0.8428273
S030,0.0586927,0.9413073
SRR5602324,0.71267724,0.28732276
SRR3679980,0.7484981,0.25150198
SRR5602349,0.27672043,0.7232796
S110,0.085891336,0.9141087
SRR5602182,0.7483472,0.25165275
S100,0.40280804,0.597192
C042,0.042924665,0.9570753
SRR5602351,0.74808806,0.2519119
SRR5602333,0.7233835,0.27661648
S220,0.16041224,0.8395877
SRR5602092,0.73722035,0.26277962
S120,0.74450123,0.25549874
SRR5602260,0.748307,0.25169307
SRR5602284,0.7484439,0.25155607
C021,0.7484981,0.25150198
SRR5602256,0.1913113,0.8086887
SRR5602234,0.70017564,0.29982436
SRR5602210,0.46287957,0.5371204
S010,0.14993747,0.8500626
S280,0.75148755,0.24851246
S260,0.17476897,0.825231
S020,0.7450117,0.2549883
SRR5602016,0.7492401,0.25075996
S180,0.74814117,0.25185874
SRR5602145,0.6143925,0.3856075
