,root:Elder,root:Young
S320,0.41040558,0.5895944
S290,0.6407143,0.35928577
SRR5602345,0.7013585,0.29864156
S330,0.7027967,0.29720327
SRR5602125,0.1298837,0.87011635
SRR5602220,0.71451163,0.28548834
S050,0.14331947,0.8566805
S080,0.7010485,0.2989515
SRR5602155,0.7187639,0.28123605
SRR5602193,0.32178682,0.6782132
SRR5602335,0.6950532,0.30494672
SRR5602119,0.65548384,0.34451622
S150,0.12968694,0.87031305
SRR5602179,0.6685628,0.33143723
SRR3679961,0.7213756,0.27862445
SRR5602134,0.7230732,0.27692676
S130,0.46319622,0.53680384
S200,0.7210322,0.27896783
S210,0.101687886,0.8983121
SRR5602290,0.7010485,0.2989515
SRR5602138,0.6863664,0.31363356
C052,0.71949345,0.28050655
C012,0.67150706,0.32849294
SRR5602168,0.13309461,0.8669054
SRR5602159,0.68557715,0.31442288
SRR5602160,0.71867996,0.28132007
SRR5602010,0.72413844,0.27586156
C010,0.2755175,0.7244825
S240,0.42134288,0.5786571
S030,0.13328296,0.8667171
SRR5602324,0.6838927,0.3161073
SRR3679980,0.7010485,0.2989515
SRR5602349,0.16054638,0.83945364
S110,0.12975024,0.87024975
SRR5602182,0.7231893,0.27681077
S100,0.6285581,0.37144187
C042,0.044180937,0.955819
SRR5602351,0.7222513,0.27774873
SRR5602333,0.6879599,0.3120401
S220,0.724112,0.27588797
SRR5602092,0.6945828,0.30541718
S120,0.7250756,0.27492434
SRR5602260,0.70102954,0.29897046
SRR5602284,0.7186756,0.28132442
C021,0.7010485,0.2989515
SRR5602256,0.29144832,0.7085517
SRR5602234,0.6824957,0.31750435
SRR5602210,0.39325276,0.6067472
S010,0.3320154,0.6679846
S280,0.7181993,0.28180072
S260,0.71019673,0.28980333
S020,0.7012462,0.2987538
SRR5602016,0.72536373,0.2746363
S180,0.7220788,0.27792123
SRR5602145,0.3818603,0.6181397
