,root:Elder,root:Young
SRR5602201,0.72348636,0.27651367
SRR5601932,0.73903286,0.26096714
SRR5601929,0.7089401,0.2910599
SRR3680016,0.14222148,0.8577785
SRR5602147,0.7400501,0.25994998
SRR5602008,0.7392026,0.2607974
SRR3680065,0.57682407,0.4231759
SRR3680055,0.7338651,0.26613492
SRR5601967,0.40504876,0.5949513
SRR3680034,0.60658675,0.39341322
SRR5602280,0.13776137,0.8622387
SRR5602060,0.73241395,0.26758605
SRR5610010,0.7313943,0.2686057
SRR5602224,0.66384184,0.3361582
SRR5601990,0.72594386,0.27405614
SRR5602098,0.29196316,0.70803684
SRR5602198,0.73828864,0.26171136
SRR5602196,0.7279,0.2721
C024,0.7338648,0.26613522
SRR5602137,0.7338651,0.26613492
SRR5602015,0.73380655,0.26619345
SRR5601992,0.13728435,0.86271566
SRR5602130,0.14869027,0.85130966
SRR5602181,0.74060684,0.25939313
SRR5602287,0.13749781,0.86250216
SRR5602030,0.7338645,0.2661355
K301,0.1462773,0.85372263
SRR5601984,0.69842255,0.30157748
SRR5602249,0.7338651,0.26613492
SRR5602250,0.7338633,0.26613665
SRR5602354,0.7395994,0.2604006
SRR5602336,0.7364066,0.26359344
C011,0.6903303,0.30966964
SRR5602139,0.73367065,0.26632944
SRR3679940,0.6894537,0.31054628
SRR3680053,0.738352,0.26164803
K309,0.7349522,0.2650478
SRR5602153,0.14790018,0.8520998
SRR5601928,0.7364763,0.26352373
SRR3680083,0.7400567,0.2599433
SRR5602267,0.6667664,0.33323365
SRR3679998,0.7319589,0.2680411
SRR5602194,0.7338651,0.26613492
SRR5602247,0.72288764,0.27711233
SRR5602142,0.73658764,0.2634123
SRR3680070,0.6887946,0.31120536
SRR5602258,0.13748159,0.86251837
SRR5610085,0.1367807,0.8632193
SRR5602285,0.72266793,0.2773321
K105,0.6894374,0.31056258
SRR3679967,0.6871921,0.31280795
SRR5602094,0.7357149,0.26428512
SRR5602332,0.73431754,0.26568246
SRR5601941,0.14516878,0.8548313
SRR5602165,0.7347758,0.26522425
