,root:Elder,root:Young
S320,0.15439999,0.84559995
S290,0.6532265,0.34677354
SRR5602345,0.7693837,0.23061626
S330,0.7718165,0.22818345
SRR5602125,0.035231423,0.9647686
SRR5602220,0.77507305,0.22492698
S050,0.14894569,0.85105425
S080,0.7695154,0.2304846
SRR5602155,0.78066486,0.21933506
SRR5602193,0.77316725,0.22683278
SRR5602335,0.7794082,0.22059177
SRR5602119,0.7448329,0.2551671
S150,0.1519083,0.84809166
SRR5602179,0.7807461,0.21925388
SRR3679961,0.16438866,0.83561134
SRR5602134,0.7806115,0.21938854
S130,0.1564945,0.8435055
S200,0.76952225,0.23047774
S210,0.03373665,0.9662634
SRR5602290,0.7653045,0.23469552
SRR5602138,0.74951607,0.25048396
C052,0.769556,0.23044403
C012,0.72540736,0.2745926
SRR5602168,0.15202974,0.8479702
SRR5602159,0.7395097,0.26049033
SRR5602160,0.7511454,0.2488546
SRR5602010,0.77475107,0.22524896
C010,0.16381538,0.8361847
S240,0.15062475,0.8493752
S030,0.0386871,0.96131295
SRR5602324,0.7512183,0.24878164
SRR3679980,0.7695154,0.2304846
SRR5602349,0.32918283,0.6708172
S110,0.15204774,0.8479523
SRR5602182,0.77033955,0.22966042
S100,0.4058739,0.5941261
C042,0.76942736,0.23057263
SRR5602351,0.77312165,0.2268784
SRR5602333,0.24230066,0.7576994
S220,0.76198554,0.23801446
SRR5602092,0.75048274,0.24951726
S120,0.76103866,0.23896134
SRR5602260,0.76951516,0.2304848
SRR5602284,0.76960653,0.23039342
C021,0.7695154,0.2304846
SRR5602256,0.72026056,0.27973947
SRR5602234,0.67471427,0.32528567
SRR5602210,0.34507045,0.6549296
S010,0.15159078,0.84840924
S280,0.7795801,0.22041982
S260,0.30913725,0.6908628
S020,0.7588045,0.24119546
SRR5602016,0.7516624,0.24833757
S180,0.7728693,0.2271307
SRR5602145,0.43855622,0.5614438
