,root:Elder,root:Young
S320,0.030939555,0.9690605
S290,0.04955514,0.9504448
SRR5602345,0.5685297,0.4314703
S330,0.5697058,0.4302942
SRR5602125,0.040531136,0.9594689
SRR5602220,0.5688757,0.43112436
S050,0.054867495,0.94513255
S080,0.02874222,0.9712578
SRR5602155,0.56847817,0.43152183
SRR5602193,0.5291556,0.47084442
SRR5602335,0.5612455,0.4387544
SRR5602119,0.4068888,0.5931112
S150,0.028817657,0.97118235
SRR5602179,0.50718635,0.49281362
SRR3679961,0.56786925,0.43213078
SRR5602134,0.56848985,0.43151012
S130,0.04161794,0.95838207
S200,0.5730731,0.426927
S210,0.02944639,0.9705536
SRR5602290,0.02874222,0.9712578
SRR5602138,0.45679697,0.543203
C052,0.5696228,0.4303772
C012,0.45161277,0.5483872
SRR5602168,0.030861093,0.969139
SRR5602159,0.5311687,0.46883133
SRR5602160,0.57033074,0.4296692
SRR5602010,0.56948876,0.43051124
C010,0.04855053,0.95144945
S240,0.030269869,0.96973014
S030,0.5689139,0.4310861
SRR5602324,0.33232266,0.6676773
SRR3679980,0.02874222,0.9712578
SRR5602349,0.5415604,0.45843956
S110,0.5694583,0.43054175
SRR5602182,0.56975025,0.43024975
S100,0.12136466,0.8786354
C042,0.05103751,0.94896245
SRR5602351,0.56961286,0.43038714
SRR5602333,0.044420138,0.95557994
S220,0.5230635,0.47693652
SRR5602092,0.4310981,0.56890184
S120,0.5688564,0.4311436
SRR5602260,0.506662,0.493338
SRR5602284,0.5693061,0.43069395
C021,0.56903857,0.4309614
SRR5602256,0.5723293,0.42767072
SRR5602234,0.48531175,0.51468825
SRR5602210,0.57285917,0.4271408
S010,0.18372609,0.8162739
S280,0.56917953,0.43082044
S260,0.5693028,0.4306973
S020,0.5387159,0.46128404
SRR5602016,0.5547675,0.44523248
S180,0.5697371,0.43026292
SRR5602145,0.19438967,0.80561036
