,root:Elder,root:Young
K113,0.29654935,0.7034506
K106,0.54697394,0.45302606
K306,0.04239663,0.95760334
SRR5601981,0.26729065,0.7327093
SRR5602171,0.5683243,0.43167567
SRR5602262,0.28969684,0.7103032
SRR5601994,0.25936785,0.7406321
SRR3679990,0.5321215,0.46787852
SRR5602133,0.56855655,0.43144342
SRR5602202,0.53661436,0.4633857
SRR5602343,0.2676901,0.7323099
SRR3679946,0.13012552,0.8698744
SRR3680084,0.24914725,0.75085276
SRR5602224,0.5552403,0.4447597
SRR5602341,0.5693192,0.4306808
SRR5602255,0.17856735,0.82143265
SRR5602021,0.20448175,0.7955183
SRR5602215,0.5668452,0.43315485
SRR5602336,0.5478843,0.45211568
SRR5602031,0.5472864,0.4527136
SRR5602289,0.5684242,0.43157575
SRR5602304,0.28469983,0.71530014
SRR5602139,0.572765,0.4272351
SRR3680093,0.1523586,0.84764135
SRR5602093,0.24342334,0.75657666
SRR5602118,0.20759,0.79241
SRR5602026,0.53704494,0.46295506
SRR3680036,0.2754125,0.72458756
SRR3679976,0.4892367,0.5107632
SRR5602115,0.3045938,0.69540614
SRR5602166,0.56407404,0.43592596
SRR5601927,0.27344072,0.7265593
SRR5602175,0.5378145,0.46218544
SRR3680086,0.3364742,0.66352576
SRR5602114,0.298261,0.701739
SRR5602312,0.572559,0.42744097
SRR3680046,0.57168525,0.42831478
SRR3679945,0.30022198,0.699778
SRR5602263,0.5507685,0.4492316
SRR5602313,0.5701187,0.42988124
SRR5602270,0.19951952,0.8004805
C002,0.16154318,0.8384568
SRR5602123,0.5353596,0.46464035
SRR5601934,0.56958336,0.43041667
SRR5601959,0.56958336,0.43041667
SRR3679968,0.57274383,0.4272562
SRR5602285,0.3344107,0.6655893
SRR5602214,0.57198083,0.4280192
SRR5602012,0.55854124,0.44145876
SRR5602331,0.5353596,0.46464035
SRR5602094,0.56829405,0.43170592
SRR5602305,0.2935795,0.70642054
SRR5602020,0.45957264,0.5404273
SRR5602264,0.57006085,0.42993918
SRR5602025,0.25697848,0.7430215
