,root:Elder,root:Young
K106,0.5620373,0.43796268
SRR5602329,0.5721056,0.4278944
SRR5602278,0.58780295,0.41219708
SRR3680042,0.56998855,0.4300115
SRR5601932,0.5622709,0.43772912
SRR5602195,0.5875564,0.4124435
SRR5602233,0.47097924,0.5290207
SRR5602018,0.23933627,0.76066375
SRR5602262,0.53838396,0.461616
SRR5602343,0.48572376,0.51427627
SRR5602266,0.52567685,0.47432312
SRR5602314,0.43294635,0.5670537
SRR5602224,0.57844836,0.42155167
SRR5602080,0.58235174,0.41764826
SRR5610012,0.58227986,0.4177201
SRR5602341,0.50902575,0.49097425
SRR5602196,0.58332187,0.4166782
SRR5602005,0.43294635,0.5670537
K100,0.51760674,0.48239326
SRR5602207,0.5355591,0.46444082
SRR5602250,0.5821061,0.41789386
SRR5602124,0.52655894,0.47344112
SRR5602336,0.5895127,0.41048726
SRR3679974,0.57620275,0.42379725
SRR5602141,0.43294635,0.5670537
SRR3680085,0.5821686,0.4178314
SRR5610014,0.5831296,0.41687045
SRR3679965,0.5891185,0.4108815
SRR5602023,0.5839372,0.41606277
SRR5602311,0.46166342,0.5383366
SRR5602035,0.5302313,0.4697687
SRR3679940,0.4926155,0.5073845
SRR5602022,0.5385189,0.46148103
SRR3680036,0.54077286,0.45922714
SRR5602212,0.031188035,0.968812
SRR5602095,0.43294635,0.5670537
SRR3679969,0.5223081,0.47769186
SRR5602353,0.5888573,0.4111427
SRR3679998,0.53057855,0.46942142
SRR3679991,0.47608128,0.5239187
SRR5602312,0.58891207,0.4110879
SRR5602330,0.58227295,0.41772702
C018,0.5531873,0.44681272
C002,0.18560454,0.8143955
SRR5601934,0.5832457,0.41675434
SRR5602218,0.51776326,0.48223668
SRR5602142,0.58299047,0.4170095
SRR5601959,0.43357164,0.56642836
SRR5602204,0.53494644,0.46505356
SRR5602187,0.51356053,0.4864395
SRR5602079,0.5546786,0.44532132
SRR5601926,0.5373428,0.46265718
SRR3680028,0.39886358,0.60113645
SRR3680002,0.54315346,0.45684648
SRR5602165,0.58393574,0.41606432
