,root:Elder,root:Young
K306,0.04004922,0.9599508
SRR5602201,0.5014091,0.49859083
SRR3680016,0.22680685,0.7731931
SRR5602306,0.2398149,0.7601851
SRR5602008,0.56187576,0.43812424
SRR5601965,0.27171898,0.728281
SRR5602018,0.24118555,0.75881445
SRR3680055,0.03752478,0.96247524
SRR5601994,0.23187852,0.7681215
SRR5601967,0.035696767,0.96430326
SRR3679990,0.3192282,0.68077177
SRR5602202,0.5319827,0.46801725
SRR5602342,0.55562544,0.44437453
SRR5602261,0.23899414,0.7610059
SRR5602135,0.3824274,0.61757255
SRR5601990,0.03841168,0.9615883
SRR5602184,0.2647189,0.73528117
SRR5602215,0.033220503,0.9667795
SRR3680031,0.30488083,0.6951192
SRR3679970,0.5590492,0.4409508
SRR5602328,0.48593363,0.5140663
SRR5602054,0.5480827,0.4519173
SRR3680079,0.5014091,0.49859083
SRR3679929,0.19778815,0.8022118
SRR3679989,0.140641,0.859359
SRR5601985,0.25967532,0.7403247
SRR5602289,0.03471189,0.96528816
SRR3680085,0.13353941,0.8664606
SRR5610014,0.034704298,0.96529573
SRR3680011,0.04944948,0.9505505
SRR5601982,0.21782036,0.7821796
C003,0.25302818,0.74697185
SRR5602169,0.028620576,0.9713794
SRR3680080,0.46759716,0.5324029
SRR5601983,0.036577642,0.96342236
SRR5602320,0.13841778,0.86158216
SRR5602267,0.19880958,0.80119044
SRR3679998,0.37445256,0.62554747
SRR5602096,0.35185286,0.6481471
SRR3680086,0.31894594,0.68105406
SRR3679945,0.28581658,0.7141834
SRR3680035,0.32799777,0.67200226
SRR5602330,0.10945513,0.89054483
SRR5602027,0.3024552,0.6975448
SRR3680024,0.028620576,0.9713794
SRR5602270,0.17690594,0.8230941
SRR3680049,0.028620576,0.9713794
SRR5602177,0.028620576,0.9713794
SRR5602148,0.5177102,0.48228976
SRR5602257,0.3548106,0.6451894
SRR5602036,0.43738046,0.56261945
SRR5602315,0.30629703,0.693703
SRR5602025,0.21811205,0.781888
K125,0.03319751,0.96680254
SRR5602165,0.04510079,0.9548992
