,root:Elder,root:Young
S320,0.49729237,0.50270766
S290,0.046956312,0.95304376
SRR5602345,0.5873049,0.4126951
S330,0.58730584,0.41269413
SRR5602125,0.029202122,0.97079784
SRR5602220,0.58715916,0.4128408
S050,0.5115508,0.48844928
S080,0.58730584,0.41269413
SRR5602155,0.58729,0.41270998
SRR5602193,0.5931366,0.40686342
SRR5602335,0.59053314,0.4094669
SRR5602119,0.13148634,0.8685137
S150,0.029261053,0.970739
SRR5602179,0.54769564,0.4523044
SRR3679961,0.5861505,0.41384944
SRR5602134,0.58729345,0.41270658
S130,0.42613155,0.57386845
S200,0.58615744,0.4138426
S210,0.029227288,0.9707727
SRR5602290,0.035126906,0.96487314
SRR5602138,0.11390537,0.8860946
C052,0.5873059,0.41269413
C012,0.5909348,0.40906516
SRR5602168,0.043315005,0.95668495
SRR5602159,0.2900828,0.7099172
SRR5602160,0.5870495,0.41295058
SRR5602010,0.58730584,0.41269413
C010,0.5116758,0.48832422
S240,0.04137445,0.95862556
S030,0.58730036,0.41269973
SRR5602324,0.09061333,0.90938663
SRR3679980,0.58730584,0.41269413
SRR5602349,0.5932176,0.40678236
S110,0.5871755,0.4128245
SRR5602182,0.58730584,0.41269413
S100,0.20845892,0.79154104
C042,0.5025536,0.49744642
SRR5602351,0.58730584,0.41269413
SRR5602333,0.546974,0.45302603
S220,0.59167683,0.40832323
SRR5602092,0.1315336,0.8684664
S120,0.58714813,0.4128519
SRR5602260,0.58715516,0.41284484
SRR5602284,0.58730584,0.41269413
C021,0.5873058,0.4126942
SRR5602256,0.5863281,0.41367188
SRR5602234,0.17090793,0.8290921
SRR5602210,0.58654374,0.4134562
S010,0.54573447,0.45426553
S280,0.58730567,0.41269433
S260,0.58708686,0.41291317
S020,0.59341246,0.40658754
SRR5602016,0.58682,0.41318008
S180,0.58730584,0.41269413
SRR5602145,0.42661858,0.5733814
