,root:Elder,root:Young
SRR3680059,0.4783196,0.5216805
SRR3680042,0.5465879,0.45341212
SRR3679990,0.3165679,0.6834321
SRR3680045,0.29463762,0.7053624
SRR5601931,0.29435688,0.7056431
SRR5602343,0.3474125,0.65258753
SRR3679977,0.29653573,0.70346427
SRR5602183,0.5567394,0.4432606
SRR5602261,0.2959256,0.70407444
SRR5610012,0.5698797,0.43012023
SRR5602341,0.028621672,0.9713784
SRR5602192,0.29010454,0.70989543
SRR3679987,0.5014091,0.49859086
SRR3680064,0.34452513,0.6554749
SRR5602167,0.5371468,0.46285316
SRR3679992,0.33908558,0.66091436
SRR5602265,0.24235831,0.7576417
SRR5602207,0.50357264,0.49642736
SRR5602185,0.30007696,0.69992304
SRR5602124,0.34800544,0.6519945
SRR5602354,0.55839366,0.44160637
SRR5602336,0.43614808,0.5638519
SRR5602122,0.31253353,0.68746644
SRR5602154,0.544086,0.45591402
SRR5610014,0.5670108,0.43298918
SRR5602058,0.2856672,0.71433276
SRR5601982,0.29700452,0.70299554
SRR5602035,0.3103425,0.6896575
SRR3679936,0.2839329,0.71606714
SRR5602245,0.12279536,0.87720466
SRR5602022,0.29613626,0.7038637
SRR5602118,0.07101406,0.9289859
SRR5602026,0.33623484,0.66376513
SRR3680074,0.2939684,0.70603156
SRR5602153,0.44663346,0.55336654
SRR3680036,0.29408684,0.7059132
SRR3679973,0.028621672,0.9713784
SRR3680080,0.56850076,0.43149933
SRR5602095,0.028621672,0.9713784
SRR5602248,0.32262337,0.6773766
SRR5602175,0.5123565,0.48764348
SRR5602151,0.5631304,0.43686962
SRR5602123,0.028621672,0.9713784
SRR5602204,0.3018472,0.6981528
SRR5602148,0.523084,0.47691604
SRR5602252,0.036452,0.96354795
SRR5602012,0.36227167,0.63772833
SRR5602331,0.028621672,0.9713784
SRR3679967,0.2901534,0.7098466
SRR5602036,0.33357623,0.6664238
SRR5602079,0.33861586,0.66138417
SRR5602337,0.57035655,0.42964345
K125,0.03252688,0.9674731
SRR5602100,0.57038784,0.42961222
SRR5602165,0.5502584,0.44974154
