,root:Elder,root:Young
S320,0.032571755,0.96742827
S290,0.06326778,0.9367322
SRR5602345,0.26066995,0.7393301
S330,0.047129586,0.9528704
SRR5602125,0.030874725,0.9691253
SRR5602220,0.26751122,0.73248875
S050,0.103652894,0.8963471
S080,0.028621571,0.9713784
SRR5602155,0.56238395,0.43761602
SRR5602193,0.5101327,0.48986736
SRR5602335,0.5368688,0.46313125
SRR5602119,0.44188294,0.5581171
S150,0.028903598,0.97109634
SRR5602179,0.46406347,0.5359366
SRR3679961,0.5237941,0.4762059
SRR5602134,0.5538945,0.44610548
S130,0.047507975,0.95249206
S200,0.46566963,0.53433037
S210,0.029125411,0.9708746
SRR5602290,0.039550643,0.9604494
SRR5602138,0.4554404,0.5445596
C052,0.5014091,0.49859083
C012,0.07305375,0.9269463
SRR5602168,0.05100301,0.948997
SRR5602159,0.47980097,0.52019906
SRR5602160,0.53366536,0.4663347
SRR5602010,0.57024235,0.42975768
C010,0.045537226,0.95446277
S240,0.030236574,0.96976346
S030,0.071389414,0.92861056
SRR5602324,0.41699672,0.5830033
SRR3679980,0.028621571,0.9713784
SRR5602349,0.497275,0.502725
S110,0.41802734,0.5819726
SRR5602182,0.48869777,0.5113023
S100,0.076666,0.92333406
C042,0.045001995,0.954998
SRR5602351,0.5694051,0.43059495
SRR5602333,0.045079418,0.9549206
S220,0.5120278,0.48797217
SRR5602092,0.515679,0.48432097
S120,0.36796844,0.63203156
SRR5602260,0.5014091,0.49859083
SRR5602284,0.52832246,0.47167754
C021,0.5454082,0.45459175
SRR5602256,0.22376677,0.7762332
SRR5602234,0.50326407,0.4967359
SRR5602210,0.5014091,0.49859083
S010,0.038865928,0.9611341
S280,0.52409214,0.47590783
S260,0.056399576,0.9436005
S020,0.543766,0.45623395
SRR5602016,0.5247304,0.47526956
S180,0.49488,0.50512
SRR5602145,0.36907652,0.63092357
