,SampleID,Env,Region,Contribution
SRR5602021,,Young,Jiangsu,0.6608469
SRR5602027,,Senior,Jiangsu,0.27644956
SRR5602027,,Young,Jiangsu,0.72355044
SRR5602029,,Senior,Jiangsu,0.46431917
SRR5602029,,Young,Jiangsu,0.5356808
SRR5602035,,Senior,Jiangsu,0.30281973
SRR5602035,,Young,Jiangsu,0.6971803
SRR5602038,,Senior,Jiangsu,0.40357682
SRR5602038,,Young,Jiangsu,0.59642315
SRR5602058,,Senior,Jiangsu,0.29677343
SRR5602058,,Young,Jiangsu,0.7032266
SRR5602063,,Senior,Jiangsu,0.45042217
SRR5602063,,Young,Jiangsu,0.5495778
SRR5602080,,Senior,Jiangsu,0.57032543
SRR5602080,,Young,Jiangsu,0.4296745
SRR5602116,,Senior,Jiangsu,0.028676344
SRR5602116,,Young,Jiangsu,0.9713237
SRR5602122,,Senior,Jiangsu,0.28622165
SRR5602122,,Young,Jiangsu,0.7137784
SRR5602130,,Senior,Jiangsu,0.2955077
SRR5602130,,Young,Jiangsu,0.7044923
SRR5602147,,Senior,Jiangsu,0.3721787
SRR5602147,,Young,Jiangsu,0.6278213
SRR5602157,,Senior,Jiangsu,0.50140864
SRR5602157,,Young,Jiangsu,0.49859136
SRR5602165,,Senior,Jiangsu,0.50140864
SRR5602165,,Young,Jiangsu,0.49859136
SRR5602169,,Senior,Jiangsu,0.028676767
SRR5602169,,Young,Jiangsu,0.97132325
SRR5602173,,Senior,Jiangsu,0.5330432
SRR5602173,,Young,Jiangsu,0.46695676
SRR5602176,,Senior,Jiangsu,0.5699541
SRR5602176,,Young,Jiangsu,0.43004587
SRR5602184,,Senior,Jiangsu,0.31102046
SRR5602184,,Young,Jiangsu,0.6889795
SRR5602185,,Senior,Jiangsu,0.20491755
SRR5602185,,Young,Jiangsu,0.79508245
SRR5602196,,Senior,Jiangsu,0.10072223
SRR5602196,,Young,Jiangsu,0.8992778
SRR5602223,,Senior,Jiangsu,0.23346551
SRR5602223,,Young,Jiangsu,0.76653445
SRR5602231,,Senior,Jiangsu,0.5698251
SRR5602231,,Young,Jiangsu,0.4301749
SRR5602232,,Senior,Jiangsu,0.4215952
SRR5602232,,Young,Jiangsu,0.57840484
SRR5602252,,Senior,Jiangsu,0.05423878
SRR5602252,,Young,Jiangsu,0.9457612
SRR5602264,,Senior,Jiangsu,0.5480071
SRR5602264,,Young,Jiangsu,0.4519929
SRR5602273,,Senior,Jiangsu,0.052075144
SRR5602273,,Young,Jiangsu,0.94792485
SRR5602275,,Senior,Jiangsu,0.28854886
SRR5602275,,Young,Jiangsu,0.7114511
SRR5602278,,Senior,Jiangsu,0.04212257
SRR5602278,,Young,Jiangsu,0.95787746
SRR5602315,,Senior,Jiangsu,0.25893894
SRR5602315,,Young,Jiangsu,0.74106103
SRR5602330,,Senior,Jiangsu,0.57007456
SRR5602330,,Young,Jiangsu,0.4299254
SRR5602337,,Senior,Jiangsu,0.5694847
SRR5602337,,Young,Jiangsu,0.43051523
SRR5610011,,Senior,Jiangsu,0.50140864
SRR5610011,,Young,Jiangsu,0.49859136
C002,,Senior,Italy,0.15116742
C002,,Young,Italy,0.84883255
C007,,Senior,Italy,0.2006101
C007,,Young,Italy,0.7993899
C048,,Senior,Italy,0.5604817
C048,,Young,Italy,0.43951833
K306,,Senior,Italy,0.038167875
K306,,Young,Italy,0.9618321
SRR3679930,,Senior,Sichuan,0.52658504
SRR3679930,,Young,Sichuan,0.47341496
SRR3679931,,Senior,Sichuan,0.53102124
SRR3679931,,Young,Sichuan,0.4689788
SRR3679963,,Senior,Sichuan,0.53244555
SRR3679963,,Young,Sichuan,0.46755442
SRR3679970,,Senior,Sichuan,0.56112075
SRR3679970,,Young,Sichuan,0.4388793
SRR3679988,,Senior,Sichuan,0.5697856
SRR3679988,,Young,Sichuan,0.43021443
SRR3679989,,Senior,Sichuan,0.5324273
SRR3679989,,Young,Sichuan,0.46757275
SRR3679991,,Senior,Sichuan,0.53010094
SRR3679991,,Young,Sichuan,0.4698991
SRR3680017,,Senior,Sichuan,0.533585
SRR3680017,,Young,Sichuan,0.466415
SRR3680039,,Senior,Sichuan,0.24218178
SRR3680039,,Young,Sichuan,0.7578182
SRR3680055,,Senior,Sichuan,0.054725867
SRR3680055,,Young,Sichuan,0.9452741
SRR3680074,,Senior,Sichuan,0.53157616
SRR3680074,,Young,Sichuan,0.46842378
SRR3680084,,Senior,Sichuan,0.51823723
SRR3680084,,Young,Sichuan,0.4817628
SRR3680086,,Senior,Sichuan,0.5257356
SRR3680086,,Young,Sichuan,0.4742644
SRR5601926,,Senior,Jiangsu,0.5282977
SRR5601926,,Young,Jiangsu,0.47170225
SRR5601959,,Senior,Jiangsu,0.028620675
SRR5601959,,Young,Jiangsu,0.9713793
SRR5601985,,Senior,Jiangsu,0.5284839
SRR5601985,,Young,Jiangsu,0.4715161
SRR5601989,,Senior,Jiangsu,0.5656274
SRR5601989,,Young,Jiangsu,0.43437263
SRR5602011,,Senior,Jiangsu,0.5328239
SRR5602011,,Young,Jiangsu,0.46717605
SRR5602014,,Senior,Jiangsu,0.53209174
SRR5602014,,Young,Jiangsu,0.46790826
SRR5602029,,Senior,Jiangsu,0.5677651
SRR5602029,,Young,Jiangsu,0.43223494
SRR5602036,,Senior,Jiangsu,0.51638246
SRR5602036,,Young,Jiangsu,0.48361757
SRR5602063,,Senior,Jiangsu,0.518063
SRR5602063,,Young,Jiangsu,0.48193696
SRR5602094,,Senior,Jiangsu,0.56672424
SRR5602094,,Young,Jiangsu,0.43327576
SRR5602118,,Senior,Jiangsu,0.07063231
SRR5602118,,Young,Jiangsu,0.92936766
SRR5602142,,Senior,Jiangsu,0.56882447
SRR5602142,,Young,Jiangsu,0.43117556
SRR5602151,,Senior,Jiangsu,0.5680511
SRR5602151,,Young,Jiangsu,0.43194896
SRR5602154,,Senior,Jiangsu,0.56135607
SRR5602154,,Young,Jiangsu,0.43864384
SRR5602167,,Senior,Jiangsu,0.5611531
SRR5602167,,Young,Jiangsu,0.43884686
SRR5602169,,Senior,Jiangsu,0.028620675
SRR5602169,,Young,Jiangsu,0.9713793
SRR5602170,,Senior,Jiangsu,0.5703723
SRR5602170,,Young,Jiangsu,0.4296277
SRR5602175,,Senior,Jiangsu,0.52162796
SRR5602175,,Young,Jiangsu,0.47837207
SRR5602177,,Senior,Jiangsu,0.03003129
SRR5602177,,Young,Jiangsu,0.96996874
SRR5602196,,Senior,Jiangsu,0.06749817
SRR5602196,,Young,Jiangsu,0.9325018
SRR5602207,,Senior,Jiangsu,0.51823884
SRR5602207,,Young,Jiangsu,0.4817611
SRR5602226,,Senior,Jiangsu,0.56863844
SRR5602226,,Young,Jiangsu,0.43136153
SRR5602233,,Senior,Jiangsu,0.5275511
SRR5602233,,Young,Jiangsu,0.47244892
SRR5602248,,Senior,Jiangsu,0.51287514
SRR5602248,,Young,Jiangsu,0.4871249
SRR5602257,,Senior,Jiangsu,0.51814026
SRR5602257,,Young,Jiangsu,0.48185974
SRR5602271,,Senior,Jiangsu,0.028620688
SRR5602271,,Young,Jiangsu,0.9713793
SRR5602275,,Senior,Jiangsu,0.52235126
SRR5602275,,Young,Jiangsu,0.47764876
SRR5602278,,Senior,Jiangsu,0.03281773
SRR5602278,,Young,Jiangsu,0.9671823
SRR5602289,,Senior,Jiangsu,0.5678026
SRR5602289,,Young,Jiangsu,0.43219742
SRR5602292,,Senior,Jiangsu,0.5292819
SRR5602292,,Young,Jiangsu,0.47071803
SRR5602299,,Senior,Jiangsu,0.51149374
SRR5602299,,Young,Jiangsu,0.4885062
SRR5602306,,Senior,Jiangsu,0.52374625
SRR5602306,,Young,Jiangsu,0.47625372
SRR5602311,,Senior,Jiangsu,0.028620675
SRR5602311,,Young,Jiangsu,0.9713793
SRR5602314,,Senior,Jiangsu,0.02865772
SRR5602314,,Young,Jiangsu,0.97134227
SRR5602317,,Senior,Jiangsu,0.037244506
SRR5602317,,Young,Jiangsu,0.9627555
SRR5602332,,Senior,Jiangsu,0.57035273
SRR5602332,,Young,Jiangsu,0.42964724
SRR5602337,,Senior,Jiangsu,0.569853
SRR5602337,,Young,Jiangsu,0.430147
SRR5602354,,Senior,Jiangsu,0.56157625
SRR5602354,,Young,Jiangsu,0.43842375
C003,,Senior,Italy,0.25302818
C003,,Young,Italy,0.74697185
K125,,Senior,Italy,0.03319751
K125,,Young,Italy,0.96680254
K306,,Senior,Italy,0.04004922
K306,,Young,Italy,0.9599508
SRR3679929,,Senior,Sichuan,0.19778815
SRR3679929,,Young,Sichuan,0.8022118
SRR3679945,,Senior,Sichuan,0.28581658
SRR3679945,,Young,Sichuan,0.7141834
SRR3679970,,Senior,Sichuan,0.5590492
SRR3679970,,Young,Sichuan,0.4409508
SRR3679989,,Senior,Sichuan,0.140641
SRR3679989,,Young,Sichuan,0.859359
SRR3679990,,Senior,Sichuan,0.3192282
SRR3679990,,Young,Sichuan,0.68077177
SRR3679998,,Senior,Sichuan,0.37445256
SRR3679998,,Young,Sichuan,0.62554747
SRR3680011,,Senior,Sichuan,0.04944948
SRR3680011,,Young,Sichuan,0.9505505
SRR3680016,,Senior,Sichuan,0.22680685
SRR3680016,,Young,Sichuan,0.7731931
SRR3680024,,Senior,Sichuan,0.028620576
SRR3680024,,Young,Sichuan,0.9713794
SRR3680031,,Senior,Sichuan,0.30488083
SRR3680031,,Young,Sichuan,0.6951192
SRR3680035,,Senior,Sichuan,0.32799777
SRR3680035,,Young,Sichuan,0.67200226
SRR3680049,,Senior,Sichuan,0.028620576
SRR3680049,,Young,Sichuan,0.9713794
SRR3680055,,Senior,Sichuan,0.03752478
SRR3680055,,Young,Sichuan,0.96247524
SRR3680079,,Senior,Sichuan,0.5014091
SRR3680079,,Young,Sichuan,0.49859083
SRR3680080,,Senior,Sichuan,0.46759716
SRR3680080,,Young,Sichuan,0.5324029
SRR3680085,,Senior,Sichuan,0.13353941
SRR3680085,,Young,Sichuan,0.8664606
SRR3680086,,Senior,Sichuan,0.31894594
SRR3680086,,Young,Sichuan,0.68105406
SRR5601965,,Senior,Jiangsu,0.27171898
SRR5601965,,Young,Jiangsu,0.728281
SRR5601967,,Senior,Jiangsu,0.035696767
SRR5601967,,Young,Jiangsu,0.96430326
SRR5601982,,Senior,Jiangsu,0.21782036
SRR5601982,,Young,Jiangsu,0.7821796
SRR5601983,,Senior,Jiangsu,0.036577642
SRR5601983,,Young,Jiangsu,0.96342236
SRR5601985,,Senior,Jiangsu,0.25967532
SRR5601985,,Young,Jiangsu,0.7403247
SRR5601990,,Senior,Jiangsu,0.03841168
SRR5601990,,Young,Jiangsu,0.9615883
SRR5601994,,Senior,Jiangsu,0.23187852
SRR5601994,,Young,Jiangsu,0.7681215
SRR5602008,,Senior,Jiangsu,0.56187576
SRR5602008,,Young,Jiangsu,0.43812424
SRR5602018,,Senior,Jiangsu,0.24118555
SRR5602018,,Young,Jiangsu,0.75881445
SRR5602025,,Senior,Jiangsu,0.21811205
SRR5602025,,Young,Jiangsu,0.781888
SRR5602027,,Senior,Jiangsu,0.3024552
SRR5602027,,Young,Jiangsu,0.6975448
SRR5602036,,Senior,Jiangsu,0.43738046
SRR5602036,,Young,Jiangsu,0.56261945
SRR5602054,,Senior,Jiangsu,0.5480827
SRR5602054,,Young,Jiangsu,0.4519173
SRR5602096,,Senior,Jiangsu,0.35185286
SRR5602096,,Young,Jiangsu,0.6481471
SRR5602135,,Senior,Jiangsu,0.3824274
SRR5602135,,Young,Jiangsu,0.61757255
SRR5602148,,Senior,Jiangsu,0.5177102
SRR5602148,,Young,Jiangsu,0.48228976
SRR5602165,,Senior,Jiangsu,0.04510079
SRR5602165,,Young,Jiangsu,0.9548992
SRR5602169,,Senior,Jiangsu,0.028620576
SRR5602169,,Young,Jiangsu,0.9713794
SRR5602177,,Senior,Jiangsu,0.028620576
SRR5602177,,Young,Jiangsu,0.9713794
SRR5602184,,Senior,Jiangsu,0.2647189
SRR5602184,,Young,Jiangsu,0.73528117
SRR5602201,,Senior,Jiangsu,0.5014091
SRR5602201,,Young,Jiangsu,0.49859083
SRR5602202,,Senior,Jiangsu,0.5319827
SRR5602202,,Young,Jiangsu,0.46801725
SRR5602215,,Senior,Jiangsu,0.033220503
SRR5602215,,Young,Jiangsu,0.9667795
SRR5602257,,Senior,Jiangsu,0.3548106
SRR5602257,,Young,Jiangsu,0.6451894
SRR5602261,,Senior,Jiangsu,0.23899414
SRR5602261,,Young,Jiangsu,0.7610059
SRR5602267,,Senior,Jiangsu,0.19880958
SRR5602267,,Young,Jiangsu,0.80119044
SRR5602270,,Senior,Jiangsu,0.17690594
SRR5602270,,Young,Jiangsu,0.8230941
SRR5602289,,Senior,Jiangsu,0.03471189
SRR5602289,,Young,Jiangsu,0.96528816
SRR5602306,,Senior,Jiangsu,0.2398149
SRR5602306,,Young,Jiangsu,0.7601851
SRR5602315,,Senior,Jiangsu,0.30629703
SRR5602315,,Young,Jiangsu,0.693703
SRR5602320,,Senior,Jiangsu,0.13841778
SRR5602320,,Young,Jiangsu,0.86158216
SRR5602328,,Senior,Jiangsu,0.48593363
SRR5602328,,Young,Jiangsu,0.5140663
SRR5602330,,Senior,Jiangsu,0.10945513
SRR5602330,,Young,Jiangsu,0.89054483
SRR5602342,,Senior,Jiangsu,0.55562544
SRR5602342,,Young,Jiangsu,0.44437453
SRR5610014,,Senior,Jiangsu,0.034704298
SRR5610014,,Young,Jiangsu,0.96529573
C054,,Senior,Italy,0.48270738
C054,,Young,Italy,0.5172926
K105,,Senior,Italy,0.2918881
K105,,Young,Italy,0.7081119
K106,,Senior,Italy,0.52631444
K106,,Young,Italy,0.47368556
K301,,Senior,Italy,0.1332689
K301,,Young,Italy,0.86673117
K304,,Senior,Italy,0.1679622
K304,,Young,Italy,0.83203787
SRR3679969,,Senior,Sichuan,0.10760555
SRR3679969,,Young,Sichuan,0.8923945
SRR3679985,,Senior,Sichuan,0.09469127
SRR3679985,,Young,Sichuan,0.9053087
SRR3679987,,Senior,Sichuan,0.582192
SRR3679987,,Young,Sichuan,0.41780794
SRR3679989,,Senior,Sichuan,0.07138312
SRR3679989,,Young,Sichuan,0.92861694
SRR3679990,,Senior,Sichuan,0.22640336
SRR3679990,,Young,Sichuan,0.77359664
SRR3680016,,Senior,Sichuan,0.07569867
SRR3680016,,Young,Sichuan,0.9243014
SRR3680042,,Senior,Sichuan,0.58053946
SRR3680042,,Young,Sichuan,0.41946054
SRR3680043,,Senior,Sichuan,0.20004225
SRR3680043,,Young,Sichuan,0.79995775
SRR3680068,,Senior,Sichuan,0.20195436
SRR3680068,,Young,Sichuan,0.79804564
SRR5601924,,Senior,Jiangsu,0.21309365
SRR5601924,,Young,Jiangsu,0.78690636
SRR5601927,,Senior,Jiangsu,0.1030614
SRR5601927,,Young,Jiangsu,0.89693856
SRR5601929,,Senior,Jiangsu,0.10974745
SRR5601929,,Young,Jiangsu,0.8902526
SRR5601934,,Senior,Jiangsu,0.4329764
SRR5601934,,Young,Jiangsu,0.5670236
SRR5601967,,Senior,Jiangsu,0.43630987
SRR5601967,,Young,Jiangsu,0.5636901
SRR5601992,,Senior,Jiangsu,0.103950135
SRR5601992,,Young,Jiangsu,0.89604986
SRR5602026,,Senior,Jiangsu,0.27573547
SRR5602026,,Young,Jiangsu,0.72426456
SRR5602034,,Senior,Jiangsu,0.09683642
SRR5602034,,Young,Jiangsu,0.9031636
SRR5602038,,Senior,Jiangsu,0.4445174
SRR5602038,,Young,Jiangsu,0.55548257
SRR5602063,,Senior,Jiangsu,0.09615805
SRR5602063,,Young,Jiangsu,0.903842
SRR5602076,,Senior,Jiangsu,0.20342682
SRR5602076,,Young,Jiangsu,0.7965731
SRR5602100,,Senior,Jiangsu,0.5774365
SRR5602100,,Young,Jiangsu,0.4225635
SRR5602116,,Senior,Jiangsu,0.4329764
SRR5602116,,Young,Jiangsu,0.5670236
SRR5602118,,Senior,Jiangsu,0.086951114
SRR5602118,,Young,Jiangsu,0.91304886
SRR5602122,,Senior,Jiangsu,0.15698336
SRR5602122,,Young,Jiangsu,0.8430166
SRR5602123,,Senior,Jiangsu,0.57040775
SRR5602123,,Young,Jiangsu,0.42959222
SRR5602135,,Senior,Jiangsu,0.1734854
SRR5602135,,Young,Jiangsu,0.82651466
SRR5602139,,Senior,Jiangsu,0.5811847
SRR5602139,,Young,Jiangsu,0.41881534
SRR5602143,,Senior,Jiangsu,0.17946595
SRR5602143,,Young,Jiangsu,0.820534
SRR5602154,,Senior,Jiangsu,0.5826532
SRR5602154,,Young,Jiangsu,0.41734678
SRR5602157,,Senior,Jiangsu,0.58189875
SRR5602157,,Young,Jiangsu,0.41810122
SRR5602169,,Senior,Jiangsu,0.4329764
SRR5602169,,Young,Jiangsu,0.5670236
SRR5602173,,Senior,Jiangsu,0.122088246
SRR5602173,,Young,Jiangsu,0.87791175
SRR5602177,,Senior,Jiangsu,0.46591103
SRR5602177,,Young,Jiangsu,0.53408897
SRR5602197,,Senior,Jiangsu,0.1375846
SRR5602197,,Young,Jiangsu,0.86241543
SRR5602204,,Senior,Jiangsu,0.13800234
SRR5602204,,Young,Jiangsu,0.86199766
SRR5602225,,Senior,Jiangsu,0.4329764
SRR5602225,,Young,Jiangsu,0.5670236
SRR5602248,,Senior,Jiangsu,0.16806372
SRR5602248,,Young,Jiangsu,0.83193624
SRR5602249,,Senior,Jiangsu,0.4329764
SRR5602249,,Young,Jiangsu,0.5670236
SRR5602261,,Senior,Jiangsu,0.11180881
SRR5602261,,Young,Jiangsu,0.8881912
SRR5602262,,Senior,Jiangsu,0.18085164
SRR5602262,,Young,Jiangsu,0.8191483
SRR5602263,,Senior,Jiangsu,0.5821029
SRR5602263,,Young,Jiangsu,0.41789708
SRR5602279,,Senior,Jiangsu,0.034632556
SRR5602279,,Young,Jiangsu,0.9653675
SRR5602310,,Senior,Jiangsu,0.2631884
SRR5602310,,Young,Jiangsu,0.73681164
SRR5602311,,Senior,Jiangsu,0.50909907
SRR5602311,,Young,Jiangsu,0.4909009
SRR5602313,,Senior,Jiangsu,0.50106794
SRR5602313,,Young,Jiangsu,0.498932
SRR5602320,,Senior,Jiangsu,0.072139554
SRR5602320,,Young,Jiangsu,0.92786044
SRR5602343,,Senior,Jiangsu,0.18212779
SRR5602343,,Young,Jiangsu,0.8178722
SRR5610008,,Senior,Jiangsu,0.5791249
SRR5610008,,Young,Jiangsu,0.42087516
SRR5610012,,Senior,Jiangsu,0.5773665
SRR5610012,,Young,Jiangsu,0.42263356
SRR5610085,,Senior,Jiangsu,0.5063261
SRR5610085,,Young,Jiangsu,0.4936739
C007,,Senior,Italy,0.20143452
C007,,Young,Italy,0.7985655
C018,,Senior,Italy,0.53124815
C018,,Young,Italy,0.46875188
K119,,Senior,Italy,0.52041906
K119,,Young,Italy,0.47958094
SRR3679931,,Senior,Sichuan,0.069995426
SRR3679931,,Young,Sichuan,0.9300046
SRR3679945,,Senior,Sichuan,0.070276536
SRR3679945,,Young,Sichuan,0.92972344
SRR3679962,,Senior,Sichuan,0.5695128
SRR3679962,,Young,Sichuan,0.43048716
SRR3679969,,Senior,Sichuan,0.10668681
SRR3679969,,Young,Sichuan,0.8933132
SRR3679988,,Senior,Sichuan,0.5694726
SRR3679988,,Young,Sichuan,0.43052736
SRR3680024,,Senior,Sichuan,0.43270534
SRR3680024,,Young,Sichuan,0.56729466
SRR3680046,,Senior,Sichuan,0.5703635
SRR3680046,,Young,Sichuan,0.42963648
SRR3680048,,Senior,Sichuan,0.07062624
SRR3680048,,Young,Sichuan,0.9293738
SRR3680055,,Senior,Sichuan,0.5700325
SRR3680055,,Young,Sichuan,0.42996755
SRR3680072,,Senior,Sichuan,0.06787098
SRR3680072,,Young,Sichuan,0.93212897
SRR3680084,,Senior,Sichuan,0.094879486
SRR3680084,,Young,Sichuan,0.9051205
SRR5601983,,Senior,Jiangsu,0.5695128
SRR5601983,,Young,Jiangsu,0.4304872
SRR5601989,,Senior,Jiangsu,0.568327
SRR5601989,,Young,Jiangsu,0.43167305
SRR5601990,,Senior,Jiangsu,0.56947577
SRR5601990,,Young,Jiangsu,0.43052426
SRR5601992,,Senior,Jiangsu,0.21617427
SRR5601992,,Young,Jiangsu,0.78382576
SRR5602011,,Senior,Jiangsu,0.0690288
SRR5602011,,Young,Jiangsu,0.9309712
SRR5602012,,Senior,Jiangsu,0.5723922
SRR5602012,,Young,Jiangsu,0.42760783
SRR5602034,,Senior,Jiangsu,0.079359025
SRR5602034,,Young,Jiangsu,0.92064095
SRR5602054,,Senior,Jiangsu,0.5722609
SRR5602054,,Young,Jiangsu,0.42773908
SRR5602057,,Senior,Jiangsu,0.17857093
SRR5602057,,Young,Jiangsu,0.8214291
SRR5602066,,Senior,Jiangsu,0.08714928
SRR5602066,,Young,Jiangsu,0.91285074
SRR5602093,,Senior,Jiangsu,0.08475288
SRR5602093,,Young,Jiangsu,0.91524714
SRR5602098,,Senior,Jiangsu,0.0705692
SRR5602098,,Young,Jiangsu,0.9294308
SRR5602101,,Senior,Jiangsu,0.43270534
SRR5602101,,Young,Jiangsu,0.56729466
SRR5602123,,Senior,Jiangsu,0.5710929
SRR5602123,,Young,Jiangsu,0.42890707
SRR5602139,,Senior,Jiangsu,0.5691316
SRR5602139,,Young,Jiangsu,0.43086836
SRR5602148,,Senior,Jiangsu,0.5225221
SRR5602148,,Young,Jiangsu,0.47747788
SRR5602158,,Senior,Jiangsu,0.1434386
SRR5602158,,Young,Jiangsu,0.85656136
SRR5602170,,Senior,Jiangsu,0.56949186
SRR5602170,,Young,Jiangsu,0.43050817
SRR5602171,,Senior,Jiangsu,0.56951135
SRR5602171,,Young,Jiangsu,0.4304887
SRR5602180,,Senior,Jiangsu,0.5695127
SRR5602180,,Young,Jiangsu,0.43048728
SRR5602181,,Senior,Jiangsu,0.56881964
SRR5602181,,Young,Jiangsu,0.43118036
SRR5602194,,Senior,Jiangsu,0.5695128
SRR5602194,,Young,Jiangsu,0.43048716
SRR5602195,,Senior,Jiangsu,0.5685607
SRR5602195,,Young,Jiangsu,0.43143928
SRR5602207,,Senior,Jiangsu,0.52674556
SRR5602207,,Young,Jiangsu,0.4732545
SRR5602212,,Senior,Jiangsu,0.5500735
SRR5602212,,Young,Jiangsu,0.4499265
SRR5602214,,Senior,Jiangsu,0.5715133
SRR5602214,,Young,Jiangsu,0.42848665
SRR5602231,,Senior,Jiangsu,0.5695012
SRR5602231,,Young,Jiangsu,0.4304988
SRR5602246,,Senior,Jiangsu,0.56894153
SRR5602246,,Young,Jiangsu,0.4310585
SRR5602248,,Senior,Jiangsu,0.38631815
SRR5602248,,Young,Jiangsu,0.61368185
SRR5602252,,Senior,Jiangsu,0.07854191
SRR5602252,,Young,Jiangsu,0.92145807
SRR5602273,,Senior,Jiangsu,0.17560287
SRR5602273,,Young,Jiangsu,0.82439715
SRR5602279,,Senior,Jiangsu,0.038261954
SRR5602279,,Young,Jiangsu,0.96173805
SRR5602285,,Senior,Jiangsu,0.36625147
SRR5602285,,Young,Jiangsu,0.6337486
SRR5602304,,Senior,Jiangsu,0.08221556
SRR5602304,,Young,Jiangsu,0.9177844
SRR5602306,,Senior,Jiangsu,0.071972996
SRR5602306,,Young,Jiangsu,0.92802703
SRR5602310,,Senior,Jiangsu,0.18798967
SRR5602310,,Young,Jiangsu,0.8120103
SRR5602329,,Senior,Jiangsu,0.5577652
SRR5602329,,Young,Jiangsu,0.4422348
SRR5602342,,Senior,Jiangsu,0.5682809
SRR5602342,,Young,Jiangsu,0.43171915
SRR5602353,,Senior,Jiangsu,0.56892526
SRR5602353,,Young,Jiangsu,0.4310747
SRR5602354,,Senior,Jiangsu,0.5689515
SRR5602354,,Young,Jiangsu,0.43104857
SRR5610011,,Senior,Jiangsu,0.5694883
SRR5610011,,Young,Jiangsu,0.43051174
K124,,Senior,Italy,0.029484907
K124,,Young,Italy,0.9705151
K125,,Senior,Italy,0.03193187
K125,,Young,Italy,0.9680682
K301,,Senior,Italy,0.43488348
K301,,Young,Italy,0.5651165
K309,,Senior,Italy,0.50140965
K309,,Young,Italy,0.49859035
SRR3679970,,Senior,Sichuan,0.56472707
SRR3679970,,Young,Sichuan,0.43527296
SRR3679971,,Senior,Sichuan,0.34677553
SRR3679971,,Young,Sichuan,0.65322447
SRR3680024,,Senior,Sichuan,0.028565373
SRR3680024,,Young,Sichuan,0.9714346
SRR3680039,,Senior,Sichuan,0.19459122
SRR3680039,,Young,Sichuan,0.8054088
SRR3680049,,Senior,Sichuan,0.028565373
SRR3680049,,Young,Sichuan,0.9714346
SRR3680067,,Senior,Sichuan,0.22900167
SRR3680067,,Young,Sichuan,0.7709983
SRR3680070,,Senior,Sichuan,0.5012833
SRR3680070,,Young,Sichuan,0.49871677
SRR3680072,,Senior,Sichuan,0.3405246
SRR3680072,,Young,Sichuan,0.65947545
SRR3680079,,Senior,Sichuan,0.556214
SRR3680079,,Young,Sichuan,0.44378603
SRR3680083,,Senior,Sichuan,0.5586163
SRR3680083,,Young,Sichuan,0.44138375
SRR3680093,,Senior,Sichuan,0.1787355
SRR3680093,,Young,Sichuan,0.82126445
SRR5601981,,Senior,Jiangsu,0.373432
SRR5601981,,Young,Jiangsu,0.62656796
SRR5601986,,Senior,Jiangsu,0.028565386
SRR5601986,,Young,Jiangsu,0.9714346
SRR5601988,,Senior,Jiangsu,0.50140965
SRR5601988,,Young,Jiangsu,0.49859035
SRR5601994,,Senior,Jiangsu,0.3653828
SRR5601994,,Young,Jiangsu,0.6346172
SRR5602018,,Senior,Jiangsu,0.35396388
SRR5602018,,Young,Jiangsu,0.6460362
SRR5602030,,Senior,Jiangsu,0.028565373
SRR5602030,,Young,Jiangsu,0.9714346
SRR5602031,,Senior,Jiangsu,0.53406924
SRR5602031,,Young,Jiangsu,0.46593082
SRR5602036,,Senior,Jiangsu,0.42325273
SRR5602036,,Young,Jiangsu,0.5767473
SRR5602141,,Senior,Jiangsu,0.3817532
SRR5602141,,Young,Jiangsu,0.6182468
SRR5602142,,Senior,Jiangsu,0.5551288
SRR5602142,,Young,Jiangsu,0.4448712
SRR5602148,,Senior,Jiangsu,0.49017277
SRR5602148,,Young,Jiangsu,0.5098272
SRR5602154,,Senior,Jiangsu,0.550487
SRR5602154,,Young,Jiangsu,0.44951302
SRR5602170,,Senior,Jiangsu,0.5063622
SRR5602170,,Young,Jiangsu,0.4936378
SRR5602171,,Senior,Jiangsu,0.49885616
SRR5602171,,Young,Jiangsu,0.5011438
SRR5602178,,Senior,Jiangsu,0.034612887
SRR5602178,,Young,Jiangsu,0.96538717
SRR5602184,,Senior,Jiangsu,0.15047462
SRR5602184,,Young,Jiangsu,0.8495254
SRR5602194,,Senior,Jiangsu,0.028565373
SRR5602194,,Young,Jiangsu,0.9714346
SRR5602195,,Senior,Jiangsu,0.5667333
SRR5602195,,Young,Jiangsu,0.43326667
SRR5602197,,Senior,Jiangsu,0.27929932
SRR5602197,,Young,Jiangsu,0.7207006
SRR5602199,,Senior,Jiangsu,0.08476916
SRR5602199,,Young,Jiangsu,0.9152309
SRR5602204,,Senior,Jiangsu,0.3919889
SRR5602204,,Young,Jiangsu,0.60801107
SRR5602218,,Senior,Jiangsu,0.5142414
SRR5602218,,Young,Jiangsu,0.48575857
SRR5602224,,Senior,Jiangsu,0.5076162
SRR5602224,,Young,Jiangsu,0.49238375
SRR5602231,,Senior,Jiangsu,0.5577526
SRR5602231,,Young,Jiangsu,0.44224733
SRR5602249,,Senior,Jiangsu,0.028565373
SRR5602249,,Young,Jiangsu,0.9714346
SRR5602266,,Senior,Jiangsu,0.47292104
SRR5602266,,Young,Jiangsu,0.5270789
SRR5602275,,Senior,Jiangsu,0.40514758
SRR5602275,,Young,Jiangsu,0.59485245
