,SampleID,Env,Region,Contribution
SRR3679963,,Senior,Sichuan,0.59541756
SRR3679963,,Young,Sichuan,0.40458247
SRR3679967,,Senior,Sichuan,0.50251526
SRR3679967,,Young,Sichuan,0.49748474
SRR3679971,,Senior,Sichuan,0.5848658
SRR3679971,,Young,Sichuan,0.4151342
SRR3679979,,Senior,Sichuan,0.61883575
SRR3679979,,Young,Sichuan,0.38116428
SRR3679983,,Senior,Sichuan,0.6187184
SRR3679983,,Young,Sichuan,0.3812816
SRR3679987,,Senior,Sichuan,0.08928457
SRR3679987,,Young,Sichuan,0.9107154
SRR3679992,,Senior,Sichuan,0.6035386
SRR3679992,,Young,Sichuan,0.39646143
SRR3680031,,Senior,Sichuan,0.5624763
SRR3680031,,Young,Sichuan,0.43752372
SRR3680067,,Senior,Sichuan,0.15824741
SRR3680067,,Young,Sichuan,0.8417525
SRR3680068,,Senior,Sichuan,0.5904171
SRR3680068,,Young,Sichuan,0.40958285
SRR3680080,,Senior,Sichuan,0.6175841
SRR3680080,,Young,Sichuan,0.38241583
SRR3680093,,Senior,Sichuan,0.13898177
SRR3680093,,Young,Sichuan,0.86101824
SRR5601928,,Senior,Jiangsu,0.61908865
SRR5601928,,Young,Jiangsu,0.38091132
SRR5601965,,Senior,Jiangsu,0.58977026
SRR5601965,,Young,Jiangsu,0.41022968
SRR5601983,,Senior,Jiangsu,0.60915583
SRR5601983,,Young,Jiangsu,0.39084423
SRR5601989,,Senior,Jiangsu,0.5966933
SRR5601989,,Young,Jiangsu,0.4033067
SRR5602012,,Senior,Jiangsu,0.03225852
SRR5602012,,Young,Jiangsu,0.9677415
SRR5602015,,Senior,Jiangsu,0.604876
SRR5602015,,Young,Jiangsu,0.39512405
SRR5602017,,Senior,Jiangsu,0.61570936
SRR5602017,,Young,Jiangsu,0.3842906
SRR5602018,,Senior,Jiangsu,0.11994408
SRR5602018,,Young,Jiangsu,0.88005584
SRR5602030,,Senior,Jiangsu,0.60526645
SRR5602030,,Young,Jiangsu,0.39473355
SRR5602031,,Senior,Jiangsu,0.60195965
SRR5602031,,Young,Jiangsu,0.39804035
SRR5602038,,Senior,Jiangsu,0.60482085
SRR5602038,,Young,Jiangsu,0.39517915
SRR5602060,,Senior,Jiangsu,0.60530394
SRR5602060,,Young,Jiangsu,0.3946961
SRR5602098,,Senior,Jiangsu,0.2706504
SRR5602098,,Young,Jiangsu,0.7293496
SRR5602117,,Senior,Jiangsu,0.5817825
SRR5602117,,Young,Jiangsu,0.41821745
SRR5602118,,Senior,Jiangsu,0.6052383
SRR5602118,,Young,Jiangsu,0.39476168
SRR5602124,,Senior,Jiangsu,0.5229893
SRR5602124,,Young,Jiangsu,0.4770107
SRR5602142,,Senior,Jiangsu,0.6161908
SRR5602142,,Young,Jiangsu,0.38380927
SRR5602152,,Senior,Jiangsu,0.11419322
SRR5602152,,Young,Jiangsu,0.8858068
SRR5602157,,Senior,Jiangsu,0.58364797
SRR5602157,,Young,Jiangsu,0.416352
SRR5602172,,Senior,Jiangsu,0.5084787
SRR5602172,,Young,Jiangsu,0.4915213
SRR5602184,,Senior,Jiangsu,0.6030057
SRR5602184,,Young,Jiangsu,0.39699426
SRR5602202,,Senior,Jiangsu,0.6026001
SRR5602202,,Young,Jiangsu,0.39739987
SRR5602207,,Senior,Jiangsu,0.5967791
SRR5602207,,Young,Jiangsu,0.4032208
SRR5602215,,Senior,Jiangsu,0.03481489
SRR5602215,,Young,Jiangsu,0.9651851
SRR5602223,,Senior,Jiangsu,0.212681
SRR5602223,,Young,Jiangsu,0.78731906
SRR5602226,,Senior,Jiangsu,0.619138
SRR5602226,,Young,Jiangsu,0.380862
SRR5602249,,Senior,Jiangsu,0.6053474
SRR5602249,,Young,Jiangsu,0.39465263
SRR5602263,,Senior,Jiangsu,0.52345634
SRR5602263,,Young,Jiangsu,0.47654366
SRR5602270,,Senior,Jiangsu,0.17507829
SRR5602270,,Young,Jiangsu,0.8249218
SRR5602280,,Senior,Jiangsu,0.09786839
SRR5602280,,Young,Jiangsu,0.9021316
SRR5602287,,Senior,Jiangsu,0.61032623
SRR5602287,,Young,Jiangsu,0.38967374
SRR5602294,,Senior,Jiangsu,0.6053267
SRR5602294,,Young,Jiangsu,0.39467332
SRR5602296,,Senior,Jiangsu,0.1297044
SRR5602296,,Young,Jiangsu,0.87029564
SRR5602302,,Senior,Jiangsu,0.52104324
SRR5602302,,Young,Jiangsu,0.47895673
SRR5602304,,Senior,Jiangsu,0.03209648
SRR5602304,,Young,Jiangsu,0.96790355
SRR5602331,,Senior,Jiangsu,0.6071625
SRR5602331,,Young,Jiangsu,0.39283752
SRR5602337,,Senior,Jiangsu,0.619772
SRR5602337,,Young,Jiangsu,0.38022795
SRR5610011,,Senior,Jiangsu,0.4361515
SRR5610011,,Young,Jiangsu,0.5638485
C002,,Senior,Italy,0.104464434
C002,,Young,Italy,0.8955356
C054,,Senior,Italy,0.6013003
C054,,Young,Italy,0.39869973
K309,,Senior,Italy,0.6008877
K309,,Young,Italy,0.39911228
SRR3679930,,Senior,Sichuan,0.5946399
SRR3679930,,Young,Sichuan,0.40536
SRR3679968,,Senior,Sichuan,0.60320884
SRR3679968,,Young,Sichuan,0.3967912
SRR3679971,,Senior,Sichuan,0.5818361
SRR3679971,,Young,Sichuan,0.41816387
SRR3679979,,Senior,Sichuan,0.60133475
SRR3679979,,Young,Sichuan,0.39866525
SRR3680036,,Senior,Sichuan,0.54116255
SRR3680036,,Young,Sichuan,0.45883742
SRR3680045,,Senior,Sichuan,0.44733465
SRR3680045,,Young,Sichuan,0.55266535
SRR3680048,,Senior,Sichuan,0.5762672
SRR3680048,,Young,Sichuan,0.42373288
SRR3680072,,Senior,Sichuan,0.57679135
SRR3680072,,Young,Sichuan,0.42320865
SRR3680080,,Senior,Sichuan,0.60112894
SRR3680080,,Young,Sichuan,0.398871
SRR3680093,,Senior,Sichuan,0.101672426
SRR3680093,,Young,Sichuan,0.8983276
SRR5601925,,Senior,Jiangsu,0.59979326
SRR5601925,,Young,Jiangsu,0.4002067
SRR5601959,,Senior,Jiangsu,0.1014142
SRR5601959,,Young,Jiangsu,0.89858574
SRR5601983,,Senior,Jiangsu,0.6013995
SRR5601983,,Young,Jiangsu,0.39860052
SRR5601988,,Senior,Jiangsu,0.601195
SRR5601988,,Young,Jiangsu,0.39880496
SRR5601993,,Senior,Jiangsu,0.5405856
SRR5601993,,Young,Jiangsu,0.45941445
SRR5602020,,Senior,Jiangsu,0.6014311
SRR5602020,,Young,Jiangsu,0.39856887
SRR5602076,,Senior,Jiangsu,0.57544726
SRR5602076,,Young,Jiangsu,0.4245527
SRR5602080,,Senior,Jiangsu,0.60108435
SRR5602080,,Young,Jiangsu,0.39891568
SRR5602116,,Senior,Jiangsu,0.6014311
SRR5602116,,Young,Jiangsu,0.39856887
SRR5602117,,Senior,Jiangsu,0.60118383
SRR5602117,,Young,Jiangsu,0.39881614
SRR5602123,,Senior,Jiangsu,0.6014311
SRR5602123,,Young,Jiangsu,0.39856887
SRR5602124,,Senior,Jiangsu,0.3645975
SRR5602124,,Young,Jiangsu,0.6354025
SRR5602130,,Senior,Jiangsu,0.14350718
SRR5602130,,Young,Jiangsu,0.8564928
SRR5602151,,Senior,Jiangsu,0.6111187
SRR5602151,,Young,Jiangsu,0.3888813
SRR5602176,,Senior,Jiangsu,0.60134846
SRR5602176,,Young,Jiangsu,0.39865154
SRR5602181,,Senior,Jiangsu,0.60218614
SRR5602181,,Young,Jiangsu,0.39781395
SRR5602184,,Senior,Jiangsu,0.32531998
SRR5602184,,Young,Jiangsu,0.67468
SRR5602187,,Senior,Jiangsu,0.10162638
SRR5602187,,Young,Jiangsu,0.89837366
SRR5602192,,Senior,Jiangsu,0.32351783
SRR5602192,,Young,Jiangsu,0.67648214
SRR5602195,,Senior,Jiangsu,0.60096467
SRR5602195,,Young,Jiangsu,0.39903533
SRR5602196,,Senior,Jiangsu,0.5990685
SRR5602196,,Young,Jiangsu,0.4009315
SRR5602212,,Senior,Jiangsu,0.60142934
SRR5602212,,Young,Jiangsu,0.39857063
SRR5602225,,Senior,Jiangsu,0.6014311
SRR5602225,,Young,Jiangsu,0.39856887
SRR5602245,,Senior,Jiangsu,0.20320222
SRR5602245,,Young,Jiangsu,0.7967979
SRR5602246,,Senior,Jiangsu,0.109412506
SRR5602246,,Young,Jiangsu,0.89058757
SRR5602249,,Senior,Jiangsu,0.6014311
SRR5602249,,Young,Jiangsu,0.39856887
SRR5602257,,Senior,Jiangsu,0.34467468
SRR5602257,,Young,Jiangsu,0.65532535
SRR5602262,,Senior,Jiangsu,0.51068974
SRR5602262,,Young,Jiangsu,0.48931023
SRR5602267,,Senior,Jiangsu,0.16163163
SRR5602267,,Young,Jiangsu,0.83836836
SRR5602281,,Senior,Jiangsu,0.41382918
SRR5602281,,Young,Jiangsu,0.5861708
SRR5602285,,Senior,Jiangsu,0.570133
SRR5602285,,Young,Jiangsu,0.42986706
SRR5602286,,Senior,Jiangsu,0.60113597
SRR5602286,,Young,Jiangsu,0.398864
SRR5602293,,Senior,Jiangsu,0.40384144
SRR5602293,,Young,Jiangsu,0.59615856
SRR5602296,,Senior,Jiangsu,0.380843
SRR5602296,,Young,Jiangsu,0.619157
SRR5602302,,Senior,Jiangsu,0.6005078
SRR5602302,,Young,Jiangsu,0.3994922
SRR5602305,,Senior,Jiangsu,0.19211559
SRR5602305,,Young,Jiangsu,0.8078844
SRR5602320,,Senior,Jiangsu,0.11107235
SRR5602320,,Young,Jiangsu,0.8889276
SRR5602327,,Senior,Jiangsu,0.60091597
SRR5602327,,Young,Jiangsu,0.399084
SRR5602337,,Senior,Jiangsu,0.6007842
SRR5602337,,Young,Jiangsu,0.3992158
SRR5602339,,Senior,Jiangsu,0.19216278
SRR5602339,,Young,Jiangsu,0.8078372
SRR5602341,,Senior,Jiangsu,0.6014311
SRR5602341,,Young,Jiangsu,0.39856887
SRR5602353,,Senior,Jiangsu,0.60115963
SRR5602353,,Young,Jiangsu,0.39884034
C003,,Senior,Italy,0.20632304
C003,,Young,Italy,0.7936769
C048,,Senior,Italy,0.667417
C048,,Young,Italy,0.33258304
K100,,Senior,Italy,0.66415566
K100,,Young,Italy,0.33584437
K108,,Senior,Italy,0.6572809
K108,,Young,Italy,0.34271914
K119,,Senior,Italy,0.24741697
K119,,Young,Italy,0.752583
SRR3679936,,Senior,Sichuan,0.14616041
SRR3679936,,Young,Sichuan,0.8538395
SRR3679946,,Senior,Sichuan,0.14524698
SRR3679946,,Young,Sichuan,0.8547531
SRR3679970,,Senior,Sichuan,0.63385814
SRR3679970,,Young,Sichuan,0.3661419
SRR3679983,,Senior,Sichuan,0.6722944
SRR3679983,,Young,Sichuan,0.32770568
SRR3679985,,Senior,Sichuan,0.64890033
SRR3679985,,Young,Sichuan,0.35109964
SRR3680016,,Senior,Sichuan,0.12457247
SRR3680016,,Young,Sichuan,0.8754276
SRR3680035,,Senior,Sichuan,0.26205826
SRR3680035,,Young,Sichuan,0.7379418
SRR3680036,,Senior,Sichuan,0.64697015
SRR3680036,,Young,Sichuan,0.35302985
SRR3680042,,Senior,Sichuan,0.6153454
SRR3680042,,Young,Sichuan,0.38465458
SRR3680046,,Senior,Sichuan,0.6598937
SRR3680046,,Young,Sichuan,0.34010628
SRR3680049,,Senior,Sichuan,0.11517288
SRR3680049,,Young,Sichuan,0.88482714
SRR3680053,,Senior,Sichuan,0.6727301
SRR3680053,,Young,Sichuan,0.32726988
SRR3680058,,Senior,Sichuan,0.6598937
SRR3680058,,Young,Sichuan,0.34010628
SRR3680064,,Senior,Sichuan,0.631768
SRR3680064,,Young,Sichuan,0.36823195
SRR5601926,,Senior,Jiangsu,0.6419687
SRR5601926,,Young,Jiangsu,0.3580313
SRR5601959,,Senior,Jiangsu,0.11517288
SRR5601959,,Young,Jiangsu,0.88482714
SRR5601988,,Senior,Jiangsu,0.6660468
SRR5601988,,Young,Jiangsu,0.3339531
SRR5601994,,Senior,Jiangsu,0.6247423
SRR5601994,,Young,Jiangsu,0.3752577
SRR5601996,,Senior,Jiangsu,0.6598937
SRR5601996,,Young,Jiangsu,0.34010628
SRR5602012,,Senior,Jiangsu,0.11515953
SRR5602012,,Young,Jiangsu,0.8848405
SRR5602025,,Senior,Jiangsu,0.6348625
SRR5602025,,Young,Jiangsu,0.36513758
SRR5602027,,Senior,Jiangsu,0.50177246
SRR5602027,,Young,Jiangsu,0.49822754
SRR5602030,,Senior,Jiangsu,0.6598657
SRR5602030,,Young,Jiangsu,0.3401343
SRR5602032,,Senior,Jiangsu,0.6389497
SRR5602032,,Young,Jiangsu,0.3610503
SRR5602060,,Senior,Jiangsu,0.6537743
SRR5602060,,Young,Jiangsu,0.34622565
SRR5602062,,Senior,Jiangsu,0.10648631
SRR5602062,,Young,Jiangsu,0.89351374
SRR5602096,,Senior,Jiangsu,0.35873613
SRR5602096,,Young,Jiangsu,0.64126384
SRR5602099,,Senior,Jiangsu,0.6599737
SRR5602099,,Young,Jiangsu,0.34002632
SRR5602116,,Senior,Jiangsu,0.11517288
SRR5602116,,Young,Jiangsu,0.88482714
SRR5602133,,Senior,Jiangsu,0.6680157
SRR5602133,,Young,Jiangsu,0.33198428
SRR5602137,,Senior,Jiangsu,0.6598937
SRR5602137,,Young,Jiangsu,0.34010628
SRR5602154,,Senior,Jiangsu,0.6431665
SRR5602154,,Young,Jiangsu,0.3568335
SRR5602158,,Senior,Jiangsu,0.5322303
SRR5602158,,Young,Jiangsu,0.46776965
SRR5602175,,Senior,Jiangsu,0.627571
SRR5602175,,Young,Jiangsu,0.37242898
SRR5602177,,Senior,Jiangsu,0.6598937
SRR5602177,,Young,Jiangsu,0.34010628
SRR5602178,,Senior,Jiangsu,0.15476094
SRR5602178,,Young,Jiangsu,0.84523904
SRR5602212,,Senior,Jiangsu,0.65228915
SRR5602212,,Young,Jiangsu,0.3477109
SRR5602224,,Senior,Jiangsu,0.12327757
SRR5602224,,Young,Jiangsu,0.8767224
SRR5602230,,Senior,Jiangsu,0.35652918
SRR5602230,,Young,Jiangsu,0.6434709
SRR5602248,,Senior,Jiangsu,0.20754336
SRR5602248,,Young,Jiangsu,0.7924566
SRR5602262,,Senior,Jiangsu,0.5635736
SRR5602262,,Young,Jiangsu,0.4364264
SRR5602273,,Senior,Jiangsu,0.11667298
SRR5602273,,Young,Jiangsu,0.88332707
SRR5602275,,Senior,Jiangsu,0.25643346
SRR5602275,,Young,Jiangsu,0.7435665
SRR5602279,,Senior,Jiangsu,0.11517211
SRR5602279,,Young,Jiangsu,0.88482785
SRR5602281,,Senior,Jiangsu,0.6166696
SRR5602281,,Young,Jiangsu,0.3833304
SRR5602299,,Senior,Jiangsu,0.29909623
SRR5602299,,Young,Jiangsu,0.7009038
SRR5602347,,Senior,Jiangsu,0.65998685
SRR5602347,,Young,Jiangsu,0.34001312
SRR5602353,,Senior,Jiangsu,0.67254955
SRR5602353,,Young,Jiangsu,0.3274505
SRR5610010,,Senior,Jiangsu,0.66757184
SRR5610010,,Young,Jiangsu,0.33242816
SRR5610014,,Senior,Jiangsu,0.65968066
SRR5610014,,Young,Jiangsu,0.34031937
C002,,Senior,Italy,0.17112702
C002,,Young,Italy,0.828873
C007,,Senior,Italy,0.10347551
C007,,Young,Italy,0.89652455
C011,,Senior,Italy,0.49572486
C011,,Young,Italy,0.50427514
C024,,Senior,Italy,0.75154555
C024,,Young,Italy,0.24845444
K100,,Senior,Italy,0.7493752
K100,,Young,Italy,0.25062475
K306,,Senior,Italy,0.04290603
K306,,Young,Italy,0.95709395
SRR3679929,,Senior,Sichuan,0.23334393
SRR3679929,,Young,Sichuan,0.76665604
SRR3679930,,Senior,Sichuan,0.7591055
SRR3679930,,Young,Sichuan,0.24089442
SRR3679946,,Senior,Sichuan,0.12725596
SRR3679946,,Young,Sichuan,0.872744
SRR3679974,,Senior,Sichuan,0.64520466
SRR3679974,,Young,Sichuan,0.35479534
SRR3679976,,Senior,Sichuan,0.6930658
SRR3679976,,Young,Sichuan,0.30693418
SRR3680017,,Senior,Sichuan,0.6957485
SRR3680017,,Young,Sichuan,0.30425143
SRR3680028,,Senior,Sichuan,0.1897602
SRR3680028,,Young,Sichuan,0.8102398
SRR3680048,,Senior,Sichuan,0.65800065
SRR3680048,,Young,Sichuan,0.3419994
SRR3680059,,Senior,Sichuan,0.7421837
SRR3680059,,Young,Sichuan,0.2578163
SRR5601924,,Senior,Jiangsu,0.39983597
SRR5601924,,Young,Jiangsu,0.60016406
SRR5601926,,Senior,Jiangsu,0.7154778
SRR5601926,,Young,Jiangsu,0.28452218
SRR5601933,,Senior,Jiangsu,0.064324796
SRR5601933,,Young,Jiangsu,0.9356752
SRR5601967,,Senior,Jiangsu,0.10161322
SRR5601967,,Young,Jiangsu,0.8983867
SRR5601981,,Senior,Jiangsu,0.60777146
SRR5601981,,Young,Jiangsu,0.39222854
SRR5601984,,Senior,Jiangsu,0.6708042
SRR5601984,,Young,Jiangsu,0.3291958
SRR5601989,,Senior,Jiangsu,0.75136
SRR5601989,,Young,Jiangsu,0.24863999
SRR5602027,,Senior,Jiangsu,0.70510733
SRR5602027,,Young,Jiangsu,0.2948927
SRR5602034,,Senior,Jiangsu,0.76298916
SRR5602034,,Young,Jiangsu,0.23701084
SRR5602038,,Senior,Jiangsu,0.742089
SRR5602038,,Young,Jiangsu,0.25791097
SRR5602062,,Senior,Jiangsu,0.14312108
SRR5602062,,Young,Jiangsu,0.85687894
SRR5602066,,Senior,Jiangsu,0.29997927
SRR5602066,,Young,Jiangsu,0.70002073
SRR5602076,,Senior,Jiangsu,0.116513096
SRR5602076,,Young,Jiangsu,0.883487
SRR5602080,,Senior,Jiangsu,0.7555478
SRR5602080,,Young,Jiangsu,0.2444522
SRR5602115,,Senior,Jiangsu,0.7512557
SRR5602115,,Young,Jiangsu,0.24874434
SRR5602131,,Senior,Jiangsu,0.742089
SRR5602131,,Young,Jiangsu,0.25791097
SRR5602143,,Senior,Jiangsu,0.06397514
SRR5602143,,Young,Jiangsu,0.93602484
SRR5602148,,Senior,Jiangsu,0.5409971
SRR5602148,,Young,Jiangsu,0.45900288
SRR5602151,,Senior,Jiangsu,0.73402745
SRR5602151,,Young,Jiangsu,0.26597258
SRR5602158,,Senior,Jiangsu,0.42762804
SRR5602158,,Young,Jiangsu,0.5723719
SRR5602173,,Senior,Jiangsu,0.76078343
SRR5602173,,Young,Jiangsu,0.2392166
SRR5602174,,Senior,Jiangsu,0.5843599
SRR5602174,,Young,Jiangsu,0.4156401
SRR5602181,,Senior,Jiangsu,0.7608788
SRR5602181,,Young,Jiangsu,0.23912126
SRR5602184,,Senior,Jiangsu,0.083952844
SRR5602184,,Young,Jiangsu,0.9160471
SRR5602187,,Senior,Jiangsu,0.14618711
SRR5602187,,Young,Jiangsu,0.85381293
SRR5602199,,Senior,Jiangsu,0.7418136
SRR5602199,,Young,Jiangsu,0.2581864
SRR5602201,,Senior,Jiangsu,0.6886871
SRR5602201,,Young,Jiangsu,0.31131294
SRR5602202,,Senior,Jiangsu,0.74055064
SRR5602202,,Young,Jiangsu,0.25944942
SRR5602217,,Senior,Jiangsu,0.37462208
SRR5602217,,Young,Jiangsu,0.6253779
SRR5602224,,Senior,Jiangsu,0.14585018
SRR5602224,,Young,Jiangsu,0.8541498
SRR5602226,,Senior,Jiangsu,0.76004654
SRR5602226,,Young,Jiangsu,0.23995346
SRR5602250,,Senior,Jiangsu,0.7561723
SRR5602250,,Young,Jiangsu,0.2438277
SRR5602257,,Senior,Jiangsu,0.45399702
SRR5602257,,Young,Jiangsu,0.54600304
SRR5602275,,Senior,Jiangsu,0.3672637
SRR5602275,,Young,Jiangsu,0.6327363
SRR5602294,,Senior,Jiangsu,0.76312536
SRR5602294,,Young,Jiangsu,0.23687464
SRR5602296,,Senior,Jiangsu,0.18072224
SRR5602296,,Young,Jiangsu,0.81927776
SRR5602297,,Senior,Jiangsu,0.742089
SRR5602297,,Young,Jiangsu,0.25791097
SRR5602311,,Senior,Jiangsu,0.7420889
SRR5602311,,Young,Jiangsu,0.25791106
SRR5602328,,Senior,Jiangsu,0.75830615
SRR5602328,,Young,Jiangsu,0.24169385
SRR5609969,,Senior,Jiangsu,0.76253664
SRR5609969,,Young,Jiangsu,0.23746336
C003,,Senior,Italy,0.34780052
C003,,Young,Italy,0.6521995
K316,,Senior,Italy,0.15227762
K316,,Young,Italy,0.84772235
SRR3679931,,Senior,Sichuan,0.7568665
SRR3679931,,Young,Sichuan,0.2431335
SRR3679963,,Senior,Sichuan,0.7558276
SRR3679963,,Young,Sichuan,0.24417238
SRR3679968,,Senior,Sichuan,0.780157
SRR3679968,,Young,Sichuan,0.219843
SRR3679991,,Senior,Sichuan,0.73183256
SRR3679991,,Young,Sichuan,0.26816747
SRR3679992,,Senior,Sichuan,0.77051604
SRR3679992,,Young,Sichuan,0.22948399
SRR3679996,,Senior,Sichuan,0.7759011
SRR3679996,,Young,Sichuan,0.22409894
SRR3680028,,Senior,Sichuan,0.1899736
SRR3680028,,Young,Sichuan,0.81002647
SRR3680039,,Senior,Sichuan,0.16341753
SRR3680039,,Young,Sichuan,0.8365824
SRR3680043,,Senior,Sichuan,0.7424706
SRR3680043,,Young,Sichuan,0.2575294
SRR3680058,,Senior,Sichuan,0.7695154
SRR3680058,,Young,Sichuan,0.2304846
SRR3680078,,Senior,Sichuan,0.15354213
SRR3680078,,Young,Sichuan,0.84645784
SRR3680085,,Senior,Sichuan,0.7747643
SRR3680085,,Young,Sichuan,0.2252357
SRR3680093,,Senior,Sichuan,0.1519395
SRR3680093,,Young,Sichuan,0.8480605
SRR5601934,,Senior,Jiangsu,0.7695154
SRR5601934,,Young,Jiangsu,0.2304846
SRR5601967,,Senior,Jiangsu,0.5791399
SRR5601967,,Young,Jiangsu,0.4208601
SRR5601989,,Senior,Jiangsu,0.7786515
SRR5601989,,Young,Jiangsu,0.2213485
SRR5601990,,Senior,Jiangsu,0.740176
SRR5601990,,Young,Jiangsu,0.25982398
SRR5602018,,Senior,Jiangsu,0.1678319
SRR5602018,,Young,Jiangsu,0.8321681
SRR5602021,,Senior,Jiangsu,0.7255138
SRR5602021,,Young,Jiangsu,0.27448615
SRR5602030,,Senior,Jiangsu,0.7695142
SRR5602030,,Young,Jiangsu,0.23048578
SRR5602054,,Senior,Jiangsu,0.7695154
SRR5602054,,Young,Jiangsu,0.23048462
SRR5602063,,Senior,Jiangsu,0.769488
SRR5602063,,Young,Jiangsu,0.23051198
SRR5602097,,Senior,Jiangsu,0.29581034
SRR5602097,,Young,Jiangsu,0.7041896
SRR5602101,,Senior,Jiangsu,0.7695154
SRR5602101,,Young,Jiangsu,0.2304846
SRR5602116,,Senior,Jiangsu,0.15206908
SRR5602116,,Young,Jiangsu,0.84793097
SRR5602122,,Senior,Jiangsu,0.26407802
SRR5602122,,Young,Jiangsu,0.735922
SRR5602123,,Senior,Jiangsu,0.769507
SRR5602123,,Young,Jiangsu,0.23049307
SRR5602130,,Senior,Jiangsu,0.2393413
SRR5602130,,Young,Jiangsu,0.7606587
SRR5602135,,Senior,Jiangsu,0.18558742
SRR5602135,,Young,Jiangsu,0.8144126
SRR5602136,,Senior,Jiangsu,0.76724255
SRR5602136,,Young,Jiangsu,0.23275751
SRR5602148,,Senior,Jiangsu,0.7084826
SRR5602148,,Young,Jiangsu,0.29151735
SRR5602170,,Senior,Jiangsu,0.77998996
SRR5602170,,Young,Jiangsu,0.22001003
SRR5602175,,Senior,Jiangsu,0.7711799
SRR5602175,,Young,Jiangsu,0.22882012
SRR5602180,,Senior,Jiangsu,0.77002305
SRR5602180,,Young,Jiangsu,0.2299769
SRR5602185,,Senior,Jiangsu,0.7700406
SRR5602185,,Young,Jiangsu,0.22995937
SRR5602199,,Senior,Jiangsu,0.15213843
SRR5602199,,Young,Jiangsu,0.8478615
SRR5602212,,Senior,Jiangsu,0.76963866
SRR5602212,,Young,Jiangsu,0.23036134
SRR5602217,,Senior,Jiangsu,0.6882305
SRR5602217,,Young,Jiangsu,0.31176946
SRR5602225,,Senior,Jiangsu,0.7695154
SRR5602225,,Young,Jiangsu,0.2304846
SRR5602246,,Senior,Jiangsu,0.18008006
SRR5602246,,Young,Jiangsu,0.8199199
SRR5602255,,Senior,Jiangsu,0.73803157
SRR5602255,,Young,Jiangsu,0.26196837
SRR5602261,,Senior,Jiangsu,0.4306532
SRR5602261,,Young,Jiangsu,0.56934685
SRR5602279,,Senior,Jiangsu,0.15206909
SRR5602279,,Young,Jiangsu,0.84793097
SRR5602280,,Senior,Jiangsu,0.15177773
SRR5602280,,Young,Jiangsu,0.8482223
SRR5602287,,Senior,Jiangsu,0.23450035
SRR5602287,,Young,Jiangsu,0.76549965
SRR5602289,,Senior,Jiangsu,0.7721821
SRR5602289,,Young,Jiangsu,0.22781792
SRR5602313,,Senior,Jiangsu,0.7693422
SRR5602313,,Young,Jiangsu,0.2306578
SRR5602314,,Senior,Jiangsu,0.7695154
SRR5602314,,Young,Jiangsu,0.2304846
SRR5602327,,Senior,Jiangsu,0.76393986
SRR5602327,,Young,Jiangsu,0.2360602
SRR5602329,,Senior,Jiangsu,0.7698425
SRR5602329,,Young,Jiangsu,0.23015751
SRR5602338,,Senior,Jiangsu,0.24875586
SRR5602338,,Young,Jiangsu,0.7512442
SRR5602341,,Senior,Jiangsu,0.7695154
SRR5602341,,Young,Jiangsu,0.2304846
SRR5802183,,Senior,Jiangsu,0.15052113
SRR5802183,,Young,Jiangsu,0.84947884
C007,,Senior,Italy,0.152485
C007,,Young,Italy,0.84751505
K100,,Senior,Italy,0.7516122
K100,,Young,Italy,0.24838786
SRR3679965,,Senior,Sichuan,0.75306505
SRR3679965,,Young,Sichuan,0.24693492
SRR3679968,,Senior,Sichuan,0.75349915
SRR3679968,,Young,Sichuan,0.24650083
SRR3679969,,Senior,Sichuan,0.7433081
SRR3679969,,Young,Sichuan,0.2566919
SRR3679970,,Senior,Sichuan,0.75755453
SRR3679970,,Young,Sichuan,0.24244547
SRR3679977,,Senior,Sichuan,0.73546
SRR3679977,,Young,Sichuan,0.26454005
SRR3679987,,Senior,Sichuan,0.18458976
SRR3679987,,Young,Sichuan,0.81541026
SRR3679988,,Senior,Sichuan,0.7531596
SRR3679988,,Young,Sichuan,0.24684037
SRR3680036,,Senior,Sichuan,0.7207896
SRR3680036,,Young,Sichuan,0.2792104
SRR3680055,,Senior,Sichuan,0.75310165
SRR3680055,,Young,Sichuan,0.24689837
SRR3680070,,Senior,Sichuan,0.7268049
SRR3680070,,Young,Sichuan,0.27319512
SRR3680072,,Senior,Sichuan,0.71141267
SRR3680072,,Young,Sichuan,0.2885874
SRR3680085,,Senior,Sichuan,0.7529588
SRR3680085,,Young,Sichuan,0.24704124
SRR5601929,,Senior,Jiangsu,0.73183113
SRR5601929,,Young,Jiangsu,0.2681688
SRR5601990,,Senior,Jiangsu,0.7330333
SRR5601990,,Young,Jiangsu,0.2669667
SRR5601995,,Senior,Jiangsu,0.34287015
SRR5601995,,Young,Jiangsu,0.6571298
SRR5602012,,Senior,Jiangsu,0.7530543
SRR5602012,,Young,Jiangsu,0.24694568
SRR5602014,,Senior,Jiangsu,0.58668804
SRR5602014,,Young,Jiangsu,0.4133119
SRR5602017,,Senior,Jiangsu,0.75292563
SRR5602017,,Young,Jiangsu,0.24707432
SRR5602021,,Senior,Jiangsu,0.66891384
SRR5602021,,Young,Jiangsu,0.33108616
SRR5602023,,Senior,Jiangsu,0.7538361
SRR5602023,,Young,Jiangsu,0.24616396
SRR5602054,,Senior,Jiangsu,0.7531007
SRR5602054,,Young,Jiangsu,0.24689929
SRR5602062,,Senior,Jiangsu,0.14511752
SRR5602062,,Young,Jiangsu,0.8548825
