,SampleID,Env,Region,Contribution
SRR5602122,,Young,Jiangsu,0.68620056
SRR5602123,,Senior,Jiangsu,0.6581885
SRR5602123,,Young,Jiangsu,0.34181148
SRR5602131,,Senior,Jiangsu,0.55028844
SRR5602131,,Young,Jiangsu,0.44971156
SRR5602166,,Senior,Jiangsu,0.6484611
SRR5602166,,Young,Jiangsu,0.35153896
SRR5602170,,Senior,Jiangsu,0.66570866
SRR5602170,,Young,Jiangsu,0.33429137
SRR5602172,,Senior,Jiangsu,0.6094249
SRR5602172,,Young,Jiangsu,0.3905751
SRR5602175,,Senior,Jiangsu,0.6659573
SRR5602175,,Young,Jiangsu,0.33404273
SRR5602176,,Senior,Jiangsu,0.6671201
SRR5602176,,Young,Jiangsu,0.33287993
SRR5602189,,Senior,Jiangsu,0.65816313
SRR5602189,,Young,Jiangsu,0.34183687
SRR5602192,,Senior,Jiangsu,0.47356132
SRR5602192,,Young,Jiangsu,0.5264387
SRR5602201,,Senior,Jiangsu,0.6409917
SRR5602201,,Young,Jiangsu,0.35900834
SRR5602203,,Senior,Jiangsu,0.65821445
SRR5602203,,Young,Jiangsu,0.34178558
SRR5602207,,Senior,Jiangsu,0.66458076
SRR5602207,,Young,Jiangsu,0.3354193
SRR5602212,,Senior,Jiangsu,0.65623003
SRR5602212,,Young,Jiangsu,0.34377
SRR5602213,,Senior,Jiangsu,0.11690998
SRR5602213,,Young,Jiangsu,0.88309
SRR5602218,,Senior,Jiangsu,0.5727537
SRR5602218,,Young,Jiangsu,0.42724624
SRR5602245,,Senior,Jiangsu,0.6384674
SRR5602245,,Young,Jiangsu,0.3615326
SRR5602253,,Senior,Jiangsu,0.49636987
SRR5602253,,Young,Jiangsu,0.5036301
SRR5602279,,Senior,Jiangsu,0.11708171
SRR5602279,,Young,Jiangsu,0.88291836
SRR5602299,,Senior,Jiangsu,0.16128942
SRR5602299,,Young,Jiangsu,0.8387106
SRR5602311,,Senior,Jiangsu,0.6582169
SRR5602311,,Young,Jiangsu,0.34178314
SRR5602312,,Senior,Jiangsu,0.6599767
SRR5602312,,Young,Jiangsu,0.34002328
SRR5602320,,Senior,Jiangsu,0.11825601
SRR5602320,,Young,Jiangsu,0.88174397
SRR5602328,,Senior,Jiangsu,0.5655915
SRR5602328,,Young,Jiangsu,0.43440843
SRR5602329,,Senior,Jiangsu,0.65694034
SRR5602329,,Young,Jiangsu,0.3430596
SRR5602337,,Senior,Jiangsu,0.6684194
SRR5602337,,Young,Jiangsu,0.33158064
SRR5602354,,Senior,Jiangsu,0.6533492
SRR5602354,,Young,Jiangsu,0.34665078
SRR5610011,,Senior,Jiangsu,0.5013416
SRR5610011,,Young,Jiangsu,0.4986584
SRR5610085,,Senior,Jiangsu,0.11814707
SRR5610085,,Young,Jiangsu,0.88185287
C024,,Senior,Italy,0.8130815
C024,,Young,Italy,0.18691853
K106,,Senior,Italy,0.7725924
K106,,Young,Italy,0.22740753
K309,,Senior,Italy,0.8938197
K309,,Young,Italy,0.10618031
SRR3679940,,Senior,Sichuan,0.35742214
SRR3679940,,Young,Sichuan,0.6425778
SRR3679945,,Senior,Sichuan,0.8273626
SRR3679945,,Young,Sichuan,0.1726374
SRR3679985,,Senior,Sichuan,0.8192674
SRR3679985,,Young,Sichuan,0.18073265
SRR3679990,,Senior,Sichuan,0.76890516
SRR3679990,,Young,Sichuan,0.23109475
SRR3680044,,Senior,Sichuan,0.8130803
SRR3680044,,Young,Sichuan,0.18691966
SRR3680045,,Senior,Sichuan,0.48494884
SRR3680045,,Young,Sichuan,0.5150511
SRR3680046,,Senior,Sichuan,0.8130803
SRR3680046,,Young,Sichuan,0.18691966
SRR3680058,,Senior,Sichuan,0.81308115
SRR3680058,,Young,Sichuan,0.18691884
SRR3680063,,Senior,Sichuan,0.80703247
SRR3680063,,Young,Sichuan,0.19296749
SRR3680072,,Senior,Sichuan,0.7755221
SRR3680072,,Young,Sichuan,0.22447784
SRR3680079,,Senior,Sichuan,0.872522
SRR3680079,,Young,Sichuan,0.12747799
SRR3680080,,Senior,Sichuan,0.90147316
SRR3680080,,Young,Sichuan,0.09852679
SRR5601942,,Senior,Jiangsu,0.26128528
SRR5601942,,Young,Jiangsu,0.7387147
SRR5601983,,Senior,Jiangsu,0.8859254
SRR5601983,,Young,Jiangsu,0.11407455
SRR5602008,,Senior,Jiangsu,0.90022075
SRR5602008,,Young,Jiangsu,0.09977927
SRR5602026,,Senior,Jiangsu,0.23289801
SRR5602026,,Young,Jiangsu,0.76710194
SRR5602032,,Senior,Jiangsu,0.6791204
SRR5602032,,Young,Jiangsu,0.32087958
SRR5602060,,Senior,Jiangsu,0.8129688
SRR5602060,,Young,Jiangsu,0.18703124
SRR5602096,,Senior,Jiangsu,0.43203494
SRR5602096,,Young,Jiangsu,0.56796503
SRR5602115,,Senior,Jiangsu,0.81613564
SRR5602115,,Young,Jiangsu,0.18386438
SRR5602116,,Senior,Jiangsu,0.8130803
SRR5602116,,Young,Jiangsu,0.18691966
SRR5602117,,Senior,Jiangsu,0.8754432
SRR5602117,,Young,Jiangsu,0.12455676
SRR5602118,,Senior,Jiangsu,0.5146417
SRR5602118,,Young,Jiangsu,0.48535836
SRR5602122,,Senior,Jiangsu,0.1471927
SRR5602122,,Young,Jiangsu,0.8528073
SRR5602137,,Senior,Jiangsu,0.8130803
SRR5602137,,Young,Jiangsu,0.18691966
SRR5602140,,Senior,Jiangsu,0.44457382
SRR5602140,,Young,Jiangsu,0.5554262
SRR5602142,,Senior,Jiangsu,0.89714116
SRR5602142,,Young,Jiangsu,0.10285887
SRR5602153,,Senior,Jiangsu,0.15424508
SRR5602153,,Young,Jiangsu,0.84575486
SRR5602170,,Senior,Jiangsu,0.90191686
SRR5602170,,Young,Jiangsu,0.098083116
SRR5602175,,Senior,Jiangsu,0.8130803
SRR5602175,,Young,Jiangsu,0.18691966
SRR5602185,,Senior,Jiangsu,0.8997498
SRR5602185,,Young,Jiangsu,0.100250125
SRR5602194,,Senior,Jiangsu,0.8130803
SRR5602194,,Young,Jiangsu,0.18691966
SRR5602196,,Senior,Jiangsu,0.8480486
SRR5602196,,Young,Jiangsu,0.15195136
SRR5602199,,Senior,Jiangsu,0.79077697
SRR5602199,,Young,Jiangsu,0.20922297
SRR5602202,,Senior,Jiangsu,0.8346067
SRR5602202,,Young,Jiangsu,0.16539325
SRR5602225,,Senior,Jiangsu,0.8130803
SRR5602225,,Young,Jiangsu,0.18691966
SRR5602233,,Senior,Jiangsu,0.8240532
SRR5602233,,Young,Jiangsu,0.1759468
SRR5602255,,Senior,Jiangsu,0.80256873
SRR5602255,,Young,Jiangsu,0.19743128
SRR5602257,,Senior,Jiangsu,0.8390401
SRR5602257,,Young,Jiangsu,0.1609599
SRR5602258,,Senior,Jiangsu,0.14134645
SRR5602258,,Young,Jiangsu,0.85865355
SRR5602262,,Senior,Jiangsu,0.79723704
SRR5602262,,Young,Jiangsu,0.20276292
SRR5602263,,Senior,Jiangsu,0.57242155
SRR5602263,,Young,Jiangsu,0.42757842
SRR5602264,,Senior,Jiangsu,0.8821946
SRR5602264,,Young,Jiangsu,0.11780544
SRR5602271,,Senior,Jiangsu,0.8130803
SRR5602271,,Young,Jiangsu,0.18691966
SRR5602279,,Senior,Jiangsu,0.5069833
SRR5602279,,Young,Jiangsu,0.4930167
SRR5602293,,Senior,Jiangsu,0.5719986
SRR5602293,,Young,Jiangsu,0.42800143
SRR5602296,,Senior,Jiangsu,0.19667043
SRR5602296,,Young,Jiangsu,0.8033295
SRR5602299,,Senior,Jiangsu,0.18600088
SRR5602299,,Young,Jiangsu,0.81399906
SRR5602315,,Senior,Jiangsu,0.26272646
SRR5602315,,Young,Jiangsu,0.7372735
SRR5602318,,Senior,Jiangsu,0.8196209
SRR5602318,,Young,Jiangsu,0.18037903
SRR5602336,,Senior,Jiangsu,0.8950306
SRR5602336,,Young,Jiangsu,0.10496936
SRR5610011,,Senior,Jiangsu,0.8658472
SRR5610011,,Young,Jiangsu,0.13415281
K105,,Senior,Italy,0.6188867
K105,,Young,Italy,0.3811133
K119,,Senior,Italy,0.17675442
K119,,Young,Italy,0.82324564
K125,,Senior,Italy,0.12033972
K125,,Young,Italy,0.8796603
SRR3679929,,Senior,Sichuan,0.22462943
SRR3679929,,Young,Sichuan,0.7753706
SRR3679945,,Senior,Sichuan,0.62832195
SRR3679945,,Young,Sichuan,0.37167808
SRR3679983,,Senior,Sichuan,0.6675684
SRR3679983,,Young,Sichuan,0.33243164
SRR3680016,,Senior,Sichuan,0.23605014
SRR3680016,,Young,Sichuan,0.7639499
SRR3680024,,Senior,Sichuan,0.668131
SRR3680024,,Young,Sichuan,0.33186898
SRR3680035,,Senior,Sichuan,0.51180977
SRR3680035,,Young,Sichuan,0.4881903
SRR3680055,,Senior,Sichuan,0.668131
SRR3680055,,Young,Sichuan,0.33186898
SRR3680058,,Senior,Sichuan,0.668131
SRR3680058,,Young,Sichuan,0.33186898
SRR3680064,,Senior,Sichuan,0.5377646
SRR3680064,,Young,Sichuan,0.4622354
SRR3680068,,Senior,Sichuan,0.5277738
SRR3680068,,Young,Sichuan,0.47222623
SRR3680072,,Senior,Sichuan,0.5972722
SRR3680072,,Young,Sichuan,0.40272775
SRR3680079,,Senior,Sichuan,0.6678775
SRR3680079,,Young,Sichuan,0.3321225
SRR3680080,,Senior,Sichuan,0.6687256
SRR3680080,,Young,Sichuan,0.3312744
SRR3680084,,Senior,Sichuan,0.13126044
SRR3680084,,Young,Sichuan,0.86873955
SRR5601923,,Senior,Jiangsu,0.6678364
SRR5601923,,Young,Jiangsu,0.3321636
SRR5601986,,Senior,Jiangsu,0.668131
SRR5601986,,Young,Jiangsu,0.33186898
SRR5602015,,Senior,Jiangsu,0.6673213
SRR5602015,,Young,Jiangsu,0.33267868
SRR5602026,,Senior,Jiangsu,0.18143116
SRR5602026,,Young,Jiangsu,0.8185688
SRR5602027,,Senior,Jiangsu,0.60489666
SRR5602027,,Young,Jiangsu,0.39510337
SRR5602034,,Senior,Jiangsu,0.6610768
SRR5602034,,Young,Jiangsu,0.33892328
SRR5602036,,Senior,Jiangsu,0.4700334
SRR5602036,,Young,Jiangsu,0.52996665
SRR5602058,,Senior,Jiangsu,0.14614487
SRR5602058,,Young,Jiangsu,0.8538552
SRR5602062,,Senior,Jiangsu,0.64395803
SRR5602062,,Young,Jiangsu,0.35604203
SRR5602063,,Senior,Jiangsu,0.6603564
SRR5602063,,Young,Jiangsu,0.33964354
SRR5602066,,Senior,Jiangsu,0.46876854
SRR5602066,,Young,Jiangsu,0.53123146
SRR5602096,,Senior,Jiangsu,0.22690728
SRR5602096,,Young,Jiangsu,0.77309275
SRR5602098,,Senior,Jiangsu,0.3797355
SRR5602098,,Young,Jiangsu,0.62026453
SRR5602101,,Senior,Jiangsu,0.668131
SRR5602101,,Young,Jiangsu,0.33186898
SRR5602123,,Senior,Jiangsu,0.032939345
SRR5602123,,Young,Jiangsu,0.9670606
SRR5602124,,Senior,Jiangsu,0.34601966
SRR5602124,,Young,Jiangsu,0.6539804
SRR5602136,,Senior,Jiangsu,0.66656244
SRR5602136,,Young,Jiangsu,0.3334376
SRR5602151,,Senior,Jiangsu,0.66052836
SRR5602151,,Young,Jiangsu,0.3394716
SRR5602152,,Senior,Jiangsu,0.6598583
SRR5602152,,Young,Jiangsu,0.34014177
SRR5602180,,Senior,Jiangsu,0.66794926
SRR5602180,,Young,Jiangsu,0.33205074
SRR5602189,,Senior,Jiangsu,0.6675251
SRR5602189,,Young,Jiangsu,0.33247486
SRR5602195,,Senior,Jiangsu,0.67014366
SRR5602195,,Young,Jiangsu,0.32985634
SRR5602198,,Senior,Jiangsu,0.6675693
SRR5602198,,Young,Jiangsu,0.33243075
SRR5602217,,Senior,Jiangsu,0.5614081
SRR5602217,,Young,Jiangsu,0.43859193
SRR5602232,,Senior,Jiangsu,0.604348
SRR5602232,,Young,Jiangsu,0.39565194
SRR5602262,,Senior,Jiangsu,0.33495766
SRR5602262,,Young,Jiangsu,0.66504234
SRR5602263,,Senior,Jiangsu,0.4434871
SRR5602263,,Young,Jiangsu,0.5565129
SRR5602265,,Senior,Jiangsu,0.15858725
SRR5602265,,Young,Jiangsu,0.8414128
SRR5602271,,Senior,Jiangsu,0.5799148
SRR5602271,,Young,Jiangsu,0.4200852
SRR5602281,,Senior,Jiangsu,0.38305828
SRR5602281,,Young,Jiangsu,0.6169417
SRR5602285,,Senior,Jiangsu,0.65662456
SRR5602285,,Young,Jiangsu,0.3433754
SRR5602293,,Senior,Jiangsu,0.30994543
SRR5602293,,Young,Jiangsu,0.6900546
SRR5602323,,Senior,Jiangsu,0.66798705
SRR5602323,,Young,Jiangsu,0.332013
SRR5602329,,Senior,Jiangsu,0.6680613
SRR5602329,,Young,Jiangsu,0.33193865
SRR5602331,,Senior,Jiangsu,0.032939345
SRR5602331,,Young,Jiangsu,0.9670606
SRR5602339,,Senior,Jiangsu,0.6498946
SRR5602339,,Young,Jiangsu,0.35010538
SRR5610008,,Senior,Jiangsu,0.26953408
SRR5610008,,Young,Jiangsu,0.73046595
SRR5802183,,Senior,Jiangsu,0.12123562
SRR5802183,,Young,Jiangsu,0.87876445
C002,,Senior,Italy,0.13317971
C002,,Young,Italy,0.8668203
C048,,Senior,Italy,0.6981553
C048,,Young,Italy,0.30184472
K119,,Senior,Italy,0.16703483
K119,,Young,Italy,0.83296514
K124,,Senior,Italy,0.12760708
K124,,Young,Italy,0.87239295
K125,,Senior,Italy,0.12533528
K125,,Young,Italy,0.87466466
K316,,Senior,Italy,0.1598387
K316,,Young,Italy,0.84016126
SRR3679931,,Senior,Sichuan,0.6856366
SRR3679931,,Young,Sichuan,0.31436342
SRR3679940,,Senior,Sichuan,0.5146594
SRR3679940,,Young,Sichuan,0.48534054
SRR3679963,,Senior,Sichuan,0.6641896
SRR3679963,,Young,Sichuan,0.33581048
SRR3679967,,Senior,Sichuan,0.6438375
SRR3679967,,Young,Sichuan,0.35616243
SRR3679968,,Senior,Sichuan,0.69186014
SRR3679968,,Young,Sichuan,0.30813983
SRR3679979,,Senior,Sichuan,0.6979123
SRR3679979,,Young,Sichuan,0.30208772
SRR3679989,,Senior,Sichuan,0.6797927
SRR3679989,,Young,Sichuan,0.32020727
SRR3679992,,Senior,Sichuan,0.6840659
SRR3679992,,Young,Sichuan,0.3159341
SRR3679994,,Senior,Sichuan,0.6107742
SRR3679994,,Young,Sichuan,0.38922578
SRR3679998,,Senior,Sichuan,0.6856144
SRR3679998,,Young,Sichuan,0.31438562
SRR3680043,,Senior,Sichuan,0.66830295
SRR3680043,,Young,Sichuan,0.33169708
SRR3680049,,Senior,Sichuan,0.675155
SRR3680049,,Young,Sichuan,0.32484502
SRR3680055,,Senior,Sichuan,0.6984377
SRR3680055,,Young,Sichuan,0.3015623
SRR3680063,,Senior,Sichuan,0.6668326
SRR3680063,,Young,Sichuan,0.33316734
SRR3680065,,Senior,Sichuan,0.6145466
SRR3680065,,Young,Sichuan,0.38545337
SRR3680079,,Senior,Sichuan,0.69498676
SRR3680079,,Young,Sichuan,0.30501327
SRR3680086,,Senior,Sichuan,0.68818516
SRR3680086,,Young,Sichuan,0.3118149
SRR5601932,,Senior,Jiangsu,0.6786723
SRR5601932,,Young,Jiangsu,0.32132763
SRR5601933,,Senior,Jiangsu,0.18004543
SRR5601933,,Young,Jiangsu,0.81995463
SRR5601981,,Senior,Jiangsu,0.48314005
SRR5601981,,Young,Jiangsu,0.51686
SRR5601985,,Senior,Jiangsu,0.5980274
SRR5601985,,Young,Jiangsu,0.4019726
SRR5601992,,Senior,Jiangsu,0.14799397
SRR5601992,,Young,Jiangsu,0.8520061
SRR5601995,,Senior,Jiangsu,0.27890256
SRR5601995,,Young,Jiangsu,0.7210975
SRR5602012,,Senior,Jiangsu,0.5332088
SRR5602012,,Young,Jiangsu,0.4667912
SRR5602060,,Senior,Jiangsu,0.6959118
SRR5602060,,Young,Jiangsu,0.30408818
SRR5602076,,Senior,Jiangsu,0.12612727
SRR5602076,,Young,Jiangsu,0.8738727
SRR5602115,,Senior,Jiangsu,0.68978226
SRR5602115,,Young,Jiangsu,0.3102178
SRR5602140,,Senior,Jiangsu,0.34824273
SRR5602140,,Young,Jiangsu,0.65175724
SRR5602141,,Senior,Jiangsu,0.6921279
SRR5602141,,Young,Jiangsu,0.3078721
SRR5602147,,Senior,Jiangsu,0.6959432
SRR5602147,,Young,Jiangsu,0.30405685
SRR5602152,,Senior,Jiangsu,0.694971
SRR5602152,,Young,Jiangsu,0.305029
SRR5602157,,Senior,Jiangsu,0.66430366
SRR5602157,,Young,Jiangsu,0.33569634
SRR5602166,,Senior,Jiangsu,0.6509716
SRR5602166,,Young,Jiangsu,0.3490284
SRR5602187,,Senior,Jiangsu,0.12647144
SRR5602187,,Young,Jiangsu,0.87352854
SRR5602192,,Senior,Jiangsu,0.4430847
SRR5602192,,Young,Jiangsu,0.5569154
SRR5602195,,Senior,Jiangsu,0.69454044
SRR5602195,,Young,Jiangsu,0.30545953
SRR5602203,,Senior,Jiangsu,0.69843733
SRR5602203,,Young,Jiangsu,0.3015627
SRR5602207,,Senior,Jiangsu,0.69195163
SRR5602207,,Young,Jiangsu,0.30804834
SRR5602212,,Senior,Jiangsu,0.69843143
SRR5602212,,Young,Jiangsu,0.3015685
SRR5602213,,Senior,Jiangsu,0.47103858
SRR5602213,,Young,Jiangsu,0.52896136
SRR5602217,,Senior,Jiangsu,0.30893645
SRR5602217,,Young,Jiangsu,0.6910635
SRR5602225,,Senior,Jiangsu,0.6984377
SRR5602225,,Young,Jiangsu,0.3015623
SRR5602247,,Senior,Jiangsu,0.6880964
SRR5602247,,Young,Jiangsu,0.31190357
SRR5602279,,Senior,Jiangsu,0.12836301
SRR5602279,,Young,Jiangsu,0.871637
SRR5602294,,Senior,Jiangsu,0.6965828
SRR5602294,,Young,Jiangsu,0.30341727
SRR5602305,,Senior,Jiangsu,0.35070175
SRR5602305,,Young,Jiangsu,0.64929825
SRR5602316,,Senior,Jiangsu,0.2324107
SRR5602316,,Young,Jiangsu,0.7675893
SRR5602317,,Senior,Jiangsu,0.6915032
SRR5602317,,Young,Jiangsu,0.30849668
SRR5602336,,Senior,Jiangsu,0.6892114
SRR5602336,,Young,Jiangsu,0.31078857
C003,,Senior,Italy,0.3945953
C003,,Young,Italy,0.6054047
C024,,Senior,Italy,0.6117237
C024,,Young,Italy,0.38827628
C048,,Senior,Italy,0.61302423
C048,,Young,Italy,0.38697574
K105,,Senior,Italy,0.5339588
K105,,Young,Italy,0.46604124
K301,,Senior,Italy,0.27746847
K301,,Young,Italy,0.7225315
K309,,Senior,Italy,0.6067575
K309,,Young,Italy,0.39324254
SRR3679929,,Senior,Sichuan,0.16188434
SRR3679929,,Young,Sichuan,0.83811563
SRR3679940,,Senior,Sichuan,0.5660907
SRR3679940,,Young,Sichuan,0.43390936
SRR3679946,,Senior,Sichuan,0.10978753
SRR3679946,,Young,Sichuan,0.8902124
SRR3679963,,Senior,Sichuan,0.59368044
SRR3679963,,Young,Sichuan,0.40631953
SRR3679965,,Senior,Sichuan,0.6133338
SRR3679965,,Young,Sichuan,0.38666615
SRR3679988,,Senior,Sichuan,0.60820216
SRR3679988,,Young,Sichuan,0.39179775
SRR3679992,,Senior,Sichuan,0.5969107
SRR3679992,,Young,Sichuan,0.40308926
SRR3680016,,Senior,Sichuan,0.109407
SRR3680016,,Young,Sichuan,0.89059305
SRR3680028,,Senior,Sichuan,0.10338349
SRR3680028,,Young,Sichuan,0.8966165
SRR3680035,,Senior,Sichuan,0.5612696
SRR3680035,,Young,Sichuan,0.43873048
SRR3680065,,Senior,Sichuan,0.5865042
SRR3680065,,Young,Sichuan,0.41349578
SRR3680068,,Senior,Sichuan,0.58407086
SRR3680068,,Young,Sichuan,0.4159291
SRR3680084,,Senior,Sichuan,0.14813478
SRR3680084,,Young,Sichuan,0.85186523
SRR3680085,,Senior,Sichuan,0.6125589
SRR3680085,,Young,Sichuan,0.38744116
SRR3680093,,Senior,Sichuan,0.108856276
SRR3680093,,Young,Sichuan,0.89114374
SRR5601925,,Senior,Jiangsu,0.6070377
SRR5601925,,Young,Jiangsu,0.39296234
SRR5601927,,Senior,Jiangsu,0.6007092
SRR5601927,,Young,Jiangsu,0.39929077
SRR5601928,,Senior,Jiangsu,0.56955796
SRR5601928,,Young,Jiangsu,0.43044204
SRR5601931,,Senior,Jiangsu,0.15170632
SRR5601931,,Young,Jiangsu,0.84829366
SRR5601982,,Senior,Jiangsu,0.53692746
SRR5601982,,Young,Jiangsu,0.46307257
SRR5601996,,Senior,Jiangsu,0.6117237
SRR5601996,,Young,Jiangsu,0.38827628
SRR5602011,,Senior,Jiangsu,0.5862839
SRR5602011,,Young,Jiangsu,0.41371605
SRR5602014,,Senior,Jiangsu,0.5082919
SRR5602014,,Young,Jiangsu,0.49170807
SRR5602017,,Senior,Jiangsu,0.61616504
SRR5602017,,Young,Jiangsu,0.38383496
SRR5602115,,Senior,Jiangsu,0.60209763
SRR5602115,,Young,Jiangsu,0.39790234
SRR5602132,,Senior,Jiangsu,0.58173937
SRR5602132,,Young,Jiangsu,0.4182606
SRR5602136,,Senior,Jiangsu,0.61117077
SRR5602136,,Young,Jiangsu,0.38882923
SRR5602151,,Senior,Jiangsu,0.56217563
SRR5602151,,Young,Jiangsu,0.43782434
SRR5602152,,Senior,Jiangsu,0.5761869
SRR5602152,,Young,Jiangsu,0.42381307
SRR5602166,,Senior,Jiangsu,0.5689427
SRR5602166,,Young,Jiangsu,0.4310572
SRR5602169,,Senior,Jiangsu,0.6117237
SRR5602169,,Young,Jiangsu,0.38827628
SRR5602172,,Senior,Jiangsu,0.52766395
SRR5602172,,Young,Jiangsu,0.47233608
SRR5602173,,Senior,Jiangsu,0.61139196
SRR5602173,,Young,Jiangsu,0.38860804
SRR5602183,,Senior,Jiangsu,0.47028345
SRR5602183,,Young,Jiangsu,0.52971655
SRR5602187,,Senior,Jiangsu,0.104689464
SRR5602187,,Young,Jiangsu,0.89531046
SRR5602189,,Senior,Jiangsu,0.61347544
SRR5602189,,Young,Jiangsu,0.3865246
SRR5602205,,Senior,Jiangsu,0.40217185
SRR5602205,,Young,Jiangsu,0.5978281
SRR5602207,,Senior,Jiangsu,0.6030168
SRR5602207,,Young,Jiangsu,0.39698315
SRR5602218,,Senior,Jiangsu,0.5211435
SRR5602218,,Young,Jiangsu,0.47885647
SRR5602253,,Senior,Jiangsu,0.27637497
SRR5602253,,Young,Jiangsu,0.723625
SRR5602255,,Senior,Jiangsu,0.54403615
SRR5602255,,Young,Jiangsu,0.45596388
SRR5602266,,Senior,Jiangsu,0.1673272
SRR5602266,,Young,Jiangsu,0.8326728
SRR5602279,,Senior,Jiangsu,0.29213902
SRR5602279,,Young,Jiangsu,0.707861
SRR5602281,,Senior,Jiangsu,0.42072958
SRR5602281,,Young,Jiangsu,0.57927036
SRR5602289,,Senior,Jiangsu,0.60956526
SRR5602289,,Young,Jiangsu,0.39043477
SRR5602311,,Senior,Jiangsu,0.6117237
SRR5602311,,Young,Jiangsu,0.38827628
SRR5610011,,Senior,Jiangsu,0.6092973
SRR5610011,,Young,Jiangsu,0.39070272
SRR5610014,,Senior,Jiangsu,0.61154306
SRR5610014,,Young,Jiangsu,0.38845697
SRR5802183,,Senior,Jiangsu,0.60885745
SRR5802183,,Young,Jiangsu,0.39114258
C011,,Senior,Italy,0.53508174
C011,,Young,Italy,0.4649183
C024,,Senior,Italy,0.6210741
C024,,Young,Italy,0.37892586
K113,,Senior,Italy,0.25652778
K113,,Young,Italy,0.7434722
SRR3679945,,Senior,Sichuan,0.55308974
SRR3679945,,Young,Sichuan,0.44691023
SRR3679974,,Senior,Sichuan,0.5716145
SRR3679974,,Young,Sichuan,0.4283855
SRR3679985,,Senior,Sichuan,0.3941405
SRR3679985,,Young,Sichuan,0.60585946
SRR3679988,,Senior,Sichuan,0.60292006
SRR3679988,,Young,Sichuan,0.39707997
SRR3679989,,Senior,Sichuan,0.60825527
SRR3679989,,Young,Sichuan,0.39174473
SRR3679992,,Senior,Sichuan,0.5477766
SRR3679992,,Young,Sichuan,0.45222336
SRR3680002,,Senior,Sichuan,0.6067941
SRR3680002,,Young,Sichuan,0.3932059
SRR3680024,,Senior,Sichuan,0.6210751
SRR3680024,,Young,Sichuan,0.37892494
SRR3680035,,Senior,Sichuan,0.41693902
SRR3680035,,Young,Sichuan,0.583061
SRR3680036,,Senior,Sichuan,0.5199491
SRR3680036,,Young,Sichuan,0.48005086
SRR3680046,,Senior,Sichuan,0.6210751
SRR3680046,,Young,Sichuan,0.37892494
SRR3680080,,Senior,Sichuan,0.6331466
SRR3680080,,Young,Sichuan,0.3668534
SRR5601929,,Senior,Jiangsu,0.57321775
SRR5601929,,Young,Jiangsu,0.42678228
SRR5601942,,Senior,Jiangsu,0.63076234
SRR5601942,,Young,Jiangsu,0.36923763
SRR5601967,,Senior,Jiangsu,0.111844085
SRR5601967,,Young,Jiangsu,0.88815594
SRR5601984,,Senior,Jiangsu,0.5367025
SRR5601984,,Young,Jiangsu,0.46329743
SRR5601990,,Senior,Jiangsu,0.6119095
SRR5601990,,Young,Jiangsu,0.3880905
SRR5601996,,Senior,Jiangsu,0.6210751
SRR5601996,,Young,Jiangsu,0.37892494
SRR5602020,,Senior,Jiangsu,0.6209958
SRR5602020,,Young,Jiangsu,0.37900424
SRR5602025,,Senior,Jiangsu,0.5155208
SRR5602025,,Young,Jiangsu,0.48447922
SRR5602057,,Senior,Jiangsu,0.5956093
SRR5602057,,Young,Jiangsu,0.40439066
SRR5602062,,Senior,Jiangsu,0.10429423
SRR5602062,,Young,Jiangsu,0.89570576
SRR5602066,,Senior,Jiangsu,0.51084113
SRR5602066,,Young,Jiangsu,0.48915887
SRR5602097,,Senior,Jiangsu,0.21958539
SRR5602097,,Young,Jiangsu,0.78041464
SRR5602117,,Senior,Jiangsu,0.63537586
SRR5602117,,Young,Jiangsu,0.36462414
SRR5602135,,Senior,Jiangsu,0.47104704
SRR5602135,,Young,Jiangsu,0.52895296
SRR5602139,,Senior,Jiangsu,0.63396025
SRR5602139,,Young,Jiangsu,0.36603975
SRR5602140,,Senior,Jiangsu,0.4941153
SRR5602140,,Young,Jiangsu,0.5058847
SRR5602154,,Senior,Jiangsu,0.64062816
SRR5602154,,Young,Jiangsu,0.3593718
SRR5602186,,Senior,Jiangsu,0.11682776
SRR5602186,,Young,Jiangsu,0.8831722
SRR5602187,,Senior,Jiangsu,0.106762335
SRR5602187,,Young,Jiangsu,0.8932377
SRR5602197,,Senior,Jiangsu,0.25165075
SRR5602197,,Young,Jiangsu,0.7483493
SRR5602218,,Senior,Jiangsu,0.53508174
SRR5602218,,Young,Jiangsu,0.4649183
SRR5602232,,Senior,Jiangsu,0.6081483
SRR5602232,,Young,Jiangsu,0.39185175
SRR5602246,,Senior,Jiangsu,0.109265044
SRR5602246,,Young,Jiangsu,0.890735
SRR5602250,,Senior,Jiangsu,0.63334215
SRR5602250,,Young,Jiangsu,0.36665788
SRR5602262,,Senior,Jiangsu,0.17481819
SRR5602262,,Young,Jiangsu,0.82518184
SRR5602267,,Senior,Jiangsu,0.4488758
SRR5602267,,Young,Jiangsu,0.55112416
SRR5602270,,Senior,Jiangsu,0.10996373
SRR5602270,,Young,Jiangsu,0.8900363
SRR5602271,,Senior,Jiangsu,0.03226578
SRR5602271,,Young,Jiangsu,0.9677343
SRR5602279,,Senior,Jiangsu,0.61732733
SRR5602279,,Young,Jiangsu,0.3826727
SRR5602285,,Senior,Jiangsu,0.21007001
SRR5602285,,Young,Jiangsu,0.78993
SRR5602314,,Senior,Jiangsu,0.6210751
SRR5602314,,Young,Jiangsu,0.37892494
