,root:Elder,root:Young
S320,0.030717926,0.9692821
S290,0.05360777,0.94639224
SRR5602345,0.22580725,0.7741927
S330,0.056037012,0.94396293
SRR5602125,0.030917991,0.96908194
SRR5602220,0.20896146,0.7910386
S050,0.08107044,0.9189295
S080,0.02862154,0.9713785
SRR5602155,0.50438625,0.49561378
SRR5602193,0.5271791,0.47282082
SRR5602335,0.53482705,0.465173
SRR5602119,0.53068477,0.46931523
S150,0.028976873,0.97102314
SRR5602179,0.51175845,0.48824155
SRR3679961,0.5600702,0.43992978
SRR5602134,0.45273057,0.5472694
S130,0.046273835,0.9537262
S200,0.16167912,0.8383209
S210,0.029628035,0.9703719
SRR5602290,0.05845694,0.94154304
SRR5602138,0.55047786,0.44952217
C052,0.287272,0.712728
C012,0.051578574,0.9484214
SRR5602168,0.041945536,0.9580545
SRR5602159,0.5463403,0.45365968
SRR5602160,0.4649069,0.5350931
SRR5602010,0.5197073,0.48029268
C010,0.042144783,0.9578552
S240,0.02946864,0.97053134
S030,0.11146837,0.8885317
SRR5602324,0.54837793,0.45162207
SRR3679980,0.02862154,0.9713785
SRR5602349,0.48465693,0.51534307
S110,0.11555457,0.8844455
SRR5602182,0.44329423,0.55670583
S100,0.06282823,0.9371718
C042,0.04321098,0.9567891
SRR5602351,0.50186443,0.49813557
SRR5602333,0.038085118,0.9619149
S220,0.5015032,0.49849686
SRR5602092,0.53123295,0.46876705
S120,0.36541635,0.63458365
SRR5602260,0.23997729,0.76002276
SRR5602284,0.50277424,0.4972258
C021,0.45162076,0.54837924
SRR5602256,0.26920837,0.7307916
SRR5602234,0.5299334,0.4700666
SRR5602210,0.42939606,0.570604
S010,0.040583596,0.95941633
S280,0.37039012,0.62960994
S260,0.06002795,0.9399721
S020,0.5108113,0.48918867
SRR5602016,0.5462073,0.45379263
S180,0.4138926,0.5861075
SRR5602145,0.43840605,0.5615939
