,root:Elder,root:Young
S320,0.036321115,0.9636789
S290,0.09151791,0.9084821
SRR5602345,0.573577,0.42642295
S330,0.5736006,0.42639944
SRR5602125,0.57360053,0.4263995
SRR5602220,0.5727635,0.42723653
S050,0.10503747,0.8949625
S080,0.57360154,0.42639846
SRR5602155,0.5735067,0.42649335
SRR5602193,0.5498617,0.4501383
SRR5602335,0.577885,0.4221151
SRR5602119,0.38509154,0.61490846
S150,0.029145744,0.9708543
SRR5602179,0.5367041,0.46329588
SRR3679961,0.5732917,0.42670828
SRR5602134,0.57348216,0.42651787
S130,0.5545185,0.4454815
S200,0.5778105,0.4221895
S210,0.029136745,0.9708632
SRR5602290,0.036940545,0.9630594
SRR5602138,0.37978,0.62022
C052,0.5736003,0.4263997
C012,0.5736004,0.42639956
SRR5602168,0.047827482,0.9521726
SRR5602159,0.45159122,0.54840875
SRR5602160,0.5726724,0.4273276
SRR5602010,0.57360065,0.42639932
C010,0.5052761,0.4947239
S240,0.031106573,0.96889347
S030,0.5734862,0.42651376
SRR5602324,0.3694926,0.63050747
SRR3679980,0.57360154,0.42639846
SRR5602349,0.57819796,0.42180204
S110,0.57685256,0.4231475
SRR5602182,0.57360154,0.42639846
S100,0.19931445,0.8006855
C042,0.5748408,0.4251592
SRR5602351,0.5736014,0.42639858
SRR5602333,0.06265012,0.93734986
S220,0.5720731,0.42792693
SRR5602092,0.37804866,0.6219513
S120,0.5729372,0.42706278
SRR5602260,0.57290107,0.42709896
SRR5602284,0.5735996,0.42640036
C021,0.547837,0.45216298
SRR5602256,0.5732754,0.42672458
SRR5602234,0.38633215,0.61366785
SRR5602210,0.5723496,0.42765033
S010,0.14477925,0.85522074
S280,0.573595,0.42640495
S260,0.56281805,0.43718192
S020,0.54518586,0.45481414
SRR5602016,0.5758154,0.42418462
S180,0.57360154,0.42639846
SRR5602145,0.33941355,0.6605865
