,root:Elder,root:Young
S320,0.029873693,0.9701263
S290,0.046989135,0.9530108
SRR5602345,0.3929947,0.6070053
S330,0.044179846,0.9558201
SRR5602125,0.029798642,0.9702013
SRR5602220,0.14823256,0.8517675
S050,0.05698259,0.9430175
S080,0.028620569,0.9713794
SRR5602155,0.55526125,0.44473872
SRR5602193,0.51896006,0.48104
SRR5602335,0.5432897,0.45671037
SRR5602119,0.52616304,0.47383693
S150,0.02881798,0.97118205
SRR5602179,0.5250011,0.47499898
SRR3679961,0.5014091,0.4985908
SRR5602134,0.5434213,0.45657864
S130,0.049986914,0.9500131
S200,0.42912084,0.57087916
S210,0.029749336,0.97025067
SRR5602290,0.037560135,0.9624399
SRR5602138,0.5377983,0.46220165
C052,0.11256587,0.8874341
C012,0.061500587,0.9384994
SRR5602168,0.03408253,0.96591747
SRR5602159,0.53545976,0.4645403
SRR5602160,0.53166056,0.4683394
SRR5602010,0.57028913,0.4297108
C010,0.040641926,0.9593581
S240,0.029098278,0.97090167
S030,0.5671147,0.43288526
SRR5602324,0.5370865,0.46291354
SRR3679980,0.028620569,0.9713794
SRR5602349,0.51251656,0.48748344
S110,0.30815974,0.6918403
SRR5602182,0.4843906,0.51560944
S100,0.053008348,0.9469916
C042,0.040015638,0.9599843
SRR5602351,0.5683296,0.43167037
SRR5602333,0.03557609,0.9644239
S220,0.5150053,0.4849947
SRR5602092,0.52453303,0.475467
S120,0.3250779,0.67492217
SRR5602260,0.48054406,0.51945597
SRR5602284,0.54016304,0.45983693
C021,0.3890574,0.6109426
SRR5602256,0.18438026,0.8156197
SRR5602234,0.5203818,0.47961813
SRR5602210,0.37256,0.62744
S010,0.037959665,0.96204036
S280,0.5652326,0.43476743
S260,0.052157614,0.9478424
S020,0.48730958,0.5126905
SRR5602016,0.5423913,0.45760867
S180,0.32605073,0.67394924
SRR5602145,0.2946108,0.70538926
