,root:Elder,root:Young
S320,0.73490494,0.26509508
S290,0.71343166,0.28656834
SRR5602345,0.752853,0.24714698
S330,0.7510415,0.24895856
SRR5602125,0.14430293,0.8556971
SRR5602220,0.7390437,0.2609563
S050,0.23271671,0.7672833
S080,0.75310165,0.24689837
SRR5602155,0.7522656,0.2477344
SRR5602193,0.6726953,0.32730466
SRR5602335,0.7533831,0.24661694
SRR5602119,0.704838,0.29516208
S150,0.14510368,0.85489637
SRR5602179,0.6598232,0.34017682
SRR3679961,0.7529337,0.24706633
SRR5602134,0.7530077,0.24699228
S130,0.15449986,0.8455002
S200,0.7529755,0.24702448
S210,0.14511734,0.85488266
SRR5602290,0.75310165,0.24689837
SRR5602138,0.63297296,0.367027
C052,0.7530627,0.24693725
C012,0.74780196,0.25219807
SRR5602168,0.6462034,0.35379657
SRR5602159,0.7212319,0.27876815
SRR5602160,0.7500805,0.2499195
SRR5602010,0.75298077,0.24701922
C010,0.1588752,0.8411248
S240,0.15613508,0.8438649
S030,0.59573144,0.4042686
SRR5602324,0.72334343,0.27665657
SRR3679980,0.75310165,0.24689837
SRR5602349,0.22309195,0.77690804
S110,0.52634835,0.47365168
SRR5602182,0.75309527,0.24690466
S100,0.7461803,0.25381973
C042,0.74733156,0.2526684
SRR5602351,0.75306016,0.24693982
SRR5602333,0.6360017,0.3639983
S220,0.75529295,0.24470708
SRR5602092,0.731197,0.26880294
S120,0.74941003,0.25059
SRR5602260,0.75309604,0.24690399
SRR5602284,0.75308436,0.24691567
C021,0.75310165,0.24689837
SRR5602256,0.21608941,0.7839106
SRR5602234,0.39686373,0.60313624
SRR5602210,0.71915215,0.28084782
S010,0.16827567,0.83172435
S280,0.75436556,0.24563439
S260,0.6862022,0.3137978
S020,0.75299436,0.24700563
SRR5602016,0.7522335,0.24776646
S180,0.7530721,0.2469279
SRR5602145,0.4335512,0.5664488
