,root:Elder,root:Young
SRR5601929,0.63017976,0.36982027
SRR5601965,0.6476141,0.35238588
SRR3680055,0.64895374,0.3510463
SRR5602321,0.64886266,0.35113734
SRR5602280,0.03854346,0.9614565
SRR5602226,0.6485855,0.35141447
SRR5601931,0.17429453,0.82570547
SRR5602183,0.62113684,0.37886325
SRR5602342,0.64795834,0.35204166
SRR5610010,0.6478453,0.35215464
SRR5602224,0.33545217,0.6645478
SRR5602192,0.51023626,0.48976377
SRR5602098,0.4333834,0.5666166
SRR3679987,0.061000492,0.9389995
SRR5602198,0.6485101,0.35148993
SRR3680064,0.5616053,0.43839478
SRR5602167,0.647486,0.3525141
SRR5602015,0.6487211,0.3512789
SRR5602063,0.64853096,0.35146907
SRR5602250,0.64895225,0.35104772
SRR5602336,0.65070146,0.3492985
SRR5602205,0.4731522,0.52684784
SRR3680085,0.6485198,0.35148022
SRR3679930,0.635643,0.364357
SRR5602292,0.6427009,0.35729915
SRR5602035,0.60444075,0.39555916
SRR5602093,0.6022447,0.3977553
SRR5602022,0.6158747,0.3841253
SRR3680068,0.5848376,0.41516244
SRR5602232,0.41060224,0.5893978
K124,0.034507412,0.9654926
SRR3679996,0.6469754,0.3530246
SRR3680067,0.11842298,0.881577
SRR5602267,0.60430646,0.39569345
SRR5602151,0.6584378,0.34156224
SRR5802183,0.12476603,0.87523395
SRR5602114,0.6451992,0.35480082
SRR5601988,0.6485259,0.35147408
SRR3679945,0.6309422,0.36905771
SRR5602270,0.2265219,0.7734781
SRR3680017,0.59910536,0.40089464
SRR5602123,0.64893365,0.3510664
SRR5601959,0.114691116,0.88530886
SRR5601924,0.39844343,0.6015565
SRR5602257,0.31185755,0.6881425
SRR5602258,0.034200553,0.9657995
SRR3679968,0.6493371,0.35066295
SRR5602246,0.5285651,0.47143498
SRR3679975,0.64894927,0.3510507
SRR5602214,0.6489522,0.3510478
SRR5602174,0.64855456,0.35144553
SRR5602332,0.6485409,0.35145915
SRR5610008,0.6479207,0.3520793
SRR5602264,0.64883554,0.3511644
SRR5602165,0.6483824,0.35161754
