,root:Elder,root:Young
S320,0.031588137,0.96841186
S290,0.056019023,0.943981
SRR5602345,0.15029044,0.8497096
S330,0.04012346,0.95987654
SRR5602125,0.030956713,0.96904325
SRR5602220,0.13702035,0.8629797
S050,0.07173754,0.92826253
S080,0.028621307,0.9713787
SRR5602155,0.4803791,0.51962084
SRR5602193,0.50613445,0.49386555
SRR5602335,0.50904256,0.49095738
SRR5602119,0.4898838,0.5101162
S150,0.029232053,0.970768
SRR5602179,0.5113567,0.48864335
SRR3679961,0.40603903,0.59396094
SRR5602134,0.4952192,0.5047808
S130,0.08812161,0.91187835
S200,0.11482133,0.8851787
S210,0.030769533,0.9692304
SRR5602290,0.043715563,0.9562844
SRR5602138,0.5097349,0.49026507
C052,0.06171174,0.93828833
C012,0.057449978,0.94255006
SRR5602168,0.039612792,0.96038723
SRR5602159,0.49861765,0.50138235
SRR5602160,0.50800645,0.49199352
SRR5602010,0.28252283,0.71747714
C010,0.05430807,0.94569194
S240,0.029958926,0.9700411
S030,0.05938037,0.94061965
SRR5602324,0.46313217,0.5368678
SRR3679980,0.028621307,0.9713787
SRR5602349,0.40373722,0.59626275
S110,0.09469352,0.9053065
SRR5602182,0.055943478,0.9440566
S100,0.055994783,0.94400525
C042,0.04581352,0.95418644
SRR5602351,0.13644892,0.8635511
SRR5602333,0.04207241,0.9579276
S220,0.3552451,0.6447549
SRR5602092,0.5123445,0.48765558
S120,0.39328906,0.606711
SRR5602260,0.15202472,0.84797525
SRR5602284,0.37127683,0.62872314
C021,0.05191956,0.9480804
SRR5602256,0.13798773,0.86201227
SRR5602234,0.5074232,0.49257678
SRR5602210,0.2759999,0.7240001
S010,0.036794953,0.9632051
S280,0.5014091,0.49859083
S260,0.052440632,0.9475594
S020,0.47621942,0.52378064
SRR5602016,0.51596147,0.48403847
S180,0.06393422,0.9360658
SRR5602145,0.41701654,0.58298343
