,root:Elder,root:Young
S320,0.25546697,0.74453306
S290,0.61692834,0.3830716
SRR5602345,0.6544479,0.3455521
S330,0.6456735,0.35432646
SRR5602125,0.11545959,0.88454044
SRR5602220,0.6420357,0.3579643
S050,0.2897663,0.7102336
S080,0.6546844,0.3453156
SRR5602155,0.65158784,0.34841213
SRR5602193,0.4470567,0.5529433
SRR5602335,0.65701,0.34298998
SRR5602119,0.63593394,0.36406606
S150,0.11201021,0.8879898
SRR5602179,0.65465075,0.34534928
SRR3679961,0.64914924,0.3508508
SRR5602134,0.6538805,0.34611952
S130,0.11780446,0.8821956
S200,0.6540501,0.3459499
S210,0.116498336,0.88350165
SRR5602290,0.6544527,0.34554732
SRR5602138,0.5081381,0.49186185
C052,0.6538647,0.34613535
C012,0.58420545,0.41579452
SRR5602168,0.11385993,0.8861401
SRR5602159,0.63987815,0.36012185
SRR5602160,0.6595179,0.3404821
SRR5602010,0.6539315,0.34606847
C010,0.13014337,0.8698566
S240,0.63753664,0.3624633
S030,0.11636295,0.8836371
SRR5602324,0.59927493,0.40072507
SRR3679980,0.6546844,0.3453156
SRR5602349,0.21591397,0.78408605
S110,0.11661195,0.88338804
SRR5602182,0.6540057,0.34599435
S100,0.40209138,0.5979086
C042,0.14373504,0.856265
SRR5602351,0.6539807,0.34601933
SRR5602333,0.6445342,0.35546592
S220,0.65094465,0.34905532
SRR5602092,0.649771,0.35022902
S120,0.6386461,0.3613538
SRR5602260,0.6546844,0.3453156
SRR5602284,0.6546538,0.34534624
C021,0.6546844,0.3453156
SRR5602256,0.25788262,0.74211735
SRR5602234,0.6432718,0.35672817
SRR5602210,0.44472477,0.55527526
S010,0.116350465,0.8836495
S280,0.65452164,0.34547836
S260,0.11739272,0.8826072
S020,0.65158695,0.34841305
SRR5602016,0.65400016,0.3459998
S180,0.6540675,0.34593254
SRR5602145,0.2780599,0.7219401
