,root:Elder,root:Young
K106,0.5743875,0.42561254
SRR3680059,0.2528671,0.7471329
SRR5602038,0.53889525,0.46110472
SRR5601932,0.2715638,0.72843623
SRR5602306,0.2956121,0.7043879
SRR5602171,0.57307225,0.42692778
SRR5602233,0.30318215,0.6968178
SRR5602226,0.57305974,0.4269403
SRR5602343,0.2441807,0.7558193
SRR5602135,0.4583124,0.5416876
SRR3679931,0.3184865,0.6815134
SRR5602021,0.22778842,0.7722116
SRR5602316,0.07154751,0.9284525
SRR5602347,0.54738015,0.45261994
SRR5602215,0.5721072,0.42789283
C007,0.058528155,0.9414718
SRR5602287,0.5723534,0.42764658
K301,0.11546629,0.8845337
SRR5601984,0.2495204,0.7504796
SRR5602057,0.25698206,0.743018
SRR5602054,0.5766098,0.42339018
SRR5602154,0.57182837,0.42817166
SRR5602275,0.27108628,0.7289137
SRR5602058,0.28233936,0.7176606
SRR3680011,0.5730764,0.4269236
SRR5602139,0.5719211,0.42807886
SRR3680093,0.0906727,0.9093273
SRR3679962,0.5730767,0.4269233
SRR3680053,0.5729038,0.4270962
SRR5602118,0.22489847,0.77510154
SRR5602169,0.028695576,0.9713045
SRR3679994,0.32128236,0.6787177
SRR3680068,0.26903108,0.7309689
SRR5602232,0.28347072,0.71652925
C054,0.06346595,0.9365341
K124,0.028946552,0.9710534
SRR3679996,0.5718762,0.4281237
SRR5602353,0.5725368,0.42746317
SRR5601927,0.32342547,0.6765745
SRR5602175,0.52401197,0.47598803
SRR3679988,0.57302254,0.4269775
SRR3679991,0.31572247,0.68427753
SRR5601988,0.5729677,0.42703232
SRR5602330,0.57305837,0.4269417
SRR5602231,0.5730726,0.42692742
SRR5602247,0.55690664,0.4430934
SRR5602123,0.5769284,0.42307156
SRR5601959,0.028695155,0.97130483
SRR5602148,0.55642235,0.44357762
SRR5602252,0.031872302,0.9681277
SRR3679968,0.5727089,0.42729115
SRR5602079,0.30510083,0.69489914
SRR5601986,0.5730767,0.42692327
SRR5602029,0.57231927,0.4276807
SRR5602264,0.57183814,0.4281618
