,root:Elder,root:Young
S320,0.2415431,0.75845695
S290,0.7307967,0.26920322
SRR5602345,0.75952566,0.24047428
S330,0.3302453,0.6697547
SRR5602125,0.14849362,0.85150635
SRR5602220,0.7514133,0.2485867
S050,0.32897794,0.67102206
S080,0.76030535,0.23969465
SRR5602155,0.7657861,0.23421386
SRR5602193,0.75427485,0.24572517
SRR5602335,0.77236795,0.22763208
SRR5602119,0.76003003,0.23996997
S150,0.14862703,0.8513729
SRR5602179,0.7672209,0.23277912
SRR3679961,0.76005095,0.23994899
SRR5602134,0.7635087,0.2364913
S130,0.1978648,0.8021352
S200,0.7602301,0.23976986
S210,0.14862633,0.8513737
SRR5602290,0.76027733,0.2397227
SRR5602138,0.74360436,0.25639564
C052,0.76014024,0.2398598
C012,0.74163276,0.2583673
SRR5602168,0.14864692,0.85135305
SRR5602159,0.7290666,0.2709334
SRR5602160,0.77309257,0.22690742
SRR5602010,0.76086086,0.23913915
C010,0.2395356,0.7604644
S240,0.14713906,0.8528609
S030,0.1496749,0.85032505
SRR5602324,0.7441129,0.2558871
SRR3679980,0.76030535,0.23969465
SRR5602349,0.25848976,0.7415103
S110,0.39967135,0.6003287
SRR5602182,0.76022553,0.2397745
S100,0.75023425,0.24976566
C042,0.14677536,0.8532247
SRR5602351,0.7607887,0.23921138
SRR5602333,0.56431097,0.43568897
S220,0.7609425,0.23905754
SRR5602092,0.7512072,0.24879286
S120,0.76379055,0.23620942
SRR5602260,0.7603053,0.23969468
SRR5602284,0.7602674,0.23973255
C021,0.76030535,0.23969465
SRR5602256,0.7124081,0.28759184
SRR5602234,0.7632449,0.23675512
SRR5602210,0.74355596,0.256444
S010,0.14783405,0.85216594
S280,0.7730776,0.22692242
S260,0.71847975,0.28152028
S020,0.7591133,0.24088669
SRR5602016,0.77275157,0.2272484
S180,0.7605374,0.23946258
SRR5602145,0.5229466,0.47705337
