,root:Elder,root:Young
S320,0.6943874,0.3056126
S290,0.67324084,0.3267591
SRR5602345,0.6941374,0.30586264
S330,0.6918387,0.30816135
SRR5602125,0.12702894,0.8729711
SRR5602220,0.66026294,0.33973706
S050,0.12600057,0.8739994
S080,0.6943969,0.3056031
SRR5602155,0.6892024,0.31079757
SRR5602193,0.2219616,0.77803844
SRR5602335,0.68994653,0.31005344
SRR5602119,0.64099383,0.35900623
S150,0.12710732,0.8728927
SRR5602179,0.6894796,0.3105204
SRR3679961,0.48541835,0.5145817
SRR5602134,0.69367296,0.306327
S130,0.47617006,0.52383
S200,0.694116,0.30588394
S210,0.12713853,0.87286144
SRR5602290,0.12728569,0.87271434
SRR5602138,0.43402806,0.5659719
C052,0.6919145,0.30808556
C012,0.15770732,0.84229267
SRR5602168,0.1266123,0.87338775
SRR5602159,0.6151634,0.38483664
SRR5602160,0.6703596,0.32964036
SRR5602010,0.6921268,0.3078732
C010,0.1905897,0.80941033
S240,0.67020565,0.32979438
S030,0.15223233,0.8477676
SRR5602324,0.63676846,0.36323157
SRR3679980,0.6943969,0.3056031
SRR5602349,0.28027183,0.71972823
S110,0.126657,0.873343
SRR5602182,0.6937355,0.30626446
S100,0.66766363,0.3323364
C042,0.6758272,0.3241728
SRR5602351,0.69289315,0.30710688
SRR5602333,0.6880118,0.3119882
S220,0.6888673,0.31113273
SRR5602092,0.6627924,0.33720765
S120,0.69230765,0.30769238
SRR5602260,0.6943968,0.3056032
SRR5602284,0.6935502,0.30644977
C021,0.6943969,0.3056031
SRR5602256,0.17978108,0.82021886
SRR5602234,0.66713834,0.33286172
SRR5602210,0.29916453,0.70083547
S010,0.12551591,0.8744841
S280,0.687379,0.31262097
S260,0.5140515,0.48594853
S020,0.69300246,0.30699754
SRR5602016,0.691669,0.308331
S180,0.693079,0.30692104
SRR5602145,0.52042925,0.47957066
