,root:Elder,root:Young
K106,0.6803726,0.3196274
SRR5602329,0.69847524,0.30152473
SRR5602278,0.7002344,0.29976562
SRR3679963,0.6832026,0.31679738
SRR5601932,0.70903456,0.2909654
SRR5602076,0.17263444,0.8273656
SRR5601994,0.66553813,0.33446184
SRR3680034,0.65502256,0.34497744
SRR5602133,0.72549,0.27450997
SRR5602202,0.7253169,0.27468312
SRR5602342,0.7233627,0.27663726
SRR5602261,0.60635954,0.3936405
SRR5602178,0.704772,0.29522803
SRR5602198,0.7255142,0.27448586
SRR5602167,0.7096392,0.29036078
SRR5602137,0.7010485,0.2989515
SRR5602197,0.29576954,0.7042305
SRR5602287,0.38825873,0.61174124
SRR5602030,0.7010405,0.2989595
SRR5610011,0.68807507,0.3119249
SRR5602116,0.7010485,0.2989515
SRR5602057,0.66435987,0.33564016
SRR5602131,0.66725785,0.33274218
SRR5602294,0.7079786,0.2920213
SRR5602250,0.7042684,0.2957316
SRR3679974,0.6005167,0.39948326
SRR5610014,0.71481615,0.2851838
C011,0.6503068,0.34969324
SRR5602304,0.7010485,0.2989515
SRR5602317,0.72267705,0.27732295
SRR5602191,0.59974605,0.400254
K108,0.6991708,0.30082923
SRR3680011,0.7208378,0.27916232
SRR5602034,0.6954234,0.30457655
SRR3680093,0.12964042,0.87035966
SRR3679962,0.7010485,0.2989515
SRR5602093,0.63327587,0.3667241
SRR5602153,0.14987694,0.85012305
SRR3679979,0.7182463,0.2817537
SRR5601928,0.69341254,0.3065875
SRR3679973,0.13027121,0.8697288
SRR5602115,0.6918133,0.30818668
SRR3679996,0.7246083,0.2753917
SRR3680067,0.12949419,0.87050575
SRR5601927,0.6911509,0.3088491
SRR5601933,0.20663428,0.7933657
SRR5802183,0.1502036,0.8497964
SRR5602312,0.7229241,0.2770759
SRR3680049,0.7010485,0.2989515
SRR5602189,0.72337747,0.27662253
SRR5602257,0.47694725,0.52305275
SRR5602279,0.16573487,0.8342652
SRR3680028,0.13102667,0.8689733
SRR5602264,0.7222424,0.27775759
SRR5602253,0.29726192,0.7027381
