,root:Elder,root:Young
S320,0.031529047,0.968471
S290,0.06165636,0.93834364
SRR5602345,0.56390166,0.43609837
S330,0.5014091,0.49859086
SRR5602125,0.032822188,0.9671778
SRR5602220,0.5354759,0.46452406
S050,0.11446982,0.8855302
S080,0.028621672,0.9713784
SRR5602155,0.5650028,0.43499714
SRR5602193,0.4736919,0.52630806
SRR5602335,0.5360839,0.4639161
SRR5602119,0.2993718,0.70062816
S150,0.02889131,0.97110873
SRR5602179,0.5016617,0.49833822
SRR3679961,0.5329326,0.46706748
SRR5602134,0.56283176,0.43716827
S130,0.053650185,0.94634986
S200,0.5063366,0.4936633
S210,0.029054778,0.9709452
SRR5602290,0.043590263,0.95640975
SRR5602138,0.30295897,0.697041
C052,0.56898826,0.43101177
C012,0.1986543,0.8013457
SRR5602168,0.044121943,0.9558781
SRR5602159,0.32528847,0.6747115
SRR5602160,0.5377649,0.46223506
SRR5602010,0.5701053,0.42989472
C010,0.045376368,0.95462364
S240,0.029882578,0.9701174
S030,0.5014091,0.49859086
SRR5602324,0.29337463,0.70662534
SRR3679980,0.028621672,0.9713784
SRR5602349,0.485111,0.51488894
S110,0.11119874,0.8888013
SRR5602182,0.56949013,0.4305098
S100,0.10189055,0.89810944
C042,0.05599068,0.94400924
SRR5602351,0.5704368,0.42956322
SRR5602333,0.049128428,0.9508716
S220,0.520168,0.47983202
SRR5602092,0.29922307,0.70077693
S120,0.5167125,0.48328754
SRR5602260,0.5014091,0.49859086
SRR5602284,0.5692903,0.43070978
C021,0.5671633,0.43283677
SRR5602256,0.5014091,0.49859086
SRR5602234,0.3540148,0.64598525
SRR5602210,0.5263986,0.47360143
S010,0.051245347,0.94875467
S280,0.56421363,0.43578634
S260,0.08831875,0.91168123
S020,0.5284919,0.47150818
SRR5602016,0.5253801,0.4746199
S180,0.570219,0.42978096
SRR5602145,0.25403443,0.74596554
