,root:Elder,root:Young
S320,0.030414566,0.9695855
S290,0.053223528,0.94677645
SRR5602345,0.44165382,0.55834615
S330,0.058418587,0.9415814
SRR5602125,0.030395934,0.9696041
SRR5602220,0.20685624,0.79314375
S050,0.046737447,0.9532625
S080,0.028621087,0.9713789
SRR5602155,0.5591789,0.44082108
SRR5602193,0.50983864,0.49016133
SRR5602335,0.5314332,0.46856675
SRR5602119,0.35966864,0.6403313
S150,0.02881256,0.9711874
SRR5602179,0.5096282,0.49037185
SRR3679961,0.5486687,0.45133126
SRR5602134,0.5391318,0.46086818
S130,0.042071804,0.95792824
S200,0.17140742,0.82859254
S210,0.029198006,0.970802
SRR5602290,0.06918281,0.9308172
SRR5602138,0.4293471,0.5706529
C052,0.2394452,0.76055485
C012,0.054801714,0.94519824
SRR5602168,0.033932384,0.9660677
SRR5602159,0.44473246,0.5552676
SRR5602160,0.5246811,0.47531885
SRR5602010,0.55741525,0.4425847
C010,0.040302705,0.95969737
S240,0.029317075,0.9706829
S030,0.05214375,0.9478562
SRR5602324,0.3727735,0.62722653
SRR3679980,0.028621087,0.9713789
SRR5602349,0.5089074,0.49109262
S110,0.05961553,0.9403845
SRR5602182,0.5050462,0.49495384
S100,0.057786863,0.9422131
C042,0.08770532,0.9122947
SRR5602351,0.5507217,0.44927838
SRR5602333,0.036873516,0.9631265
S220,0.5147055,0.48529455
SRR5602092,0.42209625,0.57790375
S120,0.41492066,0.5850794
SRR5602260,0.41159925,0.58840084
SRR5602284,0.5033032,0.49669686
C021,0.028685004,0.971315
SRR5602256,0.252494,0.747506
SRR5602234,0.43968758,0.56031245
SRR5602210,0.49093485,0.5090651
S010,0.039239686,0.96076035
S280,0.5014091,0.49859083
S260,0.057098605,0.9429014
S020,0.18453692,0.8154631
SRR5602016,0.54074407,0.4592559
S180,0.5014091,0.49859083
SRR5602145,0.13399664,0.86600345
