,root:Elder,root:Young
S320,0.030859258,0.96914077
S290,0.06072694,0.93927306
SRR5602345,0.55099255,0.44900745
S330,0.033363834,0.9666362
SRR5602125,0.0332898,0.96671015
SRR5602220,0.23962106,0.7603789
S050,0.09588161,0.9041184
S080,0.02862166,0.9713784
SRR5602155,0.55856735,0.44143268
SRR5602193,0.50776416,0.4922359
SRR5602335,0.52642494,0.47357503
SRR5602119,0.3484288,0.6515712
S150,0.029034473,0.9709655
SRR5602179,0.3683686,0.6316314
SRR3679961,0.522642,0.47735798
SRR5602134,0.5549438,0.44505626
S130,0.042233028,0.957767
S200,0.4508618,0.5491381
S210,0.030321931,0.96967804
SRR5602290,0.02862166,0.9713784
SRR5602138,0.44460458,0.5553955
C052,0.38982955,0.6101705
C012,0.12913254,0.87086743
SRR5602168,0.042359192,0.9576408
SRR5602159,0.5159142,0.48408577
SRR5602160,0.5363562,0.46364385
SRR5602010,0.57026196,0.42973801
C010,0.04051872,0.9594813
S240,0.029869553,0.9701304
S030,0.18067805,0.81932193
SRR5602324,0.36858612,0.6314139
SRR3679980,0.02862166,0.9713784
SRR5602349,0.50695705,0.49304292
S110,0.31733814,0.68266183
SRR5602182,0.5075222,0.49247777
S100,0.07723295,0.9227671
C042,0.05118861,0.94881135
SRR5602351,0.5697233,0.43027675
SRR5602333,0.042395443,0.9576045
S220,0.38038906,0.61961097
SRR5602092,0.41114536,0.58885455
S120,0.36943153,0.6305685
SRR5602260,0.5080358,0.49196422
SRR5602284,0.56930375,0.43069628
C021,0.4369023,0.56309766
SRR5602256,0.2867772,0.71322274
SRR5602234,0.5091045,0.49089548
SRR5602210,0.37155306,0.62844694
S010,0.04335487,0.95664513
S280,0.569092,0.43090802
S260,0.069251984,0.930748
S020,0.5050109,0.49498913
SRR5602016,0.52642685,0.4735731
S180,0.48574582,0.5142542
SRR5602145,0.1460822,0.8539178
