,root:Elder,root:Young
S320,0.15080678,0.8491932
S290,0.6047751,0.39522487
SRR5602345,0.69819283,0.30180717
S330,0.701928,0.29807195
SRR5602125,0.12659739,0.87340266
SRR5602220,0.69773996,0.30226007
S050,0.18147726,0.8185227
S080,0.69844675,0.30155322
SRR5602155,0.71867484,0.2813251
SRR5602193,0.6772969,0.3227031
SRR5602335,0.71171236,0.28828755
SRR5602119,0.6885122,0.3114878
S150,0.115217075,0.8847829
SRR5602179,0.70625216,0.29374787
SRR3679961,0.6981287,0.3018713
SRR5602134,0.7165948,0.28340518
S130,0.1285485,0.8714515
S200,0.70172083,0.29827923
S210,0.036478125,0.96352184
SRR5602290,0.6980005,0.30199954
SRR5602138,0.63482994,0.36517006
C052,0.69838905,0.3016109
C012,0.6810278,0.31897217
SRR5602168,0.12702356,0.8729765
SRR5602159,0.6321249,0.36787507
SRR5602160,0.6949477,0.30505237
SRR5602010,0.70657593,0.29342407
C010,0.16112721,0.8388728
S240,0.19311216,0.80688787
S030,0.12806483,0.8719351
SRR5602324,0.6722902,0.3277098
SRR3679980,0.69844675,0.30155322
SRR5602349,0.30139726,0.69860274
S110,0.1269324,0.8730676
SRR5602182,0.7027961,0.29720393
S100,0.58591086,0.41408914
C042,0.28589323,0.7141068
SRR5602351,0.70874804,0.29125196
SRR5602333,0.57011974,0.42988023
S220,0.7115859,0.2884141
SRR5602092,0.6788939,0.3211061
S120,0.710381,0.28961906
SRR5602260,0.6984467,0.3015533
SRR5602284,0.69883186,0.3011681
C021,0.69844675,0.30155322
SRR5602256,0.53026253,0.46973747
SRR5602234,0.68981254,0.3101875
SRR5602210,0.5726176,0.42738244
S010,0.13425413,0.86574584
S280,0.71901006,0.28098997
S260,0.47839773,0.5216023
S020,0.6974225,0.30257747
SRR5602016,0.696626,0.303374
S180,0.70675,0.29324996
SRR5602145,0.5904371,0.40956292
