,root:Elder,root:Young
SRR5602195,0.57721394,0.42278606
SRR5602233,0.09849192,0.90150803
SRR5601965,0.5823804,0.4176196
SRR5602262,0.27451622,0.7254838
SRR5601967,0.033887923,0.9661121
SRR3680045,0.093406625,0.9065934
SRR5602280,0.030943783,0.9690562
SRR5602183,0.5766519,0.42334813
SRR3679946,0.08172523,0.91827476
SRR5602341,0.5777022,0.4222978
SRR5602273,0.036674753,0.9633252
SRR5602192,0.22599009,0.77400994
SRR5602098,0.086317316,0.91368276
SRR5602316,0.079397656,0.9206024
SRR5602167,0.57683474,0.4231653
SRR5602215,0.5133781,0.4866219
SRR3680031,0.5804294,0.41957062
K100,0.38942215,0.6105778
SRR5601993,0.1925957,0.80740434
SRR5602207,0.5784354,0.4215646
SRR5602122,0.10982506,0.8901749
C011,0.57059634,0.42940366
SRR3679965,0.5775371,0.42246288
SRR5602317,0.50854826,0.49145177
SRR5602058,0.10955557,0.8904444
SRR5602191,0.57973295,0.4202671
C003,0.23655249,0.76344746
SRR5602093,0.104941346,0.8950587
SRR5602169,0.5777022,0.4222978
SRR3680044,0.5777022,0.4222978
SRR3680068,0.2739176,0.7260824
SRR3680036,0.08474113,0.91525894
SRR5602014,0.08404523,0.91595477
C054,0.09886951,0.90113044
SRR5602248,0.39422598,0.6057741
SRR3680083,0.57766753,0.42233244
SRR5602175,0.57821447,0.42178556
SRR3680063,0.082310334,0.9176897
SRR3679991,0.09213952,0.90786046
SRR5802183,0.050326847,0.9496731
SRR3680086,0.11527495,0.88472503
SRR5602027,0.109571904,0.89042807
SRR5602231,0.57770175,0.42229828
SRR5602247,0.5822993,0.4177007
SRR5602123,0.5766843,0.42331573
SRR3680070,0.19581407,0.8041859
SRR5601959,0.029025964,0.970974
SRR5602252,0.050367568,0.9496324
SRR5601989,0.5770321,0.4229679
SRR5602285,0.10530181,0.8946982
SRR5602214,0.5776861,0.422314
SRR5602094,0.57770205,0.42229795
SRR5602264,0.5767084,0.42329162
SRR3680002,0.47500324,0.52499676
SRR5602165,0.5776909,0.42230907
